#	z_max	A_0	V_L	D_min	D_max	M_min	M_max
3.44715e-09	1.43051e-15	1.97077e-24	3.90625e-08	5.25895e-08	3.75561e-08	5.03593e-08
4.68187e-09	2.47955e-15	3.70337e-24	4.88281e-08	6.55098e-08	4.86522e-08	6.4016e-08
5.74484e-09	3.8147e-15	6.59254e-24	6.83594e-08	8.34375e-08	5.63341e-08	8.1087e-08
5.89768e-09	1.81198e-15	3.56338e-24	4.83374e-08	5.69429e-08	4.09703e-08	5.37735e-08
4.7913e-09	1.62125e-15	2.81105e-24	3.90625e-08	5.69429e-08	3.75561e-08	5.29199e-08
6.28895e-09	2.38419e-15	5.43485e-24	4.88281e-08	6.55098e-08	4.95057e-08	6.31625e-08
4.99422e-09	1.52588e-15	2.26508e-24	3.90625e-08	5.25895e-08	3.67025e-08	5.03593e-08
6.31638e-09	1.90735e-15	3.82542e-24	4.88281e-08	5.69429e-08	4.09703e-08	5.54805e-08
3.59948e-09	1.04904e-15	1.68001e-24	2.92969e-08	4.88281e-08	2.98741e-08	4.69451e-08
6.35353e-09	2.86102e-15	6.51959e-24	5.85937e-08	7.43728e-08	5.12128e-08	7.08444e-08
4.52713e-09	1.62125e-15	2.24926e-24	4.83374e-08	5.25895e-08	3.75561e-08	5.03593e-08
7.79846e-10	9.53674e-17	1.91751e-26	9.76562e-09	1.38107e-08	9.38902e-09	1.45103e-08
3.61153e-09	8.58307e-16	1.20906e-24	2.92969e-08	4.1432e-08	2.98741e-08	4.18238e-08
5.47948e-09	1.71661e-15	3.64064e-24	3.90625e-08	5.69429e-08	3.84096e-08	5.20664e-08
5.74878e-09	2.38419e-15	5.36306e-24	4.88281e-08	6.90534e-08	4.86522e-08	6.91373e-08
5.92361e-09	2.38419e-15	5.24827e-24	5.52427e-08	6.55098e-08	4.86522e-08	6.31625e-08
4.89513e-09	1.81198e-15	3.90971e-24	4.83374e-08	5.69429e-08	4.09703e-08	5.37735e-08
5.1066e-09	1.23978e-15	2.94893e-24	3.90625e-08	4.88281e-08	3.15812e-08	4.5238e-08
5.97716e-09	1.33514e-15	3.87485e-24	3.90625e-08	5.25895e-08	2.98741e-08	4.95057e-08
4.24356e-09	1.04904e-15	1.98309e-24	3.90625e-08	4.36732e-08	3.15812e-08	4.18238e-08
5.93616e-09	2.00272e-15	4.5326e-24	4.88281e-08	5.69429e-08	4.18238e-08	5.71876e-08
