5.014096e+002,4.393955e-001
5.052666e+002,4.411010e-001
5.091236e+002,4.544309e-001
5.129806e+002,4.721743e-001
5.168376e+002,4.844242e-001
5.206946e+002,4.805664e-001
5.245516e+002,4.528597e-001
5.284086e+002,4.012165e-001
5.322656e+002,3.324994e-001
5.361226e+002,2.616896e-001
5.399796e+002,2.067532e-001
5.438365e+002,1.823113e-001
5.476936e+002,1.940163e-001
5.515505e+002,2.361165e-001
5.554076e+002,2.933979e-001
5.592646e+002,3.461067e-001
5.631216e+002,3.793055e-001
5.669786e+002,3.848813e-001
5.708356e+002,3.636442e-001
5.746926e+002,3.231701e-001
5.785496e+002,2.734714e-001
5.824066e+002,2.227094e-001
5.862635e+002,1.748325e-001
5.901205e+002,1.312249e-001
5.939775e+002,8.858365e-002
5.978345e+002,4.567658e-002
6.016915e+002,3.335778e-003
6.055485e+002,-3.573645e-002
6.094055e+002,-6.827823e-002
6.132625e+002,-9.185678e-002
6.171195e+002,-1.053943e-001
6.209765e+002,-1.088558e-001
6.248335e+002,-1.020803e-001
6.286905e+002,-8.360432e-002
6.325475e+002,-5.164873e-002
6.364045e+002,-5.868129e-003
6.402615e+002,5.063624e-002
6.441185e+002,1.103409e-001
6.479755e+002,1.623333e-001
6.518325e+002,1.933851e-001
6.556895e+002,1.991222e-001
6.595465e+002,1.790285e-001
6.634035e+002,1.401158e-001
6.672605e+002,9.516264e-002
6.711175e+002,5.871054e-002
6.749745e+002,4.229996e-002
6.788315e+002,5.076304e-002
6.826885e+002,7.481036e-002
6.865455e+002,1.108670e-001
6.904025e+002,1.487676e-001
6.942595e+002,1.790987e-001
6.981165e+002,1.957180e-001
7.019734e+002,1.969420e-001
7.058304e+002,1.852850e-001
7.096874e+002,1.661190e-001
7.135444e+002,1.451166e-001
7.174014e+002,1.272635e-001
7.212584e+002,1.152779e-001
7.251154e+002,1.107430e-001
7.289724e+002,1.140619e-001
7.328294e+002,1.244249e-001
7.366864e+002,1.397845e-001
7.405435e+002,1.569334e-001
7.444004e+002,1.808281e-001
7.482574e+002,1.959741e-001
7.521144e+002,1.977643e-001
7.559714e+002,1.848480e-001
7.598284e+002,1.600139e-001
7.636854e+002,1.298145e-001
7.675424e+002,1.028421e-001
7.713994e+002,8.712612e-002
7.752564e+002,8.993056e-002
7.791134e+002,1.109307e-001
7.829704e+002,1.449372e-001
7.868274e+002,1.835867e-001
7.906844e+002,2.193016e-001
7.945414e+002,2.487074e-001
7.983984e+002,2.738943e-001
8.022554e+002,3.008970e-001
8.061124e+002,3.377586e-001
8.099694e+002,3.862054e-001
8.138264e+002,4.428630e-001
8.176833e+002,4.987263e-001
8.215403e+002,5.427183e-001
8.253973e+002,5.663673e-001
8.292544e+002,5.672306e-001
8.331113e+002,5.493603e-001
8.369684e+002,5.199142e-001
8.408253e+002,4.866274e-001
8.446824e+002,4.524893e-001
8.485393e+002,4.149235e-001
8.523964e+002,3.682179e-001
8.562533e+002,3.082324e-001
8.601104e+002,2.368795e-001
8.639673e+002,1.638867e-001
8.678243e+002,1.046779e-001
8.716813e+002,7.567340e-002
8.755383e+002,8.688741e-002
8.793953e+002,1.380665e-001
8.832523e+002,2.183669e-001
8.871093e+002,3.100778e-001
8.909663e+002,3.946453e-001
8.948233e+002,4.583791e-001
8.986803e+002,4.959770e-001
9.025373e+002,5.088978e-001
9.063943e+002,5.041480e-001
9.102513e+002,4.899185e-001
9.141083e+002,4.728030e-001
9.179653e+002,4.569486e-001
9.218223e+002,4.448243e-001
9.256793e+002,4.385120e-001
9.295363e+002,4.403432e-001
9.333933e+002,4.523448e-001
9.372502e+002,4.749231e-001
9.411073e+002,5.057206e-001
9.449642e+002,5.395262e-001
9.488213e+002,5.695186e-001
9.526782e+002,5.893084e-001
9.565353e+002,5.948600e-001
9.603922e+002,5.855356e-001
9.642493e+002,5.637949e-001
9.681062e+002,5.341784e-001
9.719633e+002,5.022640e-001
9.758203e+002,4.739252e-001
9.796772e+002,4.548874e-001
9.835342e+002,4.501454e-001
9.873912e+002,4.628152e-001
9.912482e+002,4.924935e-001
9.951052e+002,5.338286e-001
9.989622e+002,5.766830e-001
1.002819e+003,6.077867e-001
1.006676e+003,6.144707e-001
1.010533e+003,5.891157e-001
1.014390e+003,5.324661e-001
1.018247e+003,4.541391e-001
1.022104e+003,3.721871e-001
1.025961e+003,2.997966e-001
1.029818e+003,2.477843e-001
1.033675e+003,2.189867e-001
1.037532e+003,2.083273e-001
1.041389e+003,2.062002e-001
1.045246e+003,2.035637e-001
1.049103e+003,1.963451e-001
1.052960e+003,1.861605e-001
1.056817e+003,1.801334e-001
1.060674e+003,1.858985e-001
1.064531e+003,2.072399e-001
1.068388e+003,2.413823e-001
1.072245e+003,2.792473e-001
1.076102e+003,3.085905e-001
1.079959e+003,3.186785e-001
1.083816e+003,3.031208e-001
1.087673e+003,2.678354e-001
1.091530e+003,2.208472e-001
1.095387e+003,1.730477e-001
1.099244e+003,1.345899e-001
1.103101e+003,1.118793e-001
1.106958e+003,1.061754e-001
1.110815e+003,1.140994e-001
