#	z_max	A_0	V_L	D_min	D_max	M_min	M_max
8.57578e-09	3.8147e-16	1.43188e-24	1.95312e-08	3.08816e-08	1.96316e-08	2.98741e-08
8.69891e-09	1.14441e-15	4.8495e-24	2.92969e-08	5.25895e-08	2.73135e-08	5.03593e-08
1.07069e-08	4.19617e-15	2.95904e-23	5.85937e-08	9.21287e-08	5.80412e-08	8.87689e-08
1.29702e-08	4.00543e-15	2.9027e-23	6.83594e-08	8.40071e-08	6.57231e-08	8.27941e-08
7.20697e-09	1.33514e-15	5.53314e-24	2.92969e-08	5.9402e-08	2.90206e-08	5.29199e-08
7.8993e-09	2.19345e-15	9.94148e-24	4.88281e-08	6.90534e-08	4.43844e-08	6.91373e-08
1.21105e-08	2.28882e-15	1.55017e-23	3.90625e-08	7.43728e-08	3.92632e-08	7.08444e-08
1.15776e-08	3.62396e-15	2.29286e-23	6.83594e-08	7.8733e-08	6.06018e-08	7.42586e-08
1.03941e-08	4.86374e-15	2.87104e-23	7.8125e-08	9.21287e-08	7.3405e-08	8.79153e-08
1.05132e-08	3.71933e-15	2.16314e-23	5.85937e-08	8.34375e-08	5.88947e-08	8.1087e-08
1.4574e-08	6.58035e-15	5.12251e-23	8.78906e-08	1.05631e-07	8.1087e-08	1.01572e-07
1.30881e-08	3.8147e-15	2.00501e-23	5.85937e-08	8.73464e-08	5.12128e-08	8.45011e-08
1.12442e-08	5.62668e-15	3.57464e-23	6.83594e-08	1.05631e-07	6.82838e-08	1.01572e-07
1.0511e-08	4.1008e-15	2.14265e-23	6.83594e-08	8.40071e-08	5.88947e-08	8.02334e-08
9.44628e-09	4.3869e-15	2.39084e-23	6.83594e-08	8.40071e-08	6.91373e-08	8.02334e-08
8.06859e-09	6.10352e-15	3.13287e-23	7.8125e-08	1.01956e-07	7.85263e-08	9.90114e-08
1.13489e-08	3.62396e-15	2.11458e-23	6.83594e-08	7.8733e-08	5.88947e-08	7.85263e-08
9.70846e-09	4.48227e-15	2.20772e-23	6.83594e-08	8.73464e-08	6.82838e-08	8.27941e-08
1.0341e-08	3.52859e-15	1.8579e-23	6.83594e-08	7.8733e-08	6.06018e-08	7.42586e-08
1.02499e-08	4.1008e-15	2.38697e-23	6.83594e-08	8.40071e-08	6.82838e-08	8.02334e-08
4.34146e-09	4.76837e-16	5.55919e-25	1.95312e-08	3.52105e-08	1.96316e-08	3.32883e-08
1.37999e-08	4.19617e-15	2.59833e-23	7.41159e-08	8.73464e-08	5.88947e-08	8.45011e-08
5.63075e-09	1.04904e-15	3.35811e-24	2.92969e-08	4.88281e-08	2.98741e-08	4.69451e-08
1.04544e-08	3.43323e-15	1.7936e-23	6.83594e-08	7.8733e-08	5.63341e-08	7.51121e-08
1.42777e-08	9.44138e-15	8.20633e-23	9.66748e-08	1.40842e-07	8.79153e-08	1.35714e-07
8.21628e-09	1.52588e-15	3.44904e-24	4.1432e-08	6.90534e-08	2.98741e-08	6.31625e-08
9.42333e-09	5.24521e-15	3.08382e-23	7.8125e-08	9.61803e-08	6.74302e-08	9.47437e-08
8.90093e-09	3.52859e-15	1.97035e-23	5.85937e-08	8.40071e-08	5.20664e-08	8.02334e-08
2.89201e-08	7.53403e-15	8.36186e-23	8.78906e-08	1.14304e-07	8.1087e-08	1.10961e-07
7.68558e-09	2.09808e-15	4.93241e-24	4.1432e-08	7.6272e-08	3.32883e-08	7.3405e-08
