#	z_max	r_eq	V_L
3.19899e-09	9.54302e-09	6.29572e-25
4.52446e-09	9.54302e-09	8.03794e-25
3.94706e-09	1.6529e-08	2.43182e-24
7.13861e-09	2.464e-08	6.21158e-24
7.25872e-09	3.3058e-08	1.18487e-23
8.69103e-09	1.55837e-08	2.59799e-24
9.81013e-09	2.91544e-08	1.33543e-23
8.12159e-09	3.73684e-08	1.75941e-23
6.04641e-09	3.3058e-08	1.19233e-23
1.0786e-08	3.57067e-08	1.91951e-23
1.50155e-08	3.06765e-08	1.50471e-23
3.92976e-09	1.74231e-08	1.84649e-24
3.1439e-09	1.74231e-08	1.68733e-24
3.55985e-09	1.98654e-08	2.55532e-24
7.29117e-09	4.12305e-08	2.17396e-23
2.53653e-09	1.10193e-08	3.15683e-25
3.59895e-09	1.9086e-08	2.00718e-24
1.26847e-08	3.89592e-08	2.69463e-23
2.23323e-09	5.50966e-09	3.15626e-26
4.19055e-09	2.27169e-08	3.96151e-24
2.82336e-09	1.82735e-08	1.77144e-24
4.56257e-09	3.11674e-08	9.3001e-24
2.71225e-09	1.55837e-08	8.59846e-25
1.34085e-08	3.61293e-08	1.97018e-23
3.03486e-09	1.232e-08	4.25739e-25
2.67067e-09	1.45772e-08	7.34833e-25
3.39647e-09	2.13388e-08	2.76996e-24
3.46874e-09	1.82735e-08	1.94528e-24
2.42135e-09	5.50966e-09	4.63767e-26
8.14366e-09	4.23205e-08	2.5445e-23
1.16626e-08	3.85676e-08	2.19659e-23
3.61704e-09	2.64234e-08	4.90181e-24
3.72345e-09	3.06765e-08	6.89249e-24
3.60718e-09	2.80939e-08	5.37952e-24
3.58683e-09	2.464e-08	5.0628e-24
1.0776e-08	4.23205e-08	2.47404e-23
5.33876e-09	3.93469e-08	1.68777e-23
2.14956e-09	7.79184e-09	8.12346e-26
1.30367e-08	3.11674e-08	1.22742e-23
3.043e-09	1.232e-08	6.24784e-25
4.27805e-09	2.80939e-08	4.2987e-24
3.91694e-09	2.40161e-08	4.98313e-24
2.86863e-09	2.13388e-08	2.78818e-24
3.35548e-09	2.06153e-08	2.02803e-24
3.27898e-09	1.9086e-08	2.19019e-24
