Elapsed Time (Seconds)	Peak Intensity (Pixel Intensity)
2.839400e+01	2.947000e+03
2.842600e+01	2.994000e+03
2.846000e+01	2.966000e+03
2.849200e+01	2.945000e+03
2.852500e+01	2.920000e+03
2.855900e+01	2.915000e+03
2.859200e+01	2.908000e+03
2.862500e+01	2.901000e+03
2.865800e+01	2.883000e+03
2.869100e+01	2.887000e+03
2.872400e+01	2.859000e+03
2.875700e+01	2.901000e+03
2.879000e+01	2.885000e+03
2.882300e+01	2.846000e+03
2.885600e+01	2.806000e+03
2.889000e+01	2.802000e+03
2.892300e+01	2.791000e+03
2.895600e+01	2.807000e+03
2.898900e+01	2.814000e+03
2.902200e+01	2.789000e+03
2.905500e+01	2.757000e+03
2.908800e+01	2.778000e+03
2.912100e+01	2.737000e+03
2.915400e+01	2.764000e+03
2.918700e+01	2.743000e+03
2.922100e+01	2.746000e+03
2.925400e+01	2.716000e+03
2.928700e+01	2.727000e+03
2.932000e+01	2.735000e+03
2.935200e+01	2.719000e+03
2.938600e+01	2.725000e+03
2.941900e+01	2.699000e+03
2.945200e+01	2.658000e+03
2.948500e+01	2.652000e+03
2.951800e+01	2.675000e+03
2.955100e+01	2.685000e+03
2.958400e+01	2.652000e+03
2.961800e+01	2.660000e+03
2.965100e+01	2.659000e+03
2.968400e+01	2.654000e+03
2.971700e+01	2.664000e+03
2.975000e+01	2.622000e+03
2.978300e+01	2.630000e+03
2.981600e+01	2.638000e+03
2.985000e+01	2.610000e+03
2.988200e+01	2.610000e+03
2.991600e+01	2.585000e+03
2.994900e+01	2.604000e+03
2.998200e+01	2.624000e+03
3.001500e+01	2.615000e+03
3.004800e+01	2.585000e+03
3.008100e+01	2.594000e+03
3.011400e+01	2.568000e+03
3.014700e+01	2.584000e+03
3.018000e+01	2.552000e+03
3.021300e+01	2.586000e+03
3.024700e+01	2.564000e+03
3.028000e+01	2.551000e+03
3.031300e+01	2.576000e+03
3.034600e+01	2.593000e+03
3.037800e+01	2.574000e+03
3.041100e+01	2.574000e+03
3.044500e+01	2.573000e+03
3.047800e+01	2.611000e+03
3.051100e+01	2.515000e+03
3.054400e+01	2.549000e+03
3.057700e+01	2.561000e+03
3.061000e+01	2.563000e+03
3.064300e+01	2.577000e+03
3.067700e+01	2.575000e+03
3.071000e+01	2.537000e+03
3.074300e+01	2.554000e+03
3.077600e+01	2.578000e+03
3.080900e+01	2.586000e+03
3.084200e+01	2.574000e+03
3.087500e+01	2.574000e+03
3.090800e+01	2.550000e+03
3.094100e+01	2.573000e+03
3.097500e+01	2.599000e+03
3.100800e+01	2.612000e+03
3.104000e+01	2.597000e+03
3.107400e+01	2.613000e+03
3.110700e+01	2.629000e+03
3.114000e+01	2.605000e+03
3.117300e+01	2.571000e+03
3.120600e+01	2.582000e+03
3.123900e+01	2.613000e+03
3.127200e+01	2.612000e+03
3.130500e+01	2.603000e+03
3.133800e+01	2.593000e+03
3.137100e+01	2.669000e+03
3.140500e+01	2.618000e+03
3.143800e+01	2.659000e+03
3.147100e+01	2.630000e+03
3.150400e+01	2.652000e+03
3.153700e+01	2.656000e+03
3.157000e+01	2.669000e+03
3.160300e+01	2.711000e+03
3.163600e+01	2.670000e+03
3.167000e+01	2.665000e+03
3.170200e+01	2.681000e+03
3.173600e+01	2.684000e+03
3.176900e+01	2.692000e+03
3.180200e+01	2.727000e+03
3.183500e+01	2.726000e+03
3.186800e+01	2.722000e+03
3.190100e+01	2.752000e+03
3.193400e+01	2.722000e+03
3.196700e+01	2.718000e+03
3.200100e+01	2.756000e+03
3.203300e+01	2.738000e+03
3.206700e+01	2.790000e+03
3.209900e+01	2.755000e+03
3.213200e+01	2.787000e+03
3.216600e+01	2.829000e+03
3.219900e+01	2.792000e+03
3.223200e+01	2.829000e+03
3.226500e+01	2.821000e+03
3.229800e+01	2.807000e+03
3.233100e+01	2.881000e+03
3.236500e+01	2.876000e+03
3.239800e+01	2.822000e+03
3.243100e+01	2.901000e+03
3.246300e+01	2.880000e+03
3.249700e+01	2.925000e+03
3.252900e+01	2.907000e+03
3.256200e+01	2.894000e+03
3.259600e+01	2.893000e+03
3.262900e+01	2.913000e+03
3.266200e+01	2.946000e+03
3.269500e+01	2.903000e+03
3.272800e+01	2.915000e+03
3.276100e+01	2.958000e+03
3.279500e+01	2.988000e+03
3.282800e+01	2.975000e+03
3.286100e+01	2.965000e+03
3.289400e+01	2.945000e+03
3.292700e+01	2.990000e+03
3.295900e+01	2.991000e+03
3.299300e+01	2.962000e+03
3.302600e+01	2.993000e+03
3.306000e+01	2.995000e+03
3.309300e+01	3.011000e+03
3.312600e+01	2.999000e+03
3.315900e+01	3.025000e+03
3.319200e+01	3.046000e+03
3.322500e+01	3.071000e+03
3.325800e+01	3.031000e+03
3.329100e+01	3.029000e+03
3.332400e+01	3.042000e+03
3.335700e+01	3.033000e+03
3.339100e+01	3.010000e+03
3.342300e+01	3.019000e+03
3.345600e+01	3.056000e+03
3.348900e+01	2.997000e+03
3.352200e+01	3.035000e+03
3.355600e+01	2.994000e+03
3.358900e+01	3.127000e+03
3.362200e+01	2.987000e+03
3.365500e+01	2.993000e+03
3.368800e+01	2.984000e+03
3.372100e+01	3.019000e+03
3.375400e+01	3.017000e+03
3.378700e+01	2.984000e+03
3.382000e+01	3.000000e+03
3.385300e+01	3.024000e+03
3.388700e+01	2.972000e+03
3.392000e+01	2.957000e+03
3.395300e+01	2.943000e+03
3.398600e+01	2.920000e+03
3.401900e+01	2.971000e+03
3.405200e+01	2.957000e+03
3.408500e+01	2.952000e+03
3.411800e+01	2.927000e+03
3.415100e+01	2.951000e+03
3.418400e+01	2.982000e+03
3.421700e+01	2.939000e+03
3.425100e+01	2.947000e+03
3.428400e+01	2.945000e+03
3.431700e+01	2.940000e+03
3.435000e+01	2.945000e+03
3.438300e+01	2.931000e+03
3.441600e+01	2.915000e+03
3.444900e+01	2.891000e+03
3.448200e+01	2.876000e+03
3.451600e+01	2.857000e+03
3.454900e+01	2.835000e+03
3.458200e+01	2.842000e+03
3.461500e+01	2.840000e+03
3.464800e+01	2.820000e+03
3.468100e+01	2.849000e+03
3.471400e+01	2.806000e+03
3.474600e+01	2.814000e+03
3.478000e+01	2.797000e+03
3.481300e+01	2.755000e+03
3.484600e+01	2.791000e+03
3.487900e+01	2.818000e+03
3.491200e+01	2.761000e+03
3.494500e+01	2.778000e+03
3.497800e+01	2.804000e+03
3.501100e+01	2.775000e+03
3.504500e+01	2.754000e+03
3.507800e+01	2.771000e+03
3.511100e+01	2.746000e+03
3.514400e+01	2.725000e+03
3.517700e+01	2.719000e+03
3.521000e+01	2.745000e+03
3.524300e+01	2.756000e+03
3.527600e+01	2.705000e+03
3.531000e+01	2.688000e+03
3.534200e+01	2.718000e+03
3.537600e+01	2.673000e+03
3.540900e+01	2.682000e+03
3.544200e+01	2.662000e+03
3.547500e+01	2.691000e+03
3.550900e+01	2.632000e+03
3.554100e+01	2.663000e+03
3.557400e+01	2.683000e+03
3.560700e+01	2.639000e+03
3.564000e+01	2.648000e+03
3.567400e+01	2.667000e+03
3.570700e+01	2.631000e+03
3.573900e+01	2.650000e+03
3.577300e+01	2.613000e+03
3.580600e+01	2.626000e+03
3.583900e+01	2.624000e+03
3.587200e+01	2.641000e+03
3.590500e+01	2.642000e+03
3.593800e+01	2.647000e+03
3.597100e+01	2.611000e+03
3.600400e+01	2.618000e+03
3.603800e+01	2.610000e+03
3.607100e+01	2.674000e+03
3.610400e+01	2.600000e+03
3.613700e+01	2.600000e+03
3.617000e+01	2.592000e+03
3.620300e+01	2.606000e+03
3.623600e+01	2.590000e+03
3.627000e+01	2.605000e+03
3.630300e+01	2.608000e+03
3.633600e+01	2.566000e+03
3.636900e+01	2.555000e+03
3.640200e+01	2.616000e+03
3.643500e+01	2.609000e+03
3.646800e+01	2.573000e+03
3.650100e+01	2.581000e+03
3.653400e+01	2.587000e+03
3.656700e+01	2.548000e+03
3.660000e+01	2.610000e+03
3.663300e+01	2.602000e+03
3.666700e+01	2.609000e+03
3.669900e+01	2.612000e+03
3.673300e+01	2.579000e+03
3.676600e+01	2.655000e+03
3.679900e+01	2.612000e+03
3.683200e+01	2.599000e+03
3.686500e+01	2.608000e+03
3.689800e+01	2.607000e+03
3.693100e+01	2.610000e+03
3.696400e+01	2.618000e+03
3.699700e+01	2.638000e+03
3.703100e+01	2.601000e+03
3.706400e+01	2.631000e+03
3.709700e+01	2.657000e+03
3.713000e+01	2.632000e+03
3.716200e+01	2.604000e+03
3.719500e+01	2.651000e+03
3.722900e+01	2.622000e+03
3.726200e+01	2.619000e+03
3.729500e+01	2.656000e+03
3.732800e+01	2.649000e+03
3.736100e+01	2.661000e+03
3.739400e+01	2.671000e+03
3.742800e+01	2.672000e+03
3.746100e+01	2.664000e+03
3.749400e+01	2.683000e+03
3.752700e+01	2.682000e+03
3.756000e+01	2.659000e+03
3.759300e+01	2.692000e+03
3.762600e+01	2.693000e+03
3.765900e+01	2.675000e+03
3.769200e+01	2.718000e+03
3.772500e+01	2.758000e+03
3.775900e+01	2.773000e+03
3.779200e+01	2.734000e+03
3.782500e+01	2.757000e+03
3.785800e+01	2.790000e+03
3.789100e+01	2.776000e+03
3.792400e+01	2.768000e+03
3.795700e+01	2.809000e+03
3.799000e+01	2.797000e+03
3.802300e+01	2.770000e+03
3.805600e+01	2.791000e+03
3.809000e+01	2.803000e+03
3.812300e+01	2.786000e+03
3.815500e+01	2.809000e+03
3.818800e+01	2.822000e+03
3.822100e+01	2.767000e+03
3.825500e+01	2.848000e+03
3.828800e+01	2.812000e+03
3.832100e+01	2.817000e+03
3.835400e+01	2.871000e+03
3.838700e+01	2.871000e+03
3.842100e+01	2.902000e+03
3.845300e+01	2.937000e+03
3.848600e+01	2.952000e+03
3.852000e+01	2.921000e+03
3.855300e+01	2.947000e+03
3.858600e+01	2.981000e+03
3.861900e+01	2.899000e+03
3.865200e+01	2.963000e+03
3.868500e+01	2.919000e+03
3.871800e+01	2.943000e+03
3.875200e+01	2.942000e+03
3.878400e+01	2.937000e+03
3.881700e+01	2.958000e+03
3.885100e+01	2.936000e+03
3.888400e+01	2.986000e+03
3.891700e+01	2.972000e+03
3.895000e+01	2.944000e+03
3.898200e+01	2.948000e+03
3.901600e+01	2.936000e+03
3.904900e+01	2.991000e+03
3.908300e+01	2.988000e+03
3.911500e+01	2.938000e+03
3.914900e+01	2.990000e+03
3.918100e+01	2.955000e+03
3.921500e+01	3.021000e+03
3.924800e+01	2.993000e+03
3.928100e+01	3.004000e+03
3.931400e+01	3.000000e+03
3.934700e+01	2.974000e+03
3.938000e+01	2.959000e+03
3.941300e+01	2.998000e+03
3.944600e+01	2.985000e+03
3.947900e+01	3.010000e+03
3.951300e+01	2.947000e+03
3.954600e+01	2.979000e+03
3.957800e+01	2.988000e+03
3.961100e+01	2.980000e+03
3.964500e+01	2.980000e+03
3.967800e+01	2.939000e+03
3.971100e+01	2.988000e+03
3.974400e+01	2.947000e+03
3.977700e+01	2.996000e+03
3.981000e+01	2.979000e+03
3.984300e+01	2.984000e+03
3.987600e+01	2.945000e+03
3.990900e+01	2.959000e+03
3.994200e+01	2.946000e+03
3.997600e+01	2.989000e+03
4.000900e+01	2.928000e+03
4.004200e+01	2.926000e+03
4.007500e+01	2.922000e+03
4.010800e+01	2.930000e+03
4.014100e+01	2.921000e+03
4.017400e+01	2.919000e+03
4.020700e+01	2.903000e+03
4.024100e+01	2.888000e+03
4.027400e+01	2.897000e+03
4.030700e+01	2.917000e+03
4.034000e+01	2.839000e+03
4.037300e+01	2.867000e+03
4.040600e+01	2.944000e+03
4.043900e+01	2.860000e+03
4.047200e+01	2.841000e+03
4.050500e+01	2.851000e+03
4.053800e+01	2.847000e+03
4.057100e+01	2.821000e+03
4.060400e+01	2.844000e+03
4.063800e+01	2.801000e+03
4.067100e+01	2.828000e+03
4.070300e+01	2.798000e+03
4.073700e+01	2.820000e+03
4.077000e+01	2.797000e+03
4.080300e+01	2.794000e+03
4.083600e+01	2.812000e+03
4.086900e+01	2.806000e+03
4.090200e+01	2.772000e+03
4.093600e+01	2.769000e+03
4.096800e+01	2.757000e+03
4.100200e+01	2.745000e+03
4.103500e+01	2.736000e+03
4.106800e+01	2.745000e+03
4.110100e+01	2.751000e+03
4.113400e+01	2.695000e+03
4.116700e+01	2.739000e+03
4.120000e+01	2.745000e+03
4.123300e+01	2.719000e+03
4.126600e+01	2.717000e+03
4.129900e+01	2.680000e+03
4.133200e+01	2.716000e+03
4.136600e+01	2.708000e+03
4.139900e+01	2.681000e+03
4.143200e+01	2.694000e+03
4.146500e+01	2.667000e+03
4.149800e+01	2.672000e+03
4.153100e+01	2.676000e+03
4.156500e+01	2.740000e+03
4.159700e+01	2.683000e+03
4.163100e+01	2.693000e+03
4.166400e+01	2.651000e+03
4.169700e+01	2.654000e+03
4.173000e+01	2.678000e+03
4.176300e+01	2.619000e+03
4.179500e+01	2.665000e+03
4.182900e+01	2.651000e+03
4.186200e+01	2.619000e+03
4.189500e+01	2.660000e+03
4.192800e+01	2.654000e+03
4.196100e+01	2.664000e+03
4.199400e+01	2.624000e+03
4.202700e+01	2.597000e+03
4.206000e+01	2.626000e+03
4.209400e+01	2.583000e+03
4.212700e+01	2.632000e+03
4.216000e+01	2.603000e+03
4.219300e+01	2.626000e+03
4.222600e+01	2.617000e+03
4.225900e+01	2.598000e+03
4.229200e+01	2.653000e+03
4.232500e+01	2.581000e+03
4.235800e+01	2.646000e+03
4.239200e+01	2.607000e+03
4.242400e+01	2.623000e+03
4.245700e+01	2.616000e+03
4.249100e+01	2.620000e+03
4.252400e+01	2.632000e+03
4.255700e+01	2.672000e+03
4.259000e+01	2.657000e+03
4.262300e+01	2.677000e+03
4.265600e+01	2.649000e+03
4.268900e+01	2.627000e+03
4.272300e+01	2.642000e+03
4.275500e+01	2.661000e+03
4.278900e+01	2.673000e+03
4.282200e+01	2.647000e+03
4.285500e+01	2.641000e+03
4.288800e+01	2.667000e+03
4.292100e+01	2.628000e+03
4.295400e+01	2.643000e+03
4.298700e+01	2.667000e+03
4.302000e+01	2.635000e+03
4.305300e+01	2.663000e+03
4.308700e+01	2.667000e+03
4.311900e+01	2.641000e+03
4.315300e+01	2.651000e+03
4.318600e+01	2.645000e+03
4.321900e+01	2.657000e+03
4.325200e+01	2.682000e+03
4.328500e+01	2.706000e+03
4.331800e+01	2.724000e+03
4.335100e+01	2.692000e+03
4.338400e+01	2.702000e+03
4.341800e+01	2.739000e+03
4.345100e+01	2.714000e+03
4.348400e+01	2.726000e+03
4.351600e+01	2.760000e+03
4.355000e+01	2.728000e+03
4.358200e+01	2.740000e+03
4.361600e+01	2.767000e+03
4.364900e+01	2.753000e+03
4.368200e+01	2.766000e+03
4.371500e+01	2.831000e+03
4.374800e+01	2.851000e+03
4.378100e+01	2.808000e+03
4.381400e+01	2.866000e+03
4.384800e+01	2.860000e+03
4.388100e+01	2.849000e+03
4.391400e+01	2.826000e+03
4.394700e+01	2.882000e+03
4.398000e+01	2.913000e+03
4.401300e+01	2.911000e+03
4.404500e+01	2.904000e+03
4.407900e+01	2.885000e+03
4.411200e+01	2.893000e+03
4.414500e+01	2.917000e+03
4.417800e+01	2.951000e+03
4.421100e+01	2.957000e+03
4.424400e+01	2.949000e+03
4.427800e+01	2.956000e+03
4.431100e+01	2.953000e+03
4.434400e+01	2.944000e+03
4.437700e+01	2.925000e+03
4.441000e+01	2.951000e+03
4.444400e+01	2.957000e+03
4.447600e+01	2.935000e+03
4.451000e+01	2.931000e+03
4.454300e+01	2.932000e+03
4.457600e+01	2.961000e+03
4.460900e+01	2.933000e+03
4.464200e+01	2.962000e+03
4.467500e+01	2.968000e+03
4.470800e+01	2.989000e+03
4.474100e+01	2.940000e+03
4.477400e+01	2.957000e+03
4.480700e+01	2.957000e+03
4.484000e+01	3.009000e+03
4.487300e+01	2.977000e+03
4.490700e+01	2.940000e+03
4.494000e+01	2.966000e+03
4.497300e+01	3.015000e+03
4.500600e+01	2.970000e+03
4.503900e+01	3.007000e+03
4.507200e+01	3.012000e+03
4.510500e+01	3.028000e+03
4.513800e+01	3.037000e+03
4.517100e+01	3.026000e+03
4.520500e+01	3.016000e+03
4.523700e+01	3.003000e+03
4.527100e+01	3.061000e+03
4.530300e+01	3.018000e+03
4.533700e+01	3.036000e+03
4.537000e+01	2.996000e+03
4.540300e+01	3.013000e+03
4.543600e+01	3.007000e+03
4.546900e+01	3.025000e+03
4.550200e+01	3.051000e+03
4.553500e+01	3.036000e+03
4.556800e+01	2.995000e+03
4.560100e+01	3.046000e+03
4.563400e+01	3.039000e+03
4.566800e+01	3.042000e+03
4.570100e+01	3.010000e+03
4.573400e+01	3.059000e+03
4.576600e+01	3.028000e+03
4.580000e+01	3.041000e+03
4.583300e+01	3.031000e+03
4.586600e+01	3.052000e+03
4.589900e+01	3.067000e+03
4.593300e+01	3.065000e+03
4.596500e+01	3.061000e+03
4.599800e+01	3.101000e+03
4.603200e+01	3.069000e+03
4.606500e+01	3.103000e+03
4.609800e+01	3.098000e+03
4.613100e+01	3.043000e+03
4.616400e+01	3.061000e+03
4.619600e+01	3.031000e+03
4.623000e+01	3.082000e+03
4.626300e+01	3.069000e+03
4.629600e+01	3.031000e+03
4.633000e+01	3.047000e+03
4.636200e+01	3.100000e+03
4.639500e+01	3.076000e+03
4.642900e+01	3.096000e+03
4.646200e+01	3.103000e+03
4.649400e+01	3.051000e+03
4.652800e+01	3.091000e+03
4.656100e+01	3.090000e+03
4.659400e+01	3.108000e+03
4.662700e+01	3.084000e+03
4.666100e+01	3.101000e+03
4.669300e+01	3.089000e+03
4.672700e+01	3.097000e+03
4.676000e+01	3.086000e+03
4.679300e+01	3.099000e+03
4.682500e+01	3.094000e+03
4.685900e+01	3.097000e+03
4.689200e+01	3.104000e+03
4.692500e+01	3.095000e+03
4.695800e+01	3.119000e+03
4.699100e+01	3.066000e+03
4.702400e+01	3.111000e+03
4.705700e+01	3.120000e+03
4.709100e+01	3.084000e+03
4.712400e+01	3.114000e+03
4.715700e+01	3.077000e+03
4.718900e+01	3.111000e+03
4.722300e+01	3.103000e+03
4.725600e+01	3.125000e+03
4.728900e+01	3.099000e+03
4.732200e+01	3.094000e+03
4.735500e+01	3.119000e+03
4.738800e+01	3.072000e+03
4.742100e+01	3.130000e+03
4.745500e+01	3.122000e+03
4.748800e+01	3.116000e+03
4.752100e+01	3.125000e+03
4.755400e+01	3.129000e+03
4.758700e+01	3.138000e+03
4.762000e+01	3.122000e+03
4.765300e+01	3.123000e+03
4.768600e+01	3.133000e+03
4.771900e+01	3.162000e+03
4.775300e+01	3.112000e+03
4.778600e+01	3.160000e+03
4.781900e+01	3.153000e+03
4.785200e+01	3.143000e+03
4.788500e+01	3.151000e+03
4.791800e+01	3.197000e+03
4.795100e+01	3.142000e+03
4.798400e+01	3.138000e+03
4.801700e+01	3.120000e+03
4.805100e+01	3.148000e+03
4.808300e+01	3.148000e+03
4.811600e+01	3.135000e+03
4.815000e+01	3.166000e+03
4.818200e+01	3.165000e+03
4.821600e+01	3.143000e+03
4.824900e+01	3.163000e+03
