#	z_max	r_eq	V_L
4.05491e-09	2.80939e-08	6.10893e-24
7.15867e-09	2.69917e-08	1.10629e-23
3.75568e-09	2.06153e-08	2.74746e-24
3.20106e-09	2.33755e-08	3.18192e-24
2.75988e-09	1.9086e-08	1.40874e-24
3.67784e-09	2.464e-08	3.90646e-24
3.20868e-09	1.9086e-08	2.1475e-24
4.27774e-09	2.58426e-08	4.25472e-24
4.12126e-09	2.52485e-08	2.38557e-24
4.04055e-09	2.40161e-08	2.80028e-24
2.94126e-09	2.06153e-08	1.3171e-24
2.81389e-09	1.45772e-08	7.57031e-25
3.17303e-09	1.74231e-08	1.55773e-24
7.14913e-09	3.97308e-08	1.29879e-23
3.0818e-09	2.13388e-08	1.82876e-24
4.86578e-09	4.04876e-08	1.15926e-23
3.05644e-09	1.9086e-08	9.97489e-25
2.21346e-09	9.54302e-09	2.66682e-25
2.6143e-09	1.34959e-08	7.71392e-25
3.15856e-09	1.82735e-08	1.52766e-24
2.96293e-09	1.98654e-08	9.09103e-25
3.94377e-09	2.64234e-08	3.07416e-24
2.74787e-09	1.6529e-08	1.27274e-24
2.64064e-09	2.52485e-08	3.42235e-24
3.753e-09	3.01777e-08	4.42781e-24
3.60575e-09	2.13388e-08	2.16656e-24
3.55546e-09	2.33755e-08	2.01462e-24
2.83037e-09	2.06153e-08	1.70759e-24
3.22145e-09	1.98654e-08	2.2777e-24
7.9391e-09	5.13907e-08	3.17876e-23
2.59334e-09	1.9086e-08	2.11823e-24
2.42893e-09	1.6529e-08	1.1693e-24
2.77016e-09	1.6529e-08	1.37061e-24
3.45123e-09	2.464e-08	2.85901e-24
7.30979e-09	5.45429e-08	5.74791e-23
3.1124e-09	1.45772e-08	7.44377e-25
2.40324e-09	1.34959e-08	8.54991e-25
3.86312e-09	2.69917e-08	3.96141e-24
3.76601e-09	3.06765e-08	4.21448e-24
4.01489e-09	3.48462e-08	7.76656e-24
3.44737e-09	1.6529e-08	1.24757e-24
9.2755e-09	5.10945e-08	4.6947e-23
1.96124e-09	1.34959e-08	5.13988e-25
1.27606e-08	2.91544e-08	9.89323e-24
2.61386e-09	1.45772e-08	5.98754e-25
3.43391e-09	2.91544e-08	4.22242e-24
3.3872e-09	3.11674e-08	6.96452e-24
3.34852e-09	2.13388e-08	2.35813e-24
3.5674e-09	3.06765e-08	4.99704e-24
3.37505e-09	2.69917e-08	3.86315e-24
2.12988e-09	9.54302e-09	2.47579e-25
3.23162e-09	2.75483e-08	5.3531e-24
3.47795e-09	3.3058e-08	8.47606e-24
2.74903e-09	1.45772e-08	5.90641e-25
3.56222e-09	2.464e-08	1.76525e-24
3.71265e-09	2.33755e-08	2.45781e-24
4.15707e-09	3.6547e-08	5.68169e-24
3.39931e-09	2.58426e-08	2.93484e-24
3.33143e-09	2.52485e-08	2.01015e-24
3.45112e-09	3.48462e-08	7.39551e-24
2.52665e-09	1.74231e-08	9.89417e-25
2.87789e-09	2.20387e-08	1.22989e-24
2.3542e-09	7.79184e-09	2.52834e-25
7.02079e-09	4.15971e-08	1.94692e-23
3.1501e-09	2.464e-08	2.97197e-24
2.19961e-09	1.34959e-08	6.85495e-25
1.99624e-09	1.55837e-08	4.18334e-25
9.58387e-09	4.73959e-08	3.98486e-23
3.17884e-09	1.82735e-08	2.03546e-24
3.84791e-09	3.61293e-08	9.08916e-24
2.25289e-09	1.10193e-08	3.78281e-25
3.43166e-09	2.06153e-08	2.23351e-24
6.70492e-09	3.97308e-08	1.60687e-23
1.07011e-08	4.57667e-08	3.01894e-23
2.76546e-09	1.55837e-08	7.30833e-25
4.0726e-09	3.11674e-08	7.27899e-24
2.68343e-09	1.34959e-08	9.19424e-25
4.24773e-09	3.16506e-08	5.32887e-24
1.05384e-08	3.61293e-08	1.80357e-23
2.80334e-09	1.10193e-08	6.21092e-25
2.5376e-09	1.55837e-08	6.58237e-25
3.77833e-09	2.75483e-08	3.17033e-24
4.29581e-09	2.58426e-08	3.10817e-24
2.74945e-09	2.40161e-08	2.10263e-24
3.65168e-09	2.20387e-08	2.86297e-24
3.37372e-09	2.13388e-08	1.73668e-24
2.15578e-09	1.34959e-08	5.98285e-25
2.19765e-09	7.79184e-09	2.19815e-25
3.92624e-09	2.20387e-08	2.24802e-24
4.82146e-09	3.3514e-08	7.84166e-24
4.16021e-09	3.06765e-08	4.79493e-24
2.17463e-09	9.54302e-09	3.12826e-25
3.58809e-09	3.06765e-08	5.9138e-24
2.30329e-09	1.6529e-08	7.0257e-25
3.11183e-09	1.74231e-08	5.63156e-25
3.19204e-09	2.33755e-08	2.11573e-24
2.34332e-09	1.34959e-08	5.69645e-25
2.59114e-09	2.58426e-08	3.55292e-24
4.24801e-09	2.80939e-08	4.03692e-24
4.04194e-09	3.39638e-08	6.74406e-24
3.16621e-09	1.9086e-08	1.06759e-24
3.48531e-09	2.20387e-08	2.29457e-24
7.89163e-09	5.01954e-08	4.3731e-23
2.30527e-09	1.45772e-08	7.91394e-25
4.32444e-09	3.3514e-08	5.60128e-24
4.09892e-09	2.86291e-08	2.73679e-24
2.50453e-09	1.55837e-08	1.52098e-24
3.78855e-09	3.61293e-08	4.94998e-24
2.77631e-09	1.6529e-08	1.11999e-24
4.93692e-09	3.25956e-08	7.43304e-24
4.08401e-09	2.96704e-08	6.4629e-24
2.58144e-09	1.55837e-08	9.26588e-25
3.57523e-09	2.33755e-08	3.56656e-24
2.44725e-09	1.74231e-08	5.13252e-25
3.84291e-09	3.16506e-08	3.44303e-24
3.01311e-09	1.232e-08	4.26018e-25
1.4846e-08	4.80321e-08	5.10128e-23
2.55023e-09	1.9086e-08	1.1261e-24
4.07455e-09	2.33755e-08	2.60219e-24
3.11649e-09	2.27169e-08	2.50762e-24
3.24255e-09	1.98654e-08	1.49377e-24
3.32429e-09	2.52485e-08	2.42906e-24
2.03775e-09	7.79184e-09	1.61169e-25
4.19152e-09	2.69917e-08	3.23981e-24
4.21378e-09	4.47607e-08	9.40692e-24
3.22765e-09	3.69599e-08	1.31466e-23
3.19975e-09	2.52485e-08	4.05429e-24
9.29067e-09	5.25588e-08	5.55471e-23
4.38485e-09	2.40161e-08	3.09769e-24
2.66458e-09	1.82735e-08	8.72479e-25
2.94008e-09	2.27169e-08	2.82887e-24
2.13784e-09	1.232e-08	5.08893e-25
2.58899e-09	1.34959e-08	7.34251e-25
1.01846e-08	5.69924e-08	6.59056e-23
3.73561e-09	2.464e-08	3.6035e-24
6.76662e-09	4.50985e-08	2.06487e-23
3.51993e-09	1.45772e-08	1.15081e-24
2.87925e-09	2.06153e-08	2.0724e-24
3.88476e-09	3.48462e-08	8.84929e-24
4.8822e-09	2.80939e-08	4.52249e-24
5.9063e-09	3.69599e-08	9.49286e-24
3.46021e-09	2.464e-08	2.19962e-24
3.06536e-09	1.82735e-08	1.70011e-24
3.81159e-09	3.16506e-08	3.04337e-24
2.56408e-09	1.55837e-08	7.79385e-25
3.18324e-09	1.98654e-08	1.77735e-24
3.99711e-09	3.69599e-08	8.24522e-24
7.55539e-09	4.19604e-08	2.13209e-23
6.06585e-09	5.04969e-08	2.63979e-23
2.95508e-09	2.33755e-08	2.66837e-24
2.03367e-09	1.6529e-08	4.64598e-25
3.40989e-09	3.16506e-08	6.11815e-24
2.97832e-09	2.58426e-08	1.99118e-24
3.08501e-09	2.40161e-08	2.24489e-24
3.79922e-09	2.06153e-08	1.70125e-24
2.5659e-09	1.34959e-08	8.46367e-25
3.27795e-09	2.13388e-08	3.17132e-24
2.37628e-09	1.55837e-08	6.79509e-25
1.22749e-08	3.93469e-08	2.08331e-23
3.07815e-09	2.20387e-08	1.37329e-24
2.51772e-09	1.55837e-08	1.17102e-24
2.59338e-09	1.34959e-08	7.40154e-25
4.01435e-09	2.52485e-08	2.70696e-24
2.56263e-09	1.74231e-08	1.05713e-24
4.04113e-09	2.75483e-08	4.59183e-24
3.33416e-09	2.06153e-08	1.60404e-24
2.07926e-09	5.50966e-09	6.75749e-26
2.84315e-09	1.9086e-08	1.40588e-24
2.49497e-09	1.232e-08	5.55878e-25
3.19873e-09	2.86291e-08	2.02365e-24
2.55519e-09	1.45772e-08	7.0946e-25
4.57487e-09	2.52485e-08	2.73307e-24
7.14844e-09	4.37316e-08	1.55953e-23
4.1432e-09	2.27169e-08	2.44303e-24
3.48237e-09	2.52485e-08	2.42648e-24
3.86008e-09	3.25956e-08	5.8878e-24
3.22676e-09	1.34959e-08	9.82868e-25
2.59435e-09	5.50966e-09	1.00864e-25
2.34014e-09	5.50966e-09	9.41001e-26
3.84911e-09	3.44078e-08	6.96871e-24
6.09686e-09	4.30319e-08	2.00908e-23
3.19763e-09	2.58426e-08	2.40235e-24
3.8397e-09	3.01777e-08	5.09809e-24
5.18347e-09	4.50985e-08	1.65173e-23
4.55837e-09	4.23205e-08	1.27098e-23
2.64875e-09	1.6529e-08	1.42253e-24
3.2117e-09	1.45772e-08	6.93404e-25
3.46165e-09	2.96704e-08	3.65846e-24
3.35477e-09	2.86291e-08	4.32362e-24
2.82038e-09	9.54302e-09	3.19773e-25
2.88801e-09	1.232e-08	5.59513e-25
3.14418e-09	2.06153e-08	2.36644e-24
2.64654e-09	9.54302e-09	2.9546e-25
2.387e-09	1.9086e-08	1.84597e-24
2.53423e-09	1.10193e-08	5.30047e-25
3.32297e-09	2.75483e-08	1.64936e-24
4.65399e-09	3.6547e-08	9.05049e-24
1.0059e-08	5.19781e-08	5.15945e-23
3.1954e-09	2.64234e-08	3.27362e-24
3.0442e-09	1.34959e-08	4.69023e-25
4.00334e-09	2.40161e-08	1.77098e-24
2.1835e-09	9.54302e-09	2.13226e-25
3.564e-09	2.52485e-08	2.7012e-24
4.80925e-09	2.80939e-08	4.00227e-24
3.93522e-09	2.96704e-08	4.93642e-24
3.62806e-09	2.33755e-08	3.38677e-24
2.77355e-09	1.98654e-08	1.30892e-24
1.95051e-09	7.79184e-09	1.86618e-25
2.78701e-09	1.98654e-08	1.27871e-24
2.28777e-09	9.54302e-09	3.45809e-25
3.10458e-09	1.98654e-08	1.53216e-24
5.24332e-09	5.37016e-08	3.34832e-23
3.45508e-09	1.6529e-08	4.10167e-25
4.33639e-09	3.01777e-08	2.84981e-24
4.32597e-09	1.98654e-08	1.40894e-24
2.95875e-09	2.64234e-08	3.01329e-24
2.00482e-09	1.10193e-08	3.96756e-25
3.75835e-09	3.81721e-08	1.00594e-23
2.41805e-09	1.55837e-08	1.0314e-24
2.59955e-09	1.55837e-08	8.33796e-25
2.93162e-09	2.20387e-08	2.2618e-24
3.72238e-09	3.06765e-08	4.03109e-24
2.00719e-09	1.10193e-08	4.83426e-25
3.79812e-09	3.16506e-08	4.46392e-24
2.19865e-09	1.232e-08	3.01434e-25
4.69965e-09	3.16506e-08	4.45146e-24
2.43574e-09	1.34959e-08	5.38866e-25
3.86973e-09	3.06765e-08	5.52895e-24
3.14785e-09	1.45772e-08	6.60813e-25
3.52307e-09	2.80939e-08	3.03726e-24
3.27821e-09	2.20387e-08	1.60597e-24
7.90608e-09	4.8971e-08	2.91044e-23
3.12896e-09	1.34959e-08	5.61788e-25
3.30824e-09	3.3058e-08	4.40669e-24
7.25112e-09	4.83471e-08	2.10698e-23
3.42854e-09	2.86291e-08	4.82763e-24
2.17114e-09	1.55837e-08	4.89401e-25
2.55445e-09	1.34959e-08	7.25771e-25
2.4784e-09	1.34959e-08	1.05652e-24
2.24332e-09	1.34959e-08	7.98819e-25
3.15728e-09	2.52485e-08	3.74797e-24
2.44316e-09	1.74231e-08	9.13353e-25
3.21993e-09	2.69917e-08	4.41934e-24
2.87523e-09	1.55837e-08	1.33143e-24
2.53945e-09	1.74231e-08	8.32211e-25
3.04051e-09	1.55837e-08	7.69299e-25
6.59528e-09	3.73684e-08	1.56931e-23
9.63975e-09	4.6751e-08	2.88347e-23
2.31758e-09	1.10193e-08	6.10555e-25
2.73459e-09	2.06153e-08	1.35948e-24
2.69626e-09	1.9086e-08	1.58944e-24
2.37522e-09	1.9086e-08	1.72606e-24
2.1234e-09	1.55837e-08	5.84652e-25
2.52612e-09	1.6529e-08	1.47468e-24
2.6854e-09	1.34959e-08	6.17588e-25
3.40441e-09	3.97308e-08	9.20242e-24
4.05866e-09	2.52485e-08	2.74049e-24
2.76558e-09	1.34959e-08	1.00099e-24
3.65601e-09	3.01777e-08	4.14239e-24
3.33046e-09	2.75483e-08	2.50978e-24
3.5325e-09	2.64234e-08	2.64141e-24
2.02444e-09	1.10193e-08	4.01972e-25
3.44298e-09	1.82735e-08	1.14705e-24
3.84937e-09	4.15971e-08	1.19212e-23
3.5413e-09	2.464e-08	2.80398e-24
2.54337e-09	1.9086e-08	9.70359e-25
3.37609e-09	2.75483e-08	4.60534e-24
4.08913e-09	3.25956e-08	5.7905e-24
2.11473e-09	1.10193e-08	3.18442e-25
4.24643e-09	3.48462e-08	7.0302e-24
2.41798e-09	1.34959e-08	7.10097e-25
2.80987e-09	1.6529e-08	9.99901e-25
3.53812e-09	2.80939e-08	4.27448e-24
5.80216e-09	3.85676e-08	1.30306e-23
2.46046e-09	1.34959e-08	8.07272e-25
3.50481e-09	2.33755e-08	2.35709e-24
2.40748e-09	1.82735e-08	1.2552e-24
3.2634e-09	2.86291e-08	4.70016e-24
2.334e-09	1.55837e-08	9.95414e-25
4.33555e-09	2.86291e-08	5.14531e-24
2.46856e-09	1.45772e-08	7.63876e-25
3.35473e-09	1.74231e-08	9.57112e-25
2.49112e-09	1.98654e-08	1.80052e-24
2.84256e-09	1.9086e-08	1.03385e-24
3.97432e-09	2.20387e-08	2.00321e-24
3.60449e-09	1.98654e-08	1.6872e-24
3.57311e-09	3.61293e-08	6.35874e-24
2.69503e-09	2.33755e-08	2.25343e-24
2.75676e-09	1.232e-08	6.54736e-25
7.56546e-09	4.12305e-08	1.98934e-23
2.45634e-09	1.9086e-08	2.29446e-25
2.40643e-09	1.10193e-08	5.74135e-25
3.01409e-09	1.74231e-08	1.27712e-24
4.14591e-09	2.13388e-08	1.66561e-24
2.58819e-09	1.9086e-08	1.60954e-24
3.45757e-09	1.55837e-08	8.10732e-25
2.4276e-09	1.45772e-08	1.12561e-24
3.46021e-09	3.21266e-08	5.6597e-24
2.50462e-09	1.10193e-08	3.95554e-25
3.34497e-09	2.75483e-08	4.20005e-24
4.21792e-09	2.69917e-08	3.35149e-24
3.29108e-09	2.20387e-08	2.05772e-24
2.27032e-09	1.34959e-08	5.82679e-25
2.82293e-09	1.9086e-08	1.41439e-24
3.06939e-09	2.40161e-08	2.22289e-24
2.24208e-09	1.74231e-08	1.12022e-24
2.03562e-09	1.10193e-08	3.90457e-25
3.42303e-09	2.33755e-08	2.73979e-24
4.41496e-09	3.93469e-08	1.02005e-23
3.0745e-09	2.27169e-08	2.17294e-24
3.77669e-09	4.30319e-08	1.19163e-23
2.95955e-09	2.464e-08	2.50075e-24
3.17346e-09	1.6529e-08	1.37445e-24
2.97246e-09	7.79184e-09	2.10492e-25
2.39416e-09	1.55837e-08	8.37533e-25
2.90589e-09	1.45772e-08	6.05644e-25
3.50306e-09	1.6529e-08	1.25577e-24
3.09579e-09	1.9086e-08	2.565e-24
2.99894e-09	3.3058e-08	3.86875e-24
3.3446e-09	2.58426e-08	4.89623e-24
3.54526e-09	2.20387e-08	2.24618e-24
3.45816e-09	2.464e-08	2.53365e-24
2.19525e-09	9.54302e-09	3.63033e-25
2.27547e-09	1.10193e-08	4.64618e-25
3.25018e-09	1.6529e-08	9.53526e-25
3.4892e-09	2.464e-08	1.99225e-24
2.92602e-09	1.9086e-08	1.47443e-24
3.32182e-09	2.33755e-08	2.88945e-24
3.83521e-09	3.85676e-08	8.9206e-24
4.29935e-09	3.25956e-08	6.32776e-24
2.35303e-09	5.50966e-09	9.25779e-26
2.81493e-09	2.27169e-08	3.26376e-24
3.02046e-09	1.82735e-08	1.69434e-24
2.27029e-09	1.34959e-08	9.15183e-25
2.38776e-09	1.10193e-08	5.40267e-25
2.77559e-09	2.52485e-08	3.01508e-24
2.89616e-09	2.33755e-08	2.97255e-24
3.93154e-09	2.27169e-08	2.0006e-24
2.51654e-09	2.64234e-08	7.48915e-25
2.61574e-09	1.55837e-08	4.54002e-25
3.47794e-09	9.54302e-09	3.67621e-25
2.44207e-09	1.10193e-08	2.92881e-25
3.24083e-09	2.20387e-08	2.35152e-24
3.77938e-09	2.75483e-08	6.6429e-24
2.31999e-09	7.79184e-09	2.04012e-25
3.88078e-09	2.96704e-08	4.36276e-24
2.72658e-09	1.45772e-08	8.71226e-25
4.61272e-09	4.47607e-08	1.75562e-23
3.08637e-09	1.45772e-08	8.91936e-25
1.76974e-08	4.08608e-08	3.16441e-23
3.00345e-09	1.9086e-08	9.65442e-25
3.21476e-09	2.86291e-08	4.78882e-24
2.58983e-09	1.9086e-08	2.07676e-24
2.80819e-09	1.55837e-08	1.00618e-24
2.17827e-09	1.9086e-08	1.44665e-24
3.70652e-09	1.82735e-08	1.39194e-24
2.70686e-09	1.45772e-08	7.24492e-25
2.38623e-09	1.34959e-08	8.20987e-25
3.62304e-09	2.33755e-08	1.57178e-24
7.30459e-09	4.40773e-08	2.26851e-23
2.97514e-09	1.232e-08	8.19196e-25
2.82159e-09	2.64234e-08	4.37728e-24
2.24467e-09	7.79184e-09	1.33417e-25
3.29278e-09	2.464e-08	2.21102e-24
2.54314e-09	1.55837e-08	1.13129e-24
2.4032e-09	1.9086e-08	7.88808e-25
2.74944e-09	1.6529e-08	7.82823e-25
3.17803e-09	2.96704e-08	4.61925e-24
2.10732e-09	1.10193e-08	5.08371e-25
2.52132e-09	1.10193e-08	4.83296e-25
2.6971e-09	2.20387e-08	1.41791e-24
2.5128e-09	1.34959e-08	7.33742e-25
2.81546e-09	2.06153e-08	1.8615e-24
