#	z_max	r_eq	V_L
4.42431e-09	2.58191e-08	5.04416e-24
3.20402e-09	3.11868e-08	5.4848e-24
5.21409e-09	3.28923e-08	7.128e-24
4.65098e-09	3.27257e-08	5.77207e-24
3.25623e-09	2.2421e-08	2.87928e-24
2.89049e-09	1.4784e-08	1.02774e-24
3.87809e-09	2.31406e-08	3.27653e-24
4.06722e-09	3.11868e-08	5.19096e-24
4.12164e-09	2.84376e-08	4.96e-24
4.22657e-09	2.70591e-08	4.69539e-24
3.09251e-09	1.6529e-08	9.23367e-25
4.06701e-09	2.90083e-08	4.33769e-24
3.04445e-09	3.10111e-08	4.55935e-24
3.5171e-09	3.3058e-08	5.19031e-24
1.97774e-09	1.14516e-08	7.08083e-26
2.60105e-09	2.36081e-08	2.19207e-24
4.10472e-09	2.11674e-08	3.50645e-24
2.84672e-09	1.04539e-08	6.64959e-25
4.58167e-09	3.32229e-08	6.86456e-24
4.03777e-09	3.17081e-08	7.12221e-24
4.06787e-09	2.16776e-08	2.99125e-24
4.64499e-09	2.86291e-08	5.18222e-24
2.87734e-09	1.81066e-08	1.87342e-24
4.60576e-09	3.06567e-08	5.17547e-24
4.64783e-09	3.82674e-08	1.04044e-23
4.35192e-09	1.81066e-08	2.21419e-24
4.31693e-09	2.80506e-08	5.48478e-24
2.53908e-09	1.09641e-08	4.50261e-25
3.76348e-09	2.49582e-08	4.35339e-24
2.55148e-09	2.03783e-08	2.13876e-24
4.40311e-09	3.01173e-08	5.00312e-24
4.17096e-09	2.16776e-08	7.34513e-25
4.95919e-09	3.08344e-08	6.00676e-24
2.64743e-09	1.71774e-08	1.11381e-24
3.95556e-09	1.81066e-08	6.33846e-25
3.26251e-09	2.53923e-08	3.49663e-24
4.04591e-09	2.29032e-08	2.75456e-24
3.49828e-09	1.71774e-08	1.26927e-24
3.34186e-09	2.45165e-08	2.84237e-24
4.07154e-09	1.44096e-08	3.81947e-25
3.75297e-09	2.31406e-08	3.66196e-24
4.75596e-09	3.66631e-08	5.08791e-24
5.08916e-09	3.56045e-08	6.15206e-24
4.07901e-09	3.11868e-08	6.2181e-24
5.1123e-09	3.49853e-08	7.70937e-24
3.61551e-09	2.19282e-08	8.59688e-25
3.91374e-09	2.76583e-08	4.62252e-24
3.68894e-09	3.49853e-08	6.70091e-24
3.61036e-09	2.51762e-08	2.9219e-24
4.08284e-09	2.82448e-08	5.56152e-24
3.06593e-09	2.11674e-08	2.1339e-24
4.19963e-09	3.20509e-08	7.99177e-24
3.54531e-09	2.33755e-08	2.84438e-24
3.66161e-09	3.33869e-08	3.69973e-24
3.332e-09	2.42926e-08	2.61623e-24
4.64975e-09	3.88343e-08	8.83573e-24
5.01583e-09	3.57577e-08	9.41e-24
3.36116e-09	3.38744e-08	5.10735e-24
