#	z_max	A_0	V_L	D_min	D_max	M_min	M_max
1.73262e-09	9.53674e-17	5.76519e-26	9.76562e-09	1.38107e-08	9.38902e-09	1.45103e-08
4.041e-09	1.33514e-15	2.9228e-24	2.92969e-08	6.17632e-08	2.90206e-08	6.14554e-08
3.73748e-09	7.62939e-16	1.45719e-24	1.95312e-08	5.9402e-08	1.96316e-08	5.88947e-08
3.92391e-09	3.43323e-15	1.01175e-23	3.90625e-08	9.95902e-08	3.84096e-08	9.81579e-08
4.12694e-09	1.23978e-15	3.7359e-24	1.95312e-08	7.10948e-08	1.96316e-08	6.99908e-08
4.78043e-09	1.62125e-15	2.42862e-24	3.90625e-08	5.69429e-08	3.92632e-08	5.54805e-08
4.48659e-09	2.09808e-15	5.25989e-24	3.90625e-08	7.10948e-08	3.92632e-08	6.91373e-08
3.21847e-09	2.86102e-16	5.36433e-25	9.76562e-09	3.08816e-08	9.38902e-09	2.98741e-08
5.64516e-09	3.52859e-15	1.03681e-23	4.88281e-08	8.73464e-08	4.86522e-08	8.27941e-08
4.14524e-09	2.67029e-15	5.01902e-24	4.88281e-08	7.10948e-08	4.86522e-08	6.91373e-08
3.6104e-09	6.67572e-16	1.49362e-24	2.92969e-08	3.52105e-08	2.47529e-08	3.41419e-08
3.16755e-09	7.62939e-16	1.78952e-24	1.95312e-08	4.36732e-08	1.96316e-08	4.18238e-08
3.8259e-09	1.43051e-15	3.00572e-24	3.90625e-08	5.52427e-08	3.92632e-08	5.54805e-08
2.53424e-09	5.72205e-16	8.86427e-25	1.95312e-08	3.52105e-08	1.96316e-08	3.32883e-08
3.02008e-09	9.53674e-16	1.65835e-24	2.92969e-08	5.25895e-08	2.30458e-08	5.03593e-08
5.00081e-09	2.47955e-15	6.08289e-24	3.90625e-08	7.43728e-08	3.84096e-08	7.08444e-08
2.98207e-09	1.14441e-15	2.22352e-24	2.92969e-08	4.88281e-08	2.98741e-08	4.86522e-08
9.00342e-09	4.29153e-15	1.44296e-23	5.85937e-08	9.61803e-08	5.88947e-08	9.55973e-08
3.7358e-09	7.62939e-16	1.29591e-24	2.92969e-08	4.36732e-08	1.96316e-08	4.09703e-08
1.21633e-08	2.76566e-15	1.00665e-23	5.85937e-08	7.10948e-08	5.12128e-08	6.91373e-08
3.64012e-09	2.28882e-15	4.76154e-24	4.88281e-08	6.55098e-08	4.69451e-08	6.4016e-08
2.81466e-09	6.67572e-16	1.05551e-24	2.92969e-08	3.52105e-08	2.47529e-08	3.41419e-08
4.85001e-09	2.38419e-15	5.43577e-24	4.88281e-08	6.55098e-08	4.86522e-08	6.31625e-08
3.46925e-09	1.43051e-15	3.37587e-24	3.90625e-08	5.52427e-08	3.92632e-08	5.54805e-08
3.30465e-09	1.14441e-15	2.23702e-24	2.92969e-08	4.88281e-08	2.98741e-08	4.86522e-08
3.14922e-09	1.23978e-15	2.52563e-24	2.92969e-08	5.25895e-08	2.98741e-08	4.95057e-08
3.90617e-09	1.33514e-15	3.2732e-24	3.90625e-08	4.88281e-08	3.84096e-08	4.5238e-08
3.23876e-09	9.53674e-16	1.81961e-24	2.92969e-08	4.36732e-08	2.90206e-08	4.01167e-08
2.85071e-09	9.53674e-17	7.12398e-26	9.76562e-09	1.38107e-08	9.38902e-09	1.45103e-08
3.12938e-09	5.72205e-16	9.89902e-25	1.95312e-08	3.52105e-08	1.96316e-08	3.32883e-08
2.75197e-09	8.58307e-16	1.38331e-24	2.92969e-08	4.36732e-08	2.38993e-08	4.01167e-08
4.06877e-09	1.52588e-15	3.9874e-24	2.92969e-08	6.17632e-08	2.98741e-08	5.97483e-08
4.51582e-09	2.00272e-15	4.21933e-24	4.88281e-08	6.25305e-08	4.43844e-08	5.80412e-08
2.66577e-09	9.53674e-17	9.09777e-26	9.76562e-09	1.38107e-08	9.38902e-09	1.45103e-08
2.64962e-09	6.67572e-16	1.15258e-24	2.92969e-08	3.52105e-08	2.47529e-08	3.41419e-08
2.03156e-09	9.53674e-17	5.1136e-26	9.76562e-09	1.38107e-08	9.38902e-09	1.45103e-08
2.99969e-09	8.58307e-16	1.63962e-24	2.92969e-08	4.1432e-08	2.98741e-08	4.18238e-08
3.93728e-09	1.71661e-15	3.54524e-24	3.90625e-08	6.17632e-08	3.67025e-08	5.88947e-08
3.29125e-09	1.90735e-15	4.44509e-24	3.90625e-08	6.25305e-08	3.84096e-08	6.23089e-08
2.94432e-09	6.67572e-16	1.09151e-24	2.92969e-08	3.52105e-08	2.47529e-08	3.41419e-08
3.34053e-09	1.14441e-15	2.03874e-24	3.90625e-08	4.36732e-08	2.8167e-08	4.18238e-08
4.36602e-09	1.33514e-15	3.17172e-24	3.90625e-08	4.88281e-08	3.84096e-08	4.5238e-08
2.63364e-09	9.53674e-17	8.4531e-26	9.76562e-09	1.38107e-08	9.38902e-09	1.45103e-08
2.5058e-09	2.86102e-16	2.82583e-25	1.95312e-08	2.76214e-08	1.36568e-08	2.47529e-08
2.65695e-09	3.8147e-16	4.74506e-25	1.95312e-08	2.76214e-08	1.96316e-08	2.8167e-08
3.06442e-09	8.58307e-16	1.83118e-24	2.92969e-08	4.1432e-08	2.98741e-08	4.18238e-08
4.03374e-09	2.67029e-15	5.11696e-24	4.88281e-08	7.43728e-08	4.95057e-08	7.3405e-08
3.83826e-09	1.52588e-15	2.76202e-24	3.90625e-08	5.25895e-08	3.67025e-08	5.03593e-08
2.92627e-09	9.53674e-17	9.05201e-26	9.76562e-09	1.38107e-08	9.38902e-09	1.45103e-08
2.32377e-09	9.53674e-16	1.27112e-24	2.92969e-08	4.36732e-08	2.90206e-08	4.01167e-08
3.85583e-09	6.67572e-16	1.50939e-24	2.92969e-08	4.1432e-08	1.8778e-08	3.75561e-08
3.16957e-09	1.04904e-15	1.8544e-24	2.92969e-08	4.88281e-08	2.98741e-08	4.69451e-08
2.78032e-09	8.58307e-16	1.30027e-24	2.92969e-08	4.36732e-08	2.04851e-08	4.26773e-08
3.26732e-09	1.04904e-15	1.56758e-24	3.90625e-08	4.88281e-08	2.98741e-08	4.43844e-08
3.34833e-09	1.71661e-15	3.53757e-24	3.90625e-08	5.69429e-08	3.84096e-08	5.29199e-08
1.0752e-08	3.43323e-15	1.55202e-23	4.88281e-08	9.26449e-08	4.86522e-08	9.0476e-08
2.86898e-09	1.14441e-15	2.11259e-24	2.92969e-08	5.25895e-08	2.98741e-08	4.86522e-08
3.39822e-09	1.23978e-15	1.94157e-24	3.90625e-08	4.88281e-08	3.15812e-08	4.5238e-08
3.80626e-09	1.71661e-15	4.22849e-24	3.90625e-08	5.69429e-08	3.84096e-08	5.29199e-08
4.22015e-09	1.23978e-15	2.00021e-24	3.90625e-08	4.88281e-08	3.15812e-08	4.5238e-08
4.76804e-09	2.67029e-15	5.58384e-24	3.90625e-08	8.05294e-08	3.84096e-08	7.93799e-08
2.33921e-09	1.90735e-16	8.55542e-26	9.76562e-09	2.18366e-08	9.38902e-09	2.13387e-08
3.16007e-09	1.23978e-15	2.2033e-24	2.92969e-08	5.25895e-08	2.98741e-08	4.95057e-08
2.99888e-09	8.58307e-16	1.22725e-24	3.45267e-08	4.36732e-08	2.47529e-08	4.18238e-08
2.27195e-09	5.72205e-16	6.13615e-25	2.76214e-08	3.52105e-08	2.04851e-08	3.15812e-08
3.70308e-09	2.00272e-15	4.63311e-24	3.90625e-08	7.43728e-08	3.75561e-08	7.42586e-08
3.48075e-09	9.53674e-16	1.96208e-24	2.92969e-08	4.36732e-08	2.90206e-08	4.01167e-08
3.31162e-09	1.33514e-15	2.7361e-24	3.90625e-08	5.25895e-08	2.98741e-08	4.95057e-08
3.29423e-09	1.43051e-15	3.05721e-24	3.90625e-08	5.25895e-08	3.75561e-08	5.03593e-08
3.96008e-09	1.14441e-15	2.9449e-24	2.92969e-08	4.88281e-08	2.98741e-08	4.86522e-08
8.01975e-09	1.71661e-15	4.68878e-24	4.83374e-08	5.69429e-08	3.92632e-08	5.29199e-08
3.16577e-09	5.72205e-16	1.08944e-24	1.95312e-08	3.52105e-08	1.96316e-08	3.32883e-08
3.21158e-09	1.33514e-15	2.48348e-24	2.92969e-08	5.69429e-08	2.90206e-08	5.63341e-08
3.24405e-09	1.04904e-15	2.10739e-24	2.92969e-08	4.88281e-08	2.98741e-08	4.69451e-08
3.85553e-09	1.71661e-15	4.47066e-24	3.90625e-08	6.25305e-08	3.67025e-08	5.97483e-08
3.51575e-09	1.33514e-15	2.59682e-24	3.90625e-08	4.88281e-08	3.84096e-08	4.5238e-08
3.86325e-09	1.33514e-15	2.76791e-24	3.90625e-08	5.25895e-08	3.32883e-08	5.03593e-08
5.61748e-09	5.24521e-15	1.54144e-23	5.85937e-08	1.11345e-07	5.88947e-08	1.084e-07
2.56193e-09	3.8147e-16	4.92276e-25	1.95312e-08	2.76214e-08	1.96316e-08	2.8167e-08
2.34029e-09	5.72205e-16	6.24052e-25	2.76214e-08	3.52105e-08	2.04851e-08	3.15812e-08
3.22635e-09	1.81198e-15	3.15339e-24	4.80405e-08	6.55098e-08	3.15812e-08	6.31625e-08
3.09883e-09	3.8147e-16	5.87725e-25	1.95312e-08	2.76214e-08	1.96316e-08	2.8167e-08
3.05731e-09	6.67572e-16	9.30021e-25	2.92969e-08	3.52105e-08	2.47529e-08	3.41419e-08
2.87194e-09	8.58307e-16	1.30012e-24	2.92969e-08	4.1432e-08	2.98741e-08	4.18238e-08
5.64837e-09	3.8147e-15	1.01905e-23	5.85937e-08	8.73464e-08	5.12128e-08	8.45011e-08
3.71783e-09	6.67572e-16	1.32437e-24	2.92969e-08	3.52105e-08	2.47529e-08	3.41419e-08
3.5975e-09	1.90735e-15	4.3794e-24	3.90625e-08	6.25305e-08	3.84096e-08	6.23089e-08
2.3719e-09	1.90735e-16	1.56756e-25	9.76562e-09	2.18366e-08	9.38902e-09	2.13387e-08
3.53307e-09	9.53674e-16	1.79122e-24	2.92969e-08	4.36732e-08	2.98741e-08	4.09703e-08
3.45566e-09	1.04904e-15	2.24051e-24	2.92969e-08	4.88281e-08	2.98741e-08	4.69451e-08
4.16409e-09	2.76566e-15	6.40798e-24	4.88281e-08	8.05294e-08	4.86522e-08	7.93799e-08
2.16453e-09	9.53674e-17	6.26689e-26	9.76562e-09	1.38107e-08	9.38902e-09	1.45103e-08
2.58944e-09	9.53674e-17	7.87552e-26	9.76562e-09	1.38107e-08	9.38902e-09	1.45103e-08
4.56296e-09	2.00272e-15	4.30001e-24	4.88281e-08	5.69429e-08	4.18238e-08	5.71876e-08
4.08003e-09	1.81198e-15	4.26124e-24	3.90625e-08	6.55098e-08	2.98741e-08	6.31625e-08
3.92783e-09	2.00272e-15	4.15391e-24	4.88281e-08	6.25305e-08	4.35309e-08	6.14554e-08
4.42985e-09	1.81198e-15	4.79149e-24	4.88281e-08	5.69429e-08	4.26773e-08	5.37735e-08
3.50832e-09	3.91006e-15	8.1704e-24	6.83594e-08	9.00346e-08	6.06018e-08	8.53547e-08
7.05817e-09	2.86102e-15	9.25923e-24	4.88281e-08	7.43728e-08	4.86522e-08	7.3405e-08
3.78417e-09	1.04904e-15	2.03705e-24	2.92969e-08	4.88281e-08	2.98741e-08	4.69451e-08
3.97472e-09	2.28882e-15	4.71253e-24	4.88281e-08	7.10948e-08	3.67025e-08	6.91373e-08
2.87018e-09	4.76837e-16	6.26099e-25	1.95312e-08	3.52105e-08	1.96316e-08	3.32883e-08
6.27116e-09	2.67029e-15	6.31881e-24	5.85937e-08	6.55098e-08	5.29199e-08	6.31625e-08
8.07314e-09	2.38419e-15	8.0254e-24	5.67752e-08	6.55098e-08	4.26773e-08	6.4016e-08
3.64075e-09	5.72205e-16	1.19055e-24	1.95312e-08	3.52105e-08	1.96316e-08	3.32883e-08
2.89275e-09	7.62939e-16	9.3625e-25	2.92969e-08	4.02647e-08	2.30458e-08	4.01167e-08
1.96103e-09	3.8147e-16	3.45336e-25	1.95312e-08	2.76214e-08	1.96316e-08	2.8167e-08
2.99456e-09	8.58307e-16	1.50649e-24	2.92969e-08	4.36732e-08	2.38993e-08	4.01167e-08
2.92358e-09	3.8147e-16	4.91788e-25	1.95312e-08	2.76214e-08	1.96316e-08	2.8167e-08
3.36481e-09	8.58307e-16	1.49357e-24	2.92969e-08	4.36732e-08	2.04851e-08	4.26773e-08
3.71609e-09	1.33514e-15	2.50175e-24	3.90625e-08	4.88281e-08	3.84096e-08	4.5238e-08
5.25633e-09	6.38962e-15	1.77431e-23	5.85937e-08	1.23526e-07	5.80412e-08	1.21204e-07
3.10326e-09	8.58307e-16	1.34388e-24	2.92969e-08	4.36732e-08	2.38993e-08	4.01167e-08
3.24372e-09	9.53674e-16	1.67673e-24	2.92969e-08	4.36732e-08	2.90206e-08	4.01167e-08
3.20435e-09	7.62939e-16	1.36366e-24	2.92969e-08	4.1432e-08	2.8167e-08	4.18238e-08
5.2975e-09	8.58307e-16	1.70498e-24	2.92969e-08	4.36732e-08	2.38993e-08	4.01167e-08
2.71344e-09	3.8147e-16	6.48438e-25	1.95312e-08	2.76214e-08	1.96316e-08	2.8167e-08
4.27367e-09	1.33514e-15	3.04791e-24	3.90625e-08	5.25895e-08	3.32883e-08	5.03593e-08
2.1648e-09	4.76837e-16	5.0034e-25	1.95312e-08	3.52105e-08	1.96316e-08	3.32883e-08
2.76577e-09	1.90735e-16	2.19747e-25	9.76562e-09	2.18366e-08	9.38902e-09	2.13387e-08
3.78103e-09	1.14441e-15	1.76539e-24	3.90625e-08	4.36732e-08	2.8167e-08	4.18238e-08
4.37522e-09	1.62125e-15	2.60071e-24	3.90625e-08	5.69429e-08	3.32883e-08	5.29199e-08
2.19901e-09	1.90735e-16	1.67299e-25	9.76562e-09	2.18366e-08	9.38902e-09	2.13387e-08
7.9426e-09	3.43323e-15	1.13641e-23	4.88281e-08	9.00346e-08	4.95057e-08	8.87689e-08
3.83583e-09	2.86102e-15	6.76484e-24	5.55407e-08	8.05294e-08	4.01167e-08	7.85263e-08
3.1759e-09	3.8147e-16	7.85525e-25	1.95312e-08	2.76214e-08	1.96316e-08	2.8167e-08
5.19743e-09	2.00272e-15	4.95897e-24	3.90625e-08	6.55098e-08	3.92632e-08	6.06018e-08
