rel. 1/cm	CCD cts
 3.13447E+02	 6.14200E+02
 3.13829E+02	 6.13800E+02
 3.14210E+02	 6.14000E+02
 3.14591E+02	 6.15400E+02
 3.14973E+02	 6.14400E+02
 3.15354E+02	 6.13800E+02
 3.15735E+02	 6.14200E+02
 3.16117E+02	 6.12400E+02
 3.16498E+02	 6.14400E+02
 3.16879E+02	 6.14600E+02
 3.17260E+02	 6.14800E+02
 3.17642E+02	 6.15600E+02
 3.18023E+02	 6.14600E+02
 3.18404E+02	 6.14400E+02
 3.18785E+02	 6.14000E+02
 3.19166E+02	 6.13400E+02
 3.19547E+02	 6.14600E+02
 3.19928E+02	 6.14800E+02
 3.20309E+02	 6.14200E+02
 3.20690E+02	 6.14000E+02
 3.21071E+02	 6.14600E+02
 3.21452E+02	 6.14600E+02
 3.21833E+02	 6.15800E+02
 3.22214E+02	 6.15200E+02
 3.22595E+02	 6.17800E+02
 3.22976E+02	 6.18600E+02
 3.23357E+02	 6.15200E+02
 3.23737E+02	 6.16000E+02
 3.24118E+02	 6.14800E+02
 3.24499E+02	 6.12400E+02
 3.24880E+02	 6.14600E+02
 3.25260E+02	 6.14000E+02
 3.25641E+02	 6.13600E+02
 3.26022E+02	 6.14800E+02
 3.26402E+02	 6.16000E+02
 3.26783E+02	 6.13000E+02
 3.27163E+02	 6.13600E+02
 3.27544E+02	 6.13400E+02
 3.27924E+02	 6.15000E+02
 3.28305E+02	 6.13600E+02
 3.28685E+02	 6.12200E+02
 3.29066E+02	 6.15000E+02
 3.29446E+02	 6.15200E+02
 3.29827E+02	 6.13800E+02
 3.30207E+02	 6.12800E+02
 3.30587E+02	 6.13200E+02
 3.30968E+02	 6.15800E+02
 3.31348E+02	 6.13600E+02
 3.31728E+02	 6.12600E+02
 3.32108E+02	 6.13000E+02
 3.32489E+02	 6.31600E+02
 3.32869E+02	 6.14400E+02
 3.33249E+02	 6.14600E+02
 3.33629E+02	 6.13800E+02
 3.34009E+02	 6.13600E+02
 3.34389E+02	 6.14000E+02
 3.34769E+02	 6.14400E+02
 3.35149E+02	 6.14400E+02
 3.35529E+02	 6.12800E+02
 3.35909E+02	 6.15400E+02
 3.36289E+02	 6.13600E+02
 3.36669E+02	 6.14600E+02
 3.37049E+02	 6.14400E+02
 3.37429E+02	 6.13600E+02
 3.37809E+02	 6.13800E+02
 3.38189E+02	 6.15000E+02
 3.38568E+02	 6.15600E+02
 3.38948E+02	 6.14600E+02
 3.39328E+02	 6.15600E+02
 3.39708E+02	 6.12800E+02
 3.40087E+02	 6.14600E+02
 3.40467E+02	 6.13600E+02
 3.40847E+02	 6.14600E+02
 3.41226E+02	 6.14800E+02
 3.41606E+02	 6.14000E+02
 3.41985E+02	 6.14400E+02
 3.42365E+02	 6.13200E+02
 3.42744E+02	 6.15600E+02
 3.43124E+02	 6.16200E+02
 3.43503E+02	 6.14000E+02
 3.43883E+02	 6.14400E+02
 3.44262E+02	 6.15200E+02
 3.44642E+02	 6.15200E+02
 3.45021E+02	 6.14200E+02
 3.45400E+02	 6.13800E+02
 3.45780E+02	 6.15200E+02
 3.46159E+02	 6.14200E+02
 3.46538E+02	 6.15000E+02
 3.46917E+02	 6.14000E+02
 3.47297E+02	 6.13600E+02
 3.47676E+02	 6.15200E+02
 3.48055E+02	 6.14000E+02
 3.48434E+02	 6.14800E+02
 3.48813E+02	 6.12200E+02
 3.49192E+02	 6.14200E+02
 3.49571E+02	 6.14000E+02
 3.49950E+02	 6.18000E+02
 3.50329E+02	 6.14400E+02
 3.50708E+02	 6.14800E+02
 3.51087E+02	 6.15000E+02
 3.51466E+02	 6.15400E+02
 3.51845E+02	 6.13600E+02
 3.52224E+02	 6.13800E+02
 3.52603E+02	 6.12000E+02
 3.52982E+02	 6.13200E+02
 3.53361E+02	 6.13200E+02
 3.53739E+02	 6.14400E+02
 3.54118E+02	 6.13400E+02
 3.54497E+02	 6.13200E+02
 3.54875E+02	 6.15000E+02
 3.55254E+02	 6.14400E+02
 3.55633E+02	 6.12600E+02
 3.56011E+02	 6.14200E+02
 3.56390E+02	 6.14200E+02
 3.56769E+02	 6.14200E+02
 3.57147E+02	 6.12800E+02
 3.57526E+02	 6.12600E+02
 3.57904E+02	 6.12000E+02
 3.58283E+02	 6.12800E+02
 3.58661E+02	 6.14400E+02
 3.59040E+02	 6.13400E+02
 3.59418E+02	 6.13600E+02
 3.59796E+02	 6.12800E+02
 3.60175E+02	 6.15200E+02
 3.60553E+02	 6.14200E+02
 3.60931E+02	 6.13000E+02
 3.61310E+02	 6.14200E+02
 3.61688E+02	 6.13000E+02
 3.62066E+02	 6.12600E+02
 3.62444E+02	 6.13400E+02
 3.62822E+02	 6.13800E+02
 3.63201E+02	 6.13600E+02
 3.63579E+02	 6.14200E+02
 3.63957E+02	 6.12200E+02
 3.64335E+02	 6.14800E+02
 3.64713E+02	 6.14000E+02
 3.65091E+02	 6.12400E+02
 3.65469E+02	 6.14400E+02
 3.65847E+02	 6.11800E+02
 3.66225E+02	 6.14000E+02
 3.66603E+02	 6.13000E+02
 3.66981E+02	 6.13600E+02
 3.67358E+02	 6.13200E+02
 3.67736E+02	 6.12800E+02
 3.68114E+02	 6.12800E+02
 3.68492E+02	 6.15000E+02
 3.68870E+02	 6.15800E+02
 3.69247E+02	 6.14600E+02
 3.69625E+02	 6.12800E+02
 3.70003E+02	 6.13400E+02
 3.70380E+02	 6.11800E+02
 3.70758E+02	 6.14200E+02
 3.71136E+02	 6.12000E+02
 3.71513E+02	 6.12600E+02
 3.71891E+02	 6.14200E+02
 3.72268E+02	 6.16000E+02
 3.72646E+02	 6.14000E+02
 3.73023E+02	 6.12200E+02
 3.73401E+02	 6.14400E+02
 3.73778E+02	 6.14200E+02
 3.74156E+02	 6.12400E+02
 3.74533E+02	 6.13200E+02
 3.74910E+02	 6.13000E+02
 3.75288E+02	 6.12800E+02
 3.75665E+02	 6.12800E+02
 3.76042E+02	 6.12400E+02
 3.76420E+02	 6.15400E+02
 3.76797E+02	 6.14600E+02
 3.77174E+02	 6.13000E+02
 3.77551E+02	 6.13200E+02
 3.77928E+02	 6.14800E+02
 3.78306E+02	 6.14000E+02
 3.78683E+02	 6.13800E+02
 3.79060E+02	 6.15200E+02
 3.79437E+02	 6.12800E+02
 3.79814E+02	 6.12400E+02
 3.80191E+02	 6.12400E+02
 3.80568E+02	 6.14000E+02
 3.80945E+02	 6.14200E+02
 3.81322E+02	 6.13600E+02
 3.81699E+02	 6.13600E+02
 3.82076E+02	 6.14200E+02
 3.82452E+02	 6.13400E+02
 3.82829E+02	 6.13800E+02
 3.83206E+02	 6.12000E+02
 3.83583E+02	 6.11800E+02
 3.83960E+02	 6.12000E+02
 3.84336E+02	 6.13600E+02
 3.84713E+02	 6.12400E+02
 3.85090E+02	 6.12600E+02
 3.85466E+02	 6.14200E+02
 3.85843E+02	 6.12000E+02
 3.86220E+02	 6.12800E+02
 3.86596E+02	 6.12000E+02
 3.86973E+02	 6.11800E+02
 3.87349E+02	 6.14800E+02
 3.87726E+02	 6.13600E+02
 3.88102E+02	 6.12000E+02
 3.88479E+02	 6.11400E+02
 3.88855E+02	 6.11800E+02
 3.89231E+02	 6.13400E+02
 3.89608E+02	 6.11600E+02
 3.89984E+02	 6.13200E+02
 3.90360E+02	 6.12400E+02
 3.90737E+02	 6.11600E+02
 3.91113E+02	 6.12800E+02
 3.91489E+02	 6.12400E+02
 3.91866E+02	 6.13400E+02
 3.92242E+02	 6.10800E+02
 3.92618E+02	 6.12600E+02
 3.92994E+02	 6.12600E+02
 3.93370E+02	 6.12200E+02
 3.93746E+02	 6.13000E+02
 3.94122E+02	 6.12800E+02
 3.94498E+02	 6.11000E+02
 3.94874E+02	 6.12600E+02
 3.95250E+02	 6.12000E+02
 3.95626E+02	 6.13000E+02
 3.96002E+02	 6.12400E+02
 3.96378E+02	 6.11800E+02
 3.96754E+02	 6.13200E+02
 3.97130E+02	 6.12800E+02
 3.97506E+02	 6.13400E+02
 3.97882E+02	 6.13200E+02
 3.98257E+02	 6.13000E+02
 3.98633E+02	 6.11000E+02
 3.99009E+02	 6.12600E+02
 3.99385E+02	 6.12000E+02
 3.99760E+02	 6.12000E+02
 4.00136E+02	 6.12400E+02
 4.00512E+02	 6.12200E+02
 4.00887E+02	 6.12200E+02
 4.01263E+02	 6.13200E+02
 4.01639E+02	 6.17800E+02
 4.02014E+02	 6.12000E+02
 4.02390E+02	 6.13600E+02
 4.02765E+02	 6.13200E+02
 4.03141E+02	 6.10800E+02
 4.03516E+02	 6.12200E+02
 4.03891E+02	 6.12400E+02
 4.04267E+02	 6.13800E+02
 4.04642E+02	 6.12600E+02
 4.05018E+02	 6.12000E+02
 4.05393E+02	 6.12600E+02
 4.05768E+02	 6.12600E+02
 4.06143E+02	 6.11400E+02
 4.06519E+02	 6.12000E+02
 4.06894E+02	 6.13000E+02
 4.07269E+02	 6.12800E+02
 4.07644E+02	 6.13000E+02
 4.08019E+02	 6.13600E+02
 4.08394E+02	 6.13400E+02
 4.08770E+02	 6.12600E+02
 4.09145E+02	 6.12000E+02
 4.09520E+02	 6.12200E+02
 4.09895E+02	 6.11000E+02
 4.10270E+02	 6.14000E+02
 4.10645E+02	 6.12200E+02
 4.11020E+02	 6.12200E+02
 4.11395E+02	 6.14600E+02
 4.11769E+02	 6.14000E+02
 4.12144E+02	 6.11800E+02
 4.12519E+02	 6.12000E+02
 4.12894E+02	 6.14400E+02
 4.13269E+02	 6.12800E+02
 4.13643E+02	 6.14200E+02
 4.14018E+02	 6.13200E+02
 4.14393E+02	 6.15400E+02
 4.14768E+02	 6.13000E+02
 4.15142E+02	 6.14400E+02
 4.15517E+02	 6.15600E+02
 4.15892E+02	 6.17200E+02
 4.16266E+02	 6.18200E+02
 4.16641E+02	 6.20000E+02
 4.17015E+02	 6.21400E+02
 4.17390E+02	 6.19200E+02
 4.17764E+02	 6.15800E+02
 4.18139E+02	 6.15800E+02
 4.18513E+02	 6.15600E+02
 4.18888E+02	 6.13600E+02
 4.19262E+02	 6.13600E+02
 4.19636E+02	 6.12600E+02
 4.20011E+02	 6.11600E+02
 4.20385E+02	 6.13800E+02
 4.20759E+02	 6.13800E+02
 4.21134E+02	 6.12000E+02
 4.21508E+02	 6.12400E+02
 4.21882E+02	 6.11800E+02
 4.22256E+02	 6.12800E+02
 4.22630E+02	 6.11400E+02
 4.23004E+02	 6.13200E+02
 4.23379E+02	 6.12200E+02
 4.23753E+02	 6.12200E+02
 4.24127E+02	 6.11600E+02
 4.24501E+02	 6.11800E+02
 4.24875E+02	 6.12600E+02
 4.25249E+02	 6.12000E+02
 4.25623E+02	 6.12200E+02
 4.25997E+02	 6.11600E+02
 4.26371E+02	 6.11800E+02
 4.26744E+02	 6.12600E+02
 4.27118E+02	 6.14400E+02
 4.27492E+02	 6.11400E+02
 4.27866E+02	 6.09600E+02
 4.28240E+02	 6.12400E+02
 4.28614E+02	 6.12400E+02
 4.28987E+02	 6.13600E+02
 4.29361E+02	 6.12200E+02
 4.29735E+02	 6.11600E+02
 4.30108E+02	 6.12000E+02
 4.30482E+02	 6.12800E+02
 4.30856E+02	 6.11200E+02
 4.31229E+02	 6.12800E+02
 4.31603E+02	 6.11400E+02
 4.31976E+02	 6.13000E+02
 4.32350E+02	 6.13600E+02
 4.32723E+02	 6.13800E+02
 4.33097E+02	 6.13000E+02
 4.33470E+02	 6.11800E+02
 4.33844E+02	 6.12000E+02
 4.34217E+02	 6.23800E+02
 4.34590E+02	 6.10600E+02
 4.34964E+02	 6.12200E+02
 4.35337E+02	 6.12600E+02
 4.35710E+02	 6.12000E+02
 4.36084E+02	 6.11600E+02
 4.36457E+02	 6.11400E+02
 4.36830E+02	 6.12800E+02
 4.37203E+02	 6.11600E+02
 4.37576E+02	 6.12200E+02
 4.37950E+02	 6.14200E+02
 4.38323E+02	 6.11800E+02
 4.38696E+02	 6.09800E+02
 4.39069E+02	 6.12000E+02
 4.39442E+02	 6.11600E+02
 4.39815E+02	 6.12000E+02
 4.40188E+02	 6.11800E+02
 4.40561E+02	 6.11200E+02
 4.40934E+02	 6.12800E+02
 4.41307E+02	 6.13200E+02
 4.41680E+02	 6.11000E+02
 4.42052E+02	 6.14200E+02
 4.42425E+02	 6.12000E+02
 4.42798E+02	 6.11200E+02
 4.43171E+02	 6.11600E+02
 4.43544E+02	 6.13000E+02
 4.43916E+02	 6.11000E+02
 4.44289E+02	 6.11800E+02
 4.44662E+02	 6.12600E+02
 4.45034E+02	 6.11400E+02
 4.45407E+02	 6.12000E+02
 4.45780E+02	 6.12000E+02
 4.46152E+02	 6.11200E+02
 4.46525E+02	 6.12400E+02
 4.46897E+02	 6.11000E+02
 4.47270E+02	 6.11400E+02
 4.47642E+02	 6.11200E+02
 4.48015E+02	 6.10600E+02
 4.48387E+02	 6.11600E+02
 4.48760E+02	 6.11200E+02
 4.49132E+02	 6.11600E+02
 4.49504E+02	 6.12200E+02
 4.49877E+02	 6.12800E+02
 4.50249E+02	 6.11400E+02
 4.50621E+02	 6.11800E+02
 4.50994E+02	 6.10800E+02
 4.51366E+02	 6.11600E+02
 4.51738E+02	 6.12200E+02
 4.52110E+02	 6.10800E+02
 4.52482E+02	 6.11400E+02
 4.52855E+02	 6.11400E+02
 4.53227E+02	 6.11200E+02
 4.53599E+02	 6.12200E+02
 4.53971E+02	 6.11200E+02
 4.54343E+02	 6.12600E+02
 4.54715E+02	 6.11200E+02
 4.55087E+02	 6.12600E+02
 4.55459E+02	 6.12800E+02
 4.55831E+02	 6.11600E+02
 4.56203E+02	 6.11400E+02
 4.56575E+02	 6.13200E+02
 4.56946E+02	 6.10600E+02
 4.57318E+02	 6.13200E+02
 4.57690E+02	 6.12400E+02
 4.58062E+02	 6.11600E+02
 4.58434E+02	 6.10400E+02
 4.58805E+02	 6.10400E+02
 4.59177E+02	 6.11000E+02
 4.59549E+02	 6.11200E+02
 4.59921E+02	 6.12200E+02
 4.60292E+02	 6.11400E+02
 4.60664E+02	 6.11000E+02
 4.61035E+02	 6.11200E+02
 4.61407E+02	 6.12000E+02
 4.61778E+02	 6.10400E+02
 4.62150E+02	 6.12000E+02
 4.62521E+02	 6.11800E+02
 4.62893E+02	 6.13200E+02
 4.63264E+02	 6.10200E+02
 4.63636E+02	 6.11200E+02
 4.64007E+02	 6.12000E+02
 4.64379E+02	 6.13400E+02
 4.64750E+02	 6.12200E+02
 4.65121E+02	 6.13200E+02
 4.65493E+02	 6.13200E+02
 4.65864E+02	 6.11600E+02
 4.66235E+02	 6.12400E+02
 4.66606E+02	 6.12400E+02
 4.66977E+02	 6.13000E+02
 4.67349E+02	 6.11200E+02
 4.67720E+02	 6.10800E+02
 4.68091E+02	 6.11000E+02
 4.68462E+02	 6.10200E+02
 4.68833E+02	 6.12400E+02
 4.69204E+02	 6.10600E+02
 4.69575E+02	 6.09200E+02
 4.69946E+02	 6.12800E+02
 4.70317E+02	 6.10400E+02
 4.70688E+02	 6.11400E+02
 4.71059E+02	 6.12200E+02
 4.71430E+02	 6.12600E+02
 4.71801E+02	 6.13200E+02
 4.72172E+02	 6.12000E+02
 4.72542E+02	 6.13000E+02
 4.72913E+02	 6.15800E+02
 4.73284E+02	 6.22600E+02
 4.73655E+02	 6.22400E+02
 4.74025E+02	 6.19400E+02
 4.74396E+02	 6.14600E+02
 4.74767E+02	 6.12000E+02
 4.75138E+02	 6.12000E+02
 4.75508E+02	 6.12200E+02
 4.75879E+02	 6.11000E+02
 4.76249E+02	 6.11400E+02
 4.76620E+02	 6.12000E+02
 4.76990E+02	 6.12000E+02
 4.77361E+02	 6.13800E+02
 4.77731E+02	 6.11800E+02
 4.78102E+02	 6.11400E+02
 4.78472E+02	 6.10400E+02
 4.78843E+02	 6.12200E+02
 4.79213E+02	 6.12800E+02
 4.79583E+02	 6.10800E+02
 4.79954E+02	 6.10800E+02
 4.80324E+02	 6.11800E+02
 4.80694E+02	 6.10400E+02
 4.81065E+02	 6.12400E+02
 4.81435E+02	 6.10200E+02
 4.81805E+02	 6.10400E+02
 4.82175E+02	 6.11800E+02
 4.82545E+02	 6.10800E+02
 4.82915E+02	 6.11000E+02
 4.83286E+02	 6.11800E+02
 4.83656E+02	 6.09800E+02
 4.84026E+02	 6.11800E+02
 4.84396E+02	 6.10400E+02
 4.84766E+02	 6.12400E+02
 4.85136E+02	 6.13400E+02
 4.85506E+02	 6.11800E+02
 4.85876E+02	 6.11600E+02
 4.86245E+02	 6.12200E+02
 4.86615E+02	 6.11200E+02
 4.86985E+02	 6.12000E+02
 4.87355E+02	 6.11200E+02
 4.87725E+02	 6.12400E+02
 4.88095E+02	 6.11200E+02
 4.88464E+02	 6.11400E+02
 4.88834E+02	 6.11600E+02
 4.89204E+02	 6.10400E+02
 4.89574E+02	 6.10800E+02
 4.89943E+02	 6.12200E+02
 4.90313E+02	 6.11200E+02
 4.90682E+02	 6.11200E+02
 4.91052E+02	 6.11200E+02
 4.91422E+02	 6.12000E+02
 4.91791E+02	 6.11000E+02
 4.92161E+02	 6.09800E+02
 4.92530E+02	 6.11800E+02
 4.92900E+02	 6.10800E+02
 4.93269E+02	 6.11400E+02
 4.93638E+02	 6.11400E+02
 4.94008E+02	 6.11000E+02
 4.94377E+02	 6.12800E+02
 4.94747E+02	 6.13200E+02
 4.95116E+02	 6.11600E+02
 4.95485E+02	 6.12400E+02
 4.95854E+02	 6.13000E+02
 4.96224E+02	 6.11600E+02
 4.96593E+02	 6.12000E+02
 4.96962E+02	 6.11000E+02
 4.97331E+02	 6.10600E+02
 4.97700E+02	 6.10800E+02
 4.98069E+02	 6.12000E+02
 4.98439E+02	 6.11800E+02
 4.98808E+02	 6.10600E+02
 4.99177E+02	 6.11200E+02
 4.99546E+02	 6.11000E+02
 4.99915E+02	 6.12600E+02
 5.00284E+02	 6.11600E+02
 5.00653E+02	 6.11200E+02
 5.01021E+02	 6.10400E+02
 5.01390E+02	 6.11200E+02
 5.01759E+02	 6.10400E+02
 5.02128E+02	 6.12000E+02
 5.02497E+02	 6.10600E+02
 5.02866E+02	 6.10600E+02
 5.03234E+02	 6.11400E+02
 5.03603E+02	 6.12000E+02
 5.03972E+02	 6.11600E+02
 5.04341E+02	 6.10400E+02
 5.04709E+02	 6.12400E+02
 5.05078E+02	 6.10600E+02
 5.05447E+02	 6.12200E+02
 5.05815E+02	 6.12200E+02
 5.06184E+02	 6.12600E+02
 5.06552E+02	 6.11200E+02
 5.06921E+02	 6.10600E+02
 5.07289E+02	 6.09800E+02
 5.07658E+02	 6.10000E+02
 5.08026E+02	 6.11000E+02
 5.08395E+02	 6.10800E+02
 5.08763E+02	 6.11800E+02
 5.09131E+02	 6.11400E+02
 5.09500E+02	 6.10000E+02
 5.09868E+02	 6.11200E+02
 5.10236E+02	 6.12000E+02
 5.10605E+02	 6.11600E+02
 5.10973E+02	 6.12000E+02
 5.11341E+02	 6.13400E+02
 5.11709E+02	 6.10000E+02
 5.12078E+02	 6.09400E+02
 5.12446E+02	 6.13600E+02
 5.12814E+02	 6.09600E+02
 5.13182E+02	 6.11400E+02
 5.13550E+02	 6.11000E+02
 5.13918E+02	 6.12800E+02
 5.14286E+02	 6.10800E+02
 5.14654E+02	 6.13200E+02
 5.15022E+02	 6.11000E+02
 5.15390E+02	 6.09400E+02
 5.15758E+02	 6.11200E+02
 5.16126E+02	 6.11600E+02
 5.16494E+02	 6.10400E+02
 5.16862E+02	 6.11600E+02
 5.17229E+02	 6.11800E+02
 5.17597E+02	 6.11600E+02
 5.17965E+02	 6.10600E+02
 5.18333E+02	 6.10400E+02
 5.18701E+02	 6.11600E+02
 5.19068E+02	 6.10800E+02
 5.19436E+02	 6.11000E+02
 5.19804E+02	 6.10400E+02
 5.20171E+02	 6.12200E+02
 5.20539E+02	 6.11800E+02
 5.20906E+02	 6.11000E+02
 5.21274E+02	 6.10200E+02
 5.21642E+02	 6.11600E+02
 5.22009E+02	 6.09600E+02
 5.22377E+02	 6.11800E+02
 5.22744E+02	 6.11600E+02
 5.23111E+02	 6.10600E+02
 5.23479E+02	 6.10800E+02
 5.23846E+02	 6.11000E+02
 5.24214E+02	 6.10400E+02
 5.24581E+02	 6.12200E+02
 5.24948E+02	 6.10400E+02
 5.25316E+02	 6.12200E+02
 5.25683E+02	 6.09800E+02
 5.26050E+02	 6.11000E+02
 5.26417E+02	 6.09800E+02
 5.26785E+02	 6.11800E+02
 5.27152E+02	 6.10400E+02
 5.27519E+02	 6.10000E+02
 5.27886E+02	 6.10000E+02
 5.28253E+02	 6.12000E+02
 5.28620E+02	 6.10800E+02
 5.28987E+02	 6.12800E+02
 5.29354E+02	 6.10000E+02
 5.29721E+02	 6.11800E+02
 5.30088E+02	 6.10400E+02
 5.30455E+02	 6.11200E+02
 5.30822E+02	 6.10200E+02
 5.31189E+02	 6.09600E+02
 5.31556E+02	 6.11000E+02
 5.31923E+02	 6.10800E+02
 5.32290E+02	 6.10400E+02
 5.32656E+02	 6.11800E+02
 5.33023E+02	 6.12200E+02
 5.33390E+02	 6.11800E+02
 5.33757E+02	 6.11400E+02
 5.34123E+02	 6.11200E+02
 5.34490E+02	 6.10600E+02
 5.34857E+02	 6.11400E+02
 5.35223E+02	 6.11000E+02
 5.35590E+02	 6.10200E+02
 5.35956E+02	 6.28200E+02
 5.36323E+02	 6.17600E+02
 5.36690E+02	 6.10600E+02
 5.37056E+02	 6.14000E+02
 5.37423E+02	 6.10800E+02
 5.37789E+02	 6.11600E+02
 5.38155E+02	 6.10800E+02
 5.38522E+02	 6.10600E+02
 5.38888E+02	 6.10400E+02
 5.39255E+02	 6.10200E+02
 5.39621E+02	 6.10200E+02
 5.39987E+02	 6.11000E+02
 5.40354E+02	 6.10400E+02
 5.40720E+02	 6.11600E+02
 5.41086E+02	 6.10400E+02
 5.41452E+02	 6.12200E+02
 5.41818E+02	 6.12000E+02
 5.42185E+02	 6.10200E+02
 5.42551E+02	 6.11000E+02
 5.42917E+02	 6.10800E+02
 5.43283E+02	 6.11600E+02
 5.43649E+02	 6.09800E+02
 5.44015E+02	 6.10800E+02
 5.44381E+02	 6.13200E+02
 5.44747E+02	 6.10400E+02
 5.45113E+02	 6.10600E+02
 5.45479E+02	 6.09800E+02
 5.45845E+02	 6.11400E+02
 5.46211E+02	 6.10400E+02
 5.46577E+02	 6.10000E+02
 5.46943E+02	 6.11200E+02
 5.47308E+02	 6.11600E+02
 5.47674E+02	 6.11400E+02
 5.48040E+02	 6.11000E+02
 5.48406E+02	 6.10400E+02
 5.48771E+02	 6.09200E+02
 5.49137E+02	 6.45800E+02
 5.49503E+02	 6.12400E+02
 5.49868E+02	 6.10600E+02
 5.50234E+02	 6.11400E+02
 5.50600E+02	 6.10400E+02
 5.50965E+02	 6.10800E+02
 5.51331E+02	 6.09800E+02
 5.51696E+02	 6.08800E+02
 5.52062E+02	 6.10600E+02
 5.52427E+02	 6.11800E+02
 5.52793E+02	 6.11200E+02
 5.53158E+02	 6.11000E+02
 5.53524E+02	 6.10600E+02
 5.53889E+02	 6.11000E+02
 5.54254E+02	 6.12600E+02
 5.54620E+02	 6.10200E+02
 5.54985E+02	 6.09400E+02
 5.55350E+02	 6.11000E+02
 5.55716E+02	 6.11200E+02
 5.56081E+02	 6.11600E+02
 5.56446E+02	 6.11200E+02
 5.56811E+02	 6.10800E+02
 5.57176E+02	 6.12000E+02
 5.57542E+02	 6.11400E+02
 5.57907E+02	 6.11000E+02
 5.58272E+02	 6.10600E+02
 5.58637E+02	 6.10600E+02
 5.59002E+02	 6.10800E+02
 5.59367E+02	 6.10000E+02
 5.59732E+02	 6.09800E+02
 5.60097E+02	 6.09200E+02
 5.60462E+02	 6.10800E+02
 5.60827E+02	 6.09800E+02
 5.61192E+02	 6.12000E+02
 5.61556E+02	 6.10400E+02
 5.61921E+02	 6.12200E+02
 5.62286E+02	 6.09600E+02
 5.62651E+02	 6.11400E+02
 5.63016E+02	 6.11800E+02
 5.63380E+02	 6.12600E+02
 5.63745E+02	 6.10800E+02
 5.64110E+02	 6.09800E+02
 5.64475E+02	 6.10200E+02
 5.64839E+02	 6.12200E+02
 5.65204E+02	 6.10200E+02
 5.65568E+02	 6.10400E+02
 5.65933E+02	 6.11000E+02
 5.66298E+02	 6.11000E+02
 5.66662E+02	 6.10400E+02
 5.67027E+02	 6.10600E+02
 5.67391E+02	 6.10000E+02
 5.67756E+02	 6.12000E+02
 5.68120E+02	 6.11000E+02
 5.68484E+02	 6.10600E+02
 5.68849E+02	 6.11400E+02
 5.69213E+02	 6.12200E+02
 5.69578E+02	 6.11000E+02
 5.69942E+02	 6.10800E+02
 5.70306E+02	 6.11400E+02
 5.70670E+02	 6.09800E+02
 5.71035E+02	 6.12200E+02
 5.71399E+02	 6.10600E+02
 5.71763E+02	 6.11800E+02
 5.72127E+02	 6.11000E+02
 5.72491E+02	 6.10400E+02
 5.72855E+02	 6.10000E+02
 5.73220E+02	 6.12000E+02
 5.73584E+02	 6.10400E+02
 5.73948E+02	 6.10000E+02
 5.74312E+02	 6.12800E+02
 5.74676E+02	 6.12200E+02
 5.75040E+02	 6.09200E+02
 5.75404E+02	 6.09800E+02
 5.75768E+02	 6.11000E+02
 5.76131E+02	 6.10800E+02
 5.76495E+02	 6.10000E+02
 5.76859E+02	 6.10400E+02
 5.77223E+02	 6.11400E+02
 5.77587E+02	 6.10600E+02
 5.77951E+02	 6.11200E+02
 5.78314E+02	 6.10200E+02
 5.78678E+02	 6.12200E+02
 5.79042E+02	 6.09400E+02
 5.79405E+02	 6.11400E+02
 5.79769E+02	 6.09400E+02
 5.80133E+02	 6.12000E+02
 5.80496E+02	 6.10800E+02
 5.80860E+02	 6.11400E+02
 5.81223E+02	 6.10600E+02
 5.81587E+02	 6.11000E+02
 5.81950E+02	 6.12000E+02
 5.82314E+02	 6.10200E+02
 5.82677E+02	 6.10600E+02
 5.83041E+02	 6.12600E+02
 5.83404E+02	 6.09800E+02
 5.83768E+02	 6.11400E+02
 5.84131E+02	 6.11000E+02
 5.84494E+02	 6.09400E+02
 5.84858E+02	 6.08600E+02
 5.85221E+02	 6.10200E+02
 5.85584E+02	 6.11400E+02
 5.85947E+02	 6.11000E+02
 5.86311E+02	 6.10000E+02
 5.86674E+02	 6.10200E+02
 5.87037E+02	 6.10400E+02
 5.87400E+02	 6.12000E+02
 5.87763E+02	 6.10600E+02
 5.88126E+02	 6.10600E+02
 5.88489E+02	 6.10600E+02
 5.88853E+02	 6.10200E+02
 5.89216E+02	 6.13600E+02
 5.89579E+02	 6.09800E+02
 5.89942E+02	 6.12400E+02
 5.90304E+02	 6.10600E+02
 5.90667E+02	 6.09600E+02
 5.91030E+02	 6.10400E+02
 5.91393E+02	 6.11000E+02
 5.91756E+02	 6.10400E+02
 5.92119E+02	 6.10400E+02
 5.92482E+02	 6.09000E+02
 5.92844E+02	 6.11400E+02
 5.93207E+02	 6.11400E+02
 5.93570E+02	 6.09200E+02
 5.93933E+02	 6.09600E+02
 5.94295E+02	 6.11200E+02
 5.94658E+02	 6.11600E+02
 5.95021E+02	 6.10800E+02
 5.95383E+02	 6.10200E+02
 5.95746E+02	 6.10800E+02
 5.96108E+02	 6.11200E+02
 5.96471E+02	 6.10400E+02
 5.96833E+02	 6.10600E+02
 5.97196E+02	 6.12200E+02
 5.97558E+02	 6.11200E+02
 5.97921E+02	 6.10400E+02
 5.98283E+02	 6.10600E+02
 5.98646E+02	 6.11400E+02
 5.99008E+02	 6.10600E+02
 5.99370E+02	 6.09000E+02
 5.99733E+02	 6.09800E+02
 6.00095E+02	 6.10200E+02
 6.00457E+02	 6.11400E+02
 6.00820E+02	 6.10800E+02
 6.01182E+02	 6.09800E+02
 6.01544E+02	 6.09200E+02
