#	z_max	A_0	V_L	D_min	D_max	M_min	M_max
8.24709e-09	3.8147e-15	1.292e-23	6.83594e-08	8.40071e-08	5.88947e-08	8.02334e-08
8.33262e-09	2.28882e-15	2.3339e-24	4.83374e-08	7.6272e-08	3.67025e-08	7.3405e-08
8.82513e-09	5.05447e-15	2.15805e-23	6.83594e-08	9.61803e-08	6.82838e-08	9.0476e-08
8.70672e-09	5.43594e-15	2.20659e-23	7.8125e-08	1.00543e-07	6.99908e-08	9.47437e-08
8.31661e-09	3.71933e-15	1.34988e-23	6.83594e-08	7.8733e-08	6.14554e-08	7.3405e-08
6.8899e-09	4.48227e-15	1.72587e-23	7.59587e-08	8.73464e-08	6.82838e-08	8.45011e-08
7.39696e-09	3.52859e-15	1.21778e-23	5.85937e-08	8.05294e-08	5.54805e-08	7.85263e-08
8.1013e-09	5.81741e-15	2.4084e-23	7.8125e-08	1.01956e-07	7.42586e-08	9.90114e-08
7.85506e-09	4.95911e-15	1.88911e-23	6.83594e-08	9.61803e-08	6.82838e-08	9.13295e-08
7.63623e-09	5.91278e-15	2.45202e-23	7.8125e-08	1.00543e-07	7.76728e-08	9.47437e-08
7.44586e-09	3.91006e-15	1.4368e-23	6.83594e-08	7.8733e-08	6.82838e-08	7.42586e-08
8.58499e-09	4.95911e-15	1.98031e-23	7.8125e-08	9.00346e-08	6.74302e-08	8.79153e-08
7.23774e-09	3.24249e-15	1.17054e-23	5.85937e-08	7.6272e-08	5.88947e-08	7.16979e-08
6.87348e-09	3.52859e-15	1.2836e-23	6.83594e-08	7.6272e-08	6.14554e-08	7.08444e-08
8.43453e-09	5.34058e-15	2.29498e-23	7.8125e-08	9.61803e-08	7.08444e-08	9.30366e-08
6.84486e-09	1.71661e-15	6.42489e-24	4.83374e-08	5.69429e-08	3.92632e-08	5.29199e-08
8.41072e-09	4.29153e-15	1.69865e-23	6.83594e-08	9.26449e-08	6.4016e-08	8.96224e-08
8.42105e-09	4.95911e-15	2.10287e-23	6.83594e-08	9.26449e-08	6.82838e-08	9.0476e-08
7.02303e-09	4.3869e-15	1.78396e-23	7.8125e-08	8.40071e-08	6.31625e-08	8.27941e-08
7.29935e-09	4.673e-15	1.71751e-23	7.57924e-08	9.76562e-08	6.82838e-08	9.0476e-08
6.78172e-09	2.76566e-15	1.05513e-23	5.85937e-08	7.04209e-08	5.4627e-08	6.74302e-08
7.90287e-09	2.67029e-15	9.66814e-24	5.85937e-08	6.55098e-08	5.29199e-08	6.31625e-08
8.39296e-09	4.48227e-15	1.67704e-23	7.8125e-08	8.73464e-08	6.31625e-08	8.45011e-08
8.94919e-09	7.15256e-15	3.24581e-23	8.78906e-08	1.09183e-07	8.79153e-08	1.0584e-07
7.88278e-09	3.43323e-15	1.344e-23	5.85937e-08	8.05294e-08	5.29199e-08	7.85263e-08
7.03446e-09	2.19345e-15	8.15138e-24	4.88281e-08	6.55098e-08	4.77986e-08	6.31625e-08
9.26365e-09	5.24521e-15	2.14679e-23	7.8125e-08	9.61803e-08	6.74302e-08	9.47437e-08
7.11834e-09	4.19617e-15	1.54455e-23	6.83594e-08	8.34375e-08	6.4016e-08	8.1087e-08
8.22331e-09	5.62668e-15	1.98999e-23	7.8125e-08	9.61803e-08	7.85263e-08	9.55973e-08
7.95058e-09	4.00543e-15	1.63932e-23	5.85937e-08	8.73464e-08	5.88947e-08	8.45011e-08
9.71785e-09	7.05719e-15	2.95285e-23	8.78906e-08	1.09183e-07	8.27941e-08	1.04986e-07
7.73026e-09	4.673e-15	1.73228e-23	6.83594e-08	9.00346e-08	6.91373e-08	8.79153e-08
9.8466e-09	6.19888e-15	3.07509e-23	7.8125e-08	1.01956e-07	7.85263e-08	9.81579e-08
7.99779e-09	4.57764e-15	1.51268e-23	6.83594e-08	9.00346e-08	6.82838e-08	8.45011e-08
7.65401e-09	3.8147e-15	1.26685e-23	6.83594e-08	7.8733e-08	6.14554e-08	7.42586e-08
8.74274e-09	4.48227e-15	1.71879e-23	7.59587e-08	8.73464e-08	6.74302e-08	8.53547e-08
7.02799e-09	4.00543e-15	1.47746e-23	6.83594e-08	8.40071e-08	6.82838e-08	7.93799e-08
8.02484e-09	5.05447e-15	2.12716e-23	7.8125e-08	9.26449e-08	6.74302e-08	8.87689e-08
8.81101e-09	4.57764e-15	2.1397e-23	6.83594e-08	8.73464e-08	6.91373e-08	8.1087e-08
1.05716e-08	4.76837e-15	2.12075e-23	7.8125e-08	8.73464e-08	7.3405e-08	8.45011e-08
8.43631e-09	4.673e-15	1.77756e-23	6.83594e-08	9.21287e-08	6.82838e-08	9.0476e-08
