#	z_max	A_0	V_L	D_min	D_max	M_min	M_max
3.19899e-09	2.86102e-16	6.29572e-25	9.76562e-09	3.08816e-08	9.38902e-09	2.98741e-08
4.52446e-09	2.86102e-16	8.03794e-25	9.76562e-09	3.08816e-08	9.38902e-09	2.98741e-08
3.94706e-09	8.58307e-16	2.43182e-24	1.95312e-08	5.25895e-08	1.96316e-08	5.03593e-08
7.13861e-09	1.90735e-15	6.21158e-24	3.90625e-08	6.55098e-08	3.92632e-08	6.31625e-08
7.25872e-09	3.43323e-15	1.18487e-23	4.88281e-08	8.34375e-08	4.86522e-08	8.1087e-08
8.69103e-09	7.62939e-16	2.59799e-24	1.95312e-08	4.97951e-08	1.96316e-08	4.86522e-08
9.81013e-09	2.67029e-15	1.33543e-23	5.85937e-08	7.04209e-08	4.95057e-08	6.65767e-08
8.12159e-09	4.3869e-15	1.75941e-23	4.88281e-08	1.05179e-07	4.86522e-08	1.00719e-07
6.04641e-09	3.43323e-15	1.19233e-23	5.85937e-08	7.6272e-08	5.88947e-08	7.42586e-08
1.0786e-08	4.00543e-15	1.91951e-23	5.85937e-08	9.00346e-08	5.03593e-08	8.87689e-08
1.50155e-08	2.95639e-15	1.50471e-23	4.88281e-08	7.43728e-08	4.86522e-08	7.42586e-08
3.92976e-09	9.53674e-16	1.84649e-24	2.92969e-08	4.36732e-08	2.98741e-08	4.09703e-08
3.1439e-09	9.53674e-16	1.68733e-24	2.92969e-08	4.36732e-08	2.98741e-08	4.09703e-08
3.55985e-09	1.23978e-15	2.55532e-24	3.90625e-08	4.88281e-08	3.15812e-08	4.5238e-08
7.29117e-09	5.34058e-15	2.17396e-23	7.8125e-08	1.00543e-07	6.4016e-08	9.55973e-08
2.53653e-09	3.8147e-16	3.15683e-25	1.95312e-08	3.08816e-08	1.96316e-08	2.98741e-08
3.59895e-09	1.14441e-15	2.00718e-24	3.90625e-08	4.88281e-08	3.07277e-08	4.5238e-08
1.26847e-08	4.76837e-15	2.69463e-23	7.8125e-08	9.21287e-08	6.91373e-08	8.62082e-08
2.23323e-09	9.53674e-17	3.15626e-26	9.76562e-09	1.38107e-08	9.38902e-09	1.45103e-08
4.19055e-09	1.62125e-15	3.96151e-24	3.90625e-08	6.17632e-08	3.75561e-08	5.88947e-08
