#	z_max	r_eq	V_L
4.34743e-09	3.17081e-08	6.97937e-24
1.71417e-09	3.3058e-09	1.65973e-26
3.21426e-09	2.72603e-08	5.07544e-24
3.14755e-09	2.64464e-08	3.98298e-24
3.91034e-09	1.81066e-08	1.84393e-24
3.08126e-09	1.6529e-08	1.90877e-24
3.37345e-09	1.78023e-08	2.48877e-24
3.1212e-09	2.29032e-08	3.08274e-24
3.18175e-09	2.19282e-08	2.7683e-24
2.98818e-09	1.4784e-08	6.91317e-25
4.4893e-09	2.40666e-08	5.41404e-24
2.69251e-09	2.01084e-08	2.27316e-24
3.58785e-09	2.9196e-08	3.93451e-24
4.38026e-09	2.99353e-08	6.96107e-24
3.36317e-09	1.98348e-08	2.71067e-24
3.33335e-09	2.76583e-08	4.86135e-24
3.76208e-09	2.26634e-08	2.48991e-24
3.17279e-09	1.78023e-08	1.68297e-24
3.45435e-09	2.36081e-08	2.797e-24
3.69741e-09	3.15353e-08	6.46296e-24
3.03965e-09	1.09641e-08	6.17989e-25
2.96518e-09	2.51762e-08	2.49222e-24
4.01155e-09	2.9196e-08	6.16403e-24
3.91222e-09	1.4784e-08	1.55992e-24
4.13724e-09	2.11674e-08	3.81347e-24
3.54928e-09	1.89904e-08	2.62376e-24
4.44788e-09	2.97522e-08	7.1753e-24
3.836e-09	3.06567e-08	6.34703e-24
2.21789e-09	1.68563e-08	1.46851e-24
4.50841e-09	3.25583e-08	7.51109e-24
4.70659e-09	3.57577e-08	9.30758e-24
3.37667e-09	2.60299e-08	3.04389e-24
3.08437e-09	1.78023e-08	1.22301e-24
3.36255e-09	2.38385e-08	3.73976e-24
3.25997e-09	2.36081e-08	2.2394e-24
3.14068e-09	2.60299e-08	3.21826e-24
3.80396e-09	2.1424e-08	3.46594e-24
3.51984e-09	2.06447e-08	2.23271e-24
3.7287e-09	2.66522e-08	3.77082e-24
5.65963e-09	3.43549e-08	1.04623e-23
3.0665e-09	2.33755e-08	3.74828e-24
3.59383e-09	3.13616e-08	5.873e-24
4.09487e-09	3.28923e-08	7.60009e-24
4.15937e-09	2.66522e-08	4.90189e-24
2.27092e-09	8.09752e-09	4.57189e-26
3.51359e-09	2.47383e-08	2.97383e-24
3.92131e-09	2.68564e-08	4.6442e-24
3.67819e-09	2.58191e-08	4.9228e-24
2.22542e-09	1.32232e-08	4.49058e-25
1.38304e-09	3.3058e-09	4.98475e-27
4.05279e-09	2.47383e-08	4.11817e-24
4.48496e-09	2.93826e-08	4.80655e-24
5.15756e-09	3.38744e-08	9.8469e-24
4.38527e-09	1.98348e-08	7.29672e-25
2.29318e-09	1.44096e-08	5.28919e-25
1.82374e-09	3.3058e-09	1.91498e-27
2.19386e-09	3.3058e-09	6.97779e-27
4.3898e-09	3.54507e-08	9.45737e-24
4.26322e-09	2.84376e-08	6.2922e-24
3.52117e-09	2.746e-08	5.22724e-24
2.27497e-09	3.3058e-09	2.13172e-27
1.80621e-09	3.3058e-09	5.48649e-27
4.27122e-09	1.95574e-08	1.42997e-24
2.12047e-09	3.3058e-09	2.30232e-27
3.78052e-09	2.68564e-08	4.14926e-24
4.98114e-09	3.28923e-08	8.86709e-24
4.22125e-09	3.01173e-08	7.50175e-24
4.22783e-09	2.09077e-08	1.53425e-24
