 ,Area,StdDev,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
155,0.0006,0,0.0894,0.9528,0.8337,0.0202,0.0337,0.0342,0.0207,82.0077,0.8727,0.0355,426,386,71.5651,0.0202,1.6543,0.6045,0.9322
156,0.0012,0,0.1312,1.4472,0.8427,0.0315,0.0427,0.0452,0.0334,73.8951,0.8663,0.0505,645,394,57.7244,0.0315,1.3509,0.7403,0.9611
157,0.0013,0,0.1418,2.4000,0.8427,0.0360,0.0472,0.0491,0.0350,73.1747,0.8423,0.0524,1069,395,59.0362,0.0360,1.4027,0.7129,0.9255
158,0.0010,0,0.1196,3.2652,0.8494,0.0360,0.0337,0.0399,0.0324,33.4850,0.8920,0.0446,1454,392,40.9144,0.0334,1.2314,0.8121,0.9415
159,0.0012,0,0.1291,2.3258,0.8539,0.0315,0.0449,0.0461,0.0336,92.2300,0.9174,0.0469,1039,380,106.6992,0.0315,1.3726,0.7285,0.9545
160,0.0028,0,0.2476,0.2247,0.8584,0.0337,0.0966,0.1045,0.0346,88.4864,0.5828,0.0979,103,425,80.7539,0.0337,3.0160,0.3316,0.9275
161,0.0006,0,0.0873,1.3303,0.8584,0.0292,0.0270,0.0291,0.0250,162.6802,0.9398,0.0313,592,385,158.9625,0.0261,1.1651,0.8583,0.9076
162,0.0011,0,0.1254,2.8090,0.8652,0.0404,0.0315,0.0437,0.0328,179.1074,0.9000,0.0452,1250,396,26.5651,0.0315,1.3322,0.7507,0.9571
163,0.0020,0,0.1810,1.5101,0.8697,0.0382,0.0652,0.0700,0.0357,83.9018,0.7538,0.0689,676,416,70.9744,0.0382,1.9571,0.5110,0.9153
164,0.0008,0,0.1048,0.5618,0.8764,0.0315,0.0315,0.0339,0.0307,149.1314,0.9364,0.0369,251,391,142.4314,0.0315,1.1035,0.9062,0.9419
165,0.0006,0,0.0863,2.9438,0.8854,0.0270,0.0247,0.0295,0.0244,26.7747,0.9552,0.0324,1310,404,33.6901,0.0247,1.2070,0.8285,0.9372
166,0.0007,0,0.1042,0.1371,0.8899,0.0247,0.0360,0.0383,0.0233,94.7222,0.8118,0.0377,63,396,107.3540,0.0247,1.6401,0.6097,0.9055
167,0.0063,0,0.4010,0.9506,0.8966,0.0449,0.1596,0.1767,0.0453,89.4735,0.4914,0.1622,426,470,79.6242,0.0449,3.8986,0.2565,0.9108
168,0.0023,0,0.1846,1.1483,0.8966,0.0382,0.0607,0.0677,0.0426,87.3665,0.8362,0.0705,512,426,59.3493,0.0382,1.5876,0.6299,0.9934
169,0.0035,0,0.2648,1.8292,0.8966,0.0539,0.0966,0.0954,0.0461,75.4815,0.6199,0.1031,818,442,69.5901,0.0501,2.0684,0.4835,0.8467
170,0.0008,0,0.1061,2.0899,0.8966,0.0315,0.0315,0.0348,0.0286,42.7956,0.8738,0.0387,931,413,54.4623,0.0306,1.2169,0.8218,0.9226
171,0.0007,0,0.0958,2.9663,0.9011,0.0270,0.0315,0.0327,0.0259,67.6514,0.9129,0.0351,1321,414,50.1944,0.0267,1.2626,0.7920,0.9135
172,0.0006,0,0.0873,1.3910,0.9146,0.0337,0.0225,0.0330,0.0217,8.2905,0.9232,0.0349,619,414,14.9314,0.0225,1.5218,0.6571,0.9136
173,0.0007,0,0.1048,0.8135,0.9236,0.0337,0.0292,0.0318,0.0289,139.5211,0.8265,0.0362,362,414,150.2551,0.0292,1.1019,0.9075,0.8966
174,0.0020,0,0.1926,0.0876,0.9303,0.0337,0.0719,0.0779,0.0328,88.4151,0.6793,0.0739,42,446,70.4633,0.0337,2.3764,0.4208,0.9158
175,0.0007,0,0.1024,3.0742,0.9303,0.0225,0.0360,0.0378,0.0245,86.6276,0.8719,0.0382,1368,429,61.9275,0.0225,1.5446,0.6474,0.9600
176,0.0012,0,0.1283,0.8719,0.9326,0.0382,0.0404,0.0412,0.0362,114.8460,0.8938,0.0436,391,416,124.5085,0.0375,1.1383,0.8785,0.9206
177,0.0007,0,0.1003,0.7191,0.9348,0.0292,0.0315,0.0331,0.0287,53.8620,0.9338,0.0369,322,430,52.4314,0.0292,1.1516,0.8683,0.9308
178,0.0010,0,0.1207,2.5281,0.9461,0.0360,0.0382,0.0399,0.0327,123.2207,0.8847,0.0455,1128,421,122.9052,0.0350,1.2216,0.8186,0.9312
179,0.0012,0,0.1394,1.3169,0.9483,0.0292,0.0517,0.0548,0.0278,85.3622,0.7737,0.0540,589,445,73.0725,0.0292,1.9720,0.5071,0.9151
180,0.0009,0,0.1125,0.2742,0.9506,0.0315,0.0360,0.0371,0.0298,93.6594,0.8631,0.0392,124,439,66.3706,0.0315,1.2421,0.8051,0.9223
181,0.0023,0,0.1838,2.8404,0.9506,0.0427,0.0562,0.0613,0.0476,88.3528,0.8526,0.0648,1265,447,56.3099,0.0427,1.2880,0.7764,0.9784
182,0.0008,0,0.1156,0.5910,0.9528,0.0315,0.0360,0.0389,0.0276,61.9795,0.7926,0.0436,265,440,55.4915,0.0309,1.4062,0.7111,0.9003
183,0.0028,0,0.2145,2.2584,0.9573,0.0449,0.0719,0.0792,0.0457,88.2072,0.7764,0.0775,1007,457,60.4612,0.0449,1.7323,0.5773,0.9415
184,0.0014,0,0.1439,1.5461,0.9685,0.0360,0.0472,0.0514,0.0347,80.6529,0.8487,0.0524,691,451,59.0362,0.0342,1.4807,0.6753,0.9374
185,0.0009,0,0.1214,0.1573,0.9753,0.0292,0.0427,0.0484,0.0230,71.5235,0.7444,0.0486,71,453,56.3099,0.0242,2.1048,0.4751,0.8964
186,0.0058,0,0.3346,1.6202,0.9865,0.0629,0.1146,0.1196,0.0618,81.1525,0.6511,0.1248,726,490,66.6660,0.0611,1.9368,0.5163,0.9177
187,0.0027,0,0.2272,0.3034,0.9910,0.0382,0.0831,0.0902,0.0380,89.1648,0.6551,0.0853,139,478,71.5651,0.0382,2.3747,0.4211,0.9103
188,0.0006,0,0.0932,2.7708,0.9933,0.0292,0.0292,0.0349,0.0215,49.0596,0.8555,0.0369,1233,454,37.5686,0.0234,1.6202,0.6172,0.9105
189,0.0006,0,0.0889,0.8135,1.0000,0.0225,0.0292,0.0319,0.0238,79.8191,0.9477,0.0337,363,458,53.1301,0.0225,1.3373,0.7478,0.9593
190,0.0011,0,0.1222,3.2382,1.0022,0.0315,0.0360,0.0394,0.0341,79.5830,0.8880,0.0446,1441,462,49.0856,0.0315,1.1562,0.8649,0.9698
191,0.0011,0,0.1304,3.3416,1.0112,0.0427,0.0315,0.0463,0.0315,5.7565,0.8468,0.0482,1487,462,27.7585,0.0315,1.4679,0.6813,0.9361
192,0.0015,0,0.1508,0.1978,1.0202,0.0360,0.0517,0.0537,0.0350,85.6963,0.8147,0.0544,89,476,60.2551,0.0360,1.5368,0.6507,0.9255
193,0.0007,0,0.0984,2.7888,1.0404,0.0292,0.0292,0.0326,0.0290,46.3228,0.9629,0.0355,1241,474,34.6952,0.0292,1.1254,0.8886,0.9577
194,0.0014,0,0.1510,3.2382,1.0404,0.0315,0.0494,0.0546,0.0325,88.1937,0.7677,0.0544,1442,484,60.2551,0.0315,1.6784,0.5958,0.9246
195,0.0014,0,0.1426,0.8404,1.0494,0.0404,0.0427,0.0467,0.0395,68.7294,0.8957,0.0517,377,486,55.6197,0.0404,1.1825,0.8457,0.9472
196,0.0020,0,0.1804,1.2831,1.0494,0.0382,0.0629,0.0685,0.0365,100.4992,0.7584,0.0686,572,468,121.6075,0.0382,1.8768,0.5328,0.9273
197,0.0012,0,0.1368,2.0876,1.0607,0.0337,0.0449,0.0467,0.0340,89.7504,0.8377,0.0481,930,490,52.5946,0.0337,1.3711,0.7294,0.9131
198,0.0008,0,0.1119,2.9888,1.0629,0.0225,0.0427,0.0425,0.0235,81.9847,0.7854,0.0455,1333,492,69.7751,0.0225,1.8097,0.5526,0.9337
199,0.0014,0,0.1598,1.0090,1.0652,0.0292,0.0584,0.0628,0.0279,85.0023,0.6784,0.0605,451,499,68.1986,0.0292,2.2484,0.4448,0.9010
200,0.0010,0,0.1190,2.7933,1.0899,0.0292,0.0360,0.0394,0.0308,94.3284,0.8465,0.0418,1244,485,126.2538,0.0292,1.2774,0.7829,0.9497
201,0.0014,0,0.1492,0.3281,1.0966,0.0337,0.0494,0.0519,0.0347,89.3748,0.7984,0.0544,148,489,119.7449,0.0335,1.4955,0.6687,0.9256
202,0.0006,0,0.0982,1.2000,1.1011,0.0292,0.0315,0.0338,0.0243,124.3576,0.8423,0.0355,536,491,124.6952,0.0271,1.3897,0.7196,0.8797
203,0.0009,0,0.1114,0.5730,1.1034,0.0292,0.0337,0.0365,0.0319,85.1945,0.9262,0.0400,256,506,51.8428,0.0292,1.1453,0.8731,0.9679
204,0.0018,0,0.1662,2.0360,1.1079,0.0404,0.0562,0.0576,0.0396,82.8344,0.8160,0.0586,908,516,57.5288,0.0402,1.4555,0.6870,0.9233
205,0.0017,0,0.1643,2.6472,1.1079,0.0427,0.0517,0.0545,0.0401,68.1122,0.7993,0.0598,1180,515,55.7131,0.0408,1.3562,0.7373,0.9152
206,0.0039,0,0.2624,2.7483,1.1079,0.0472,0.0921,0.1007,0.0488,88.7866,0.7041,0.0968,1225,534,68.1986,0.0472,2.0638,0.4845,0.9485
207,0.0007,0,0.0982,1.4270,1.1191,0.0337,0.0292,0.0331,0.0260,141.3204,0.8818,0.0363,635,501,158.1986,0.0286,1.2723,0.7860,0.8874
208,0.0011,0,0.1310,0.5371,1.1303,0.0292,0.0494,0.0502,0.0288,93.5062,0.8323,0.0499,242,503,97.7652,0.0292,1.7417,0.5742,0.9375
209,0.0013,0,0.1426,1.3169,1.1303,0.0292,0.0517,0.0549,0.0297,88.3457,0.7927,0.0534,588,526,75.3791,0.0292,1.8469,0.5415,0.9304
210,0.0023,0,0.1907,3.0045,1.1348,0.0404,0.0629,0.0691,0.0428,85.5716,0.8025,0.0694,1339,533,60.9454,0.0404,1.6161,0.6188,0.9465
211,0.0010,0,0.1220,0.9191,1.1393,0.0337,0.0382,0.0410,0.0302,75.6991,0.8230,0.0449,412,524,53.1301,0.0334,1.3571,0.7369,0.9104
212,0.0022,0,0.1971,1.9483,1.1393,0.0360,0.0719,0.0781,0.0357,83.4600,0.7091,0.0776,869,539,67.8906,0.0360,2.1886,0.4569,0.9425
213,0.0016,0,0.1733,0.3146,1.1461,0.0449,0.0539,0.0622,0.0324,57.9006,0.6636,0.0674,140,534,53.1301,0.0380,1.9175,0.5215,0.8521
214,0.0010,0,0.1254,1.7663,1.1573,0.0270,0.0449,0.0491,0.0262,81.4267,0.8072,0.0493,787,535,59.9314,0.0263,1.8726,0.5340,0.9346
215,0.0008,0,0.1117,0.6112,1.1618,0.0315,0.0382,0.0403,0.0257,61.8727,0.8191,0.0429,272,532,42.8789,0.0279,1.5705,0.6367,0.8969
216,0.0012,0,0.1297,2.4539,1.1663,0.0404,0.0382,0.0435,0.0346,148.1590,0.8833,0.0468,1092,522,144.7824,0.0365,1.2596,0.7939,0.9213
217,0.0007,0,0.1024,1.8202,1.1708,0.0337,0.0247,0.0353,0.0268,6.8711,0.8901,0.0382,810,530,28.0725,0.0247,1.3161,0.7598,0.9577
218,0.0018,0,0.1627,0.1124,1.1730,0.0360,0.0539,0.0594,0.0377,85.3008,0.8346,0.0613,52,546,61.5571,0.0360,1.5783,0.6336,0.9613
219,0.0008,0,0.1048,1.2584,1.1753,0.0360,0.0270,0.0365,0.0282,178.3740,0.9248,0.0377,560,526,162.6460,0.0270,1.2915,0.7743,0.9524
220,0.0014,0,0.1452,1.4831,1.1775,0.0360,0.0449,0.0481,0.0379,82.4122,0.8545,0.0524,662,544,59.0362,0.0360,1.2680,0.7886,0.9404
221,0.0015,0,0.1497,2.3011,1.1820,0.0337,0.0517,0.0566,0.0327,87.9132,0.8153,0.0555,1027,549,68.6294,0.0334,1.7324,0.5772,0.9290
222,0.0013,0,0.1407,3.1843,1.1910,0.0337,0.0449,0.0488,0.0336,85.9428,0.8170,0.0493,1419,530,120.0686,0.0337,1.4519,0.6887,0.9156
223,0.0006,0,0.0876,0.6674,1.1955,0.0247,0.0270,0.0290,0.0250,61.9836,0.9350,0.0324,298,544,56.3099,0.0247,1.1604,0.8618,0.9496
224,0.0007,0,0.1188,1.0360,1.2067,0.0225,0.0449,0.0456,0.0209,91.9290,0.6654,0.0458,465,557,78.6901,0.0225,2.1840,0.4579,0.8810
225,0.0007,0,0.1021,1.3596,1.2067,0.0270,0.0360,0.0356,0.0259,88.1626,0.8697,0.0366,610,553,79.3803,0.0270,1.3746,0.7275,0.8966
226,0.0010,0,0.1183,1.8112,1.2090,0.0315,0.0382,0.0407,0.0310,71.8199,0.8893,0.0432,807,555,62.1027,0.0315,1.3129,0.7616,0.9378
227,0.0007,0,0.0958,2.9303,1.2180,0.0270,0.0315,0.0328,0.0273,70.9523,0.9613,0.0343,1306,556,58.3925,0.0270,1.2035,0.8309,0.9392
228,0.0019,0,0.1855,1.2876,1.2225,0.0360,0.0674,0.0722,0.0336,85.1788,0.6956,0.0683,578,544,99.4623,0.0342,2.1516,0.4648,0.9008
229,0.0006,0,0.0952,1.9236,1.2225,0.0225,0.0337,0.0336,0.0243,82.7274,0.8884,0.0355,859,559,71.5651,0.0225,1.3818,0.7237,0.9373
230,0.0020,0,0.1765,3.2494,1.2270,0.0382,0.0607,0.0658,0.0384,96.5047,0.8009,0.0647,1450,546,110.3231,0.0382,1.7137,0.5835,0.9481
231,0.0013,0,0.1579,2.6090,1.2292,0.0270,0.0629,0.0671,0.0250,87.5362,0.6639,0.0643,1163,575,77.9052,0.0269,2.6868,0.3722,0.8969
232,0.0006,0,0.0926,0.7865,1.2382,0.0270,0.0292,0.0309,0.0249,67.9992,0.8878,0.0343,353,564,58.3925,0.0270,1.2407,0.8060,0.9125
233,0.0008,0,0.1061,1.4966,1.2427,0.0315,0.0315,0.0360,0.0293,36.5106,0.9245,0.0400,666,565,38.1572,0.0307,1.2312,0.8122,0.9398
234,0.0007,0,0.1029,0.8360,1.2472,0.0225,0.0360,0.0387,0.0227,84.8891,0.8208,0.0392,374,571,66.3706,0.0225,1.7039,0.5869,0.9195
235,0.0011,0,0.1233,0.6382,1.2517,0.0337,0.0382,0.0403,0.0332,76.8733,0.8682,0.0432,285,573,51.3402,0.0333,1.2130,0.8244,0.9204
236,0.0011,0,0.1254,2.4045,1.2539,0.0360,0.0360,0.0386,0.0375,174.2928,0.9081,0.0436,1070,560,145.4915,0.0360,1.0309,0.9701,0.9534
237,0.0029,0,0.2106,1.0742,1.2607,0.0494,0.0674,0.0706,0.0516,90.5699,0.8101,0.0724,480,563,126.1582,0.0494,1.3692,0.7304,0.9402
238,0.0006,0,0.0932,2.9281,1.2607,0.0270,0.0315,0.0308,0.0257,85.1378,0.8994,0.0322,1308,561,102.0948,0.0270,1.1995,0.8337,0.8945
239,0.0008,0,0.1029,2.1506,1.2629,0.0292,0.0315,0.0341,0.0283,71.7208,0.8986,0.0369,957,575,37.5686,0.0284,1.2059,0.8292,0.9346
240,0.0005,0,0.0836,0.4809,1.2742,0.0225,0.0292,0.0296,0.0219,76.6779,0.9165,0.0313,218,580,68.9625,0.0225,1.3529,0.7392,0.9224
241,0.0015,0,0.1561,2.9843,1.2787,0.0315,0.0539,0.0585,0.0322,92.0760,0.7632,0.0564,1329,570,113.4986,0.0315,1.8168,0.5504,0.9185
242,0.0008,0,0.1066,2.8292,1.2809,0.0337,0.0315,0.0363,0.0298,36.5277,0.9374,0.0398,1260,583,42.7094,0.0313,1.2173,0.8215,0.9333
243,0.0006,0,0.0908,0.5730,1.2876,0.0292,0.0247,0.0310,0.0255,6.7117,0.9477,0.0324,256,583,33.6901,0.0247,1.2117,0.8253,0.9462
244,0.0009,0,0.1106,2.0404,1.2899,0.0337,0.0315,0.0358,0.0315,146.8418,0.9080,0.0400,909,575,141.8428,0.0315,1.1365,0.8799,0.9309
245,0.0010,0,0.1278,2.7281,1.2921,0.0247,0.0472,0.0504,0.0245,90.8655,0.7460,0.0485,1216,575,103.3925,0.0247,2.0566,0.4862,0.8889
246,0.0011,0,0.1355,2.9034,1.2966,0.0315,0.0427,0.0451,0.0312,84.5467,0.7573,0.0472,1293,596,64.6538,0.0315,1.4455,0.6918,0.8848
247,0.0014,0,0.1407,1.2225,1.2989,0.0337,0.0472,0.0510,0.0347,89.6093,0.8811,0.0505,546,578,110.8545,0.0337,1.4690,0.6807,0.9499
248,0.0013,0,0.1368,2.3348,1.3034,0.0360,0.0449,0.0473,0.0337,68.7396,0.8411,0.0495,1041,599,50.5275,0.0354,1.4010,0.7138,0.9134
249,0.0028,0,0.2132,0.6742,1.3056,0.0427,0.0742,0.0805,0.0436,85.6280,0.7609,0.0806,303,614,67.0113,0.0422,1.8476,0.5412,0.9405
250,0.0019,0,0.1688,3.0854,1.3124,0.0404,0.0562,0.0588,0.0402,90.6325,0.8197,0.0605,1377,584,111.8014,0.0389,1.4620,0.6840,0.9246
251,0.0010,0,0.1276,2.2067,1.3191,0.0360,0.0404,0.0391,0.0339,104.5166,0.8032,0.0426,987,587,108.4349,0.0360,1.1531,0.8672,0.8976
252,0.0013,0,0.1585,2.5573,1.3191,0.0292,0.0584,0.0620,0.0260,97.7340,0.6341,0.0595,1142,587,100.8855,0.0280,2.3792,0.4203,0.8640
253,0.0006,0,0.0945,0.5281,1.3213,0.0270,0.0292,0.0314,0.0252,109.3102,0.8745,0.0337,236,589,126.8699,0.0270,1.2437,0.8040,0.9044
254,0.0008,0,0.1048,0.0449,1.3236,0.0247,0.0382,0.0398,0.0250,90.5758,0.8959,0.0405,22,589,109.4400,0.0247,1.5914,0.6284,0.9366
255,0.0009,0,0.1125,0.2404,1.3281,0.0292,0.0382,0.0395,0.0306,94.3192,0.9434,0.0402,110,591,116.5651,0.0292,1.2896,0.7755,0.9519
256,0.0020,0,0.1786,1.6000,1.3303,0.0382,0.0607,0.0662,0.0384,90.1138,0.7862,0.0655,715,619,67.8337,0.0382,1.7262,0.5793,0.9229
257,0.0012,0,0.1317,1.5146,1.3438,0.0292,0.0472,0.0482,0.0308,88.6201,0.8445,0.0497,679,619,71.5651,0.0292,1.5616,0.6404,0.9467
258,0.0008,0,0.1016,2.6404,1.3483,0.0270,0.0337,0.0358,0.0268,93.7155,0.9159,0.0372,1178,600,115.0169,0.0270,1.3384,0.7472,0.9283
259,0.0010,0,0.1273,1.9775,1.3573,0.0270,0.0449,0.0480,0.0275,87.2566,0.8034,0.0484,881,624,68.1986,0.0270,1.7464,0.5726,0.9297
260,0.0006,0,0.0894,1.7663,1.3596,0.0292,0.0247,0.0297,0.0240,23.5518,0.8806,0.0319,787,615,39.2894,0.0247,1.2341,0.8103,0.9212
261,0.0006,0,0.0926,0.8989,1.3640,0.0270,0.0292,0.0319,0.0250,66.3369,0.9174,0.0343,402,620,58.3925,0.0265,1.2754,0.7841,0.9288
262,0.0016,0,0.1701,2.9663,1.3753,0.0315,0.0652,0.0687,0.0301,93.4142,0.7061,0.0670,1325,612,103.5704,0.0307,2.2801,0.4386,0.9213
263,0.0018,0,0.1645,1.1506,1.3820,0.0337,0.0562,0.0620,0.0362,86.8717,0.8182,0.0623,514,640,64.3590,0.0337,1.7138,0.5835,0.9628
264,0.0005,0,0.0881,1.3191,1.3888,0.0292,0.0247,0.0309,0.0223,18.3350,0.8744,0.0332,587,628,28.3008,0.0238,1.3863,0.7214,0.9030
265,0.0020,0,0.1696,2.2135,1.3933,0.0494,0.0472,0.0527,0.0475,33.2544,0.8608,0.0607,986,640,38.9910,0.0464,1.1093,0.9015,0.9341
266,0.0034,0,0.2564,3.3775,1.3978,0.0629,0.0764,0.0811,0.0530,55.4256,0.6450,0.0892,1504,655,49.0856,0.0629,1.5304,0.6534,0.8592
267,0.0013,0,0.1386,0.3146,1.4045,0.0337,0.0472,0.0503,0.0321,74.8543,0.8286,0.0524,143,646,59.0362,0.0337,1.5679,0.6378,0.9418
268,0.0006,0,0.0873,0.7798,1.4180,0.0315,0.0247,0.0296,0.0241,166.0427,0.9232,0.0322,347,635,167.9052,0.0247,1.2315,0.8120,0.9024
269,0.0045,0,0.2925,2.8337,1.4180,0.0472,0.1079,0.1188,0.0480,89.4236,0.6569,0.1112,1264,631,104.0362,0.0464,2.4761,0.4039,0.9351
270,0.0012,0,0.1336,3.1618,1.4247,0.0292,0.0472,0.0503,0.0304,95.5891,0.8461,0.0513,1408,634,113.1986,0.0292,1.6511,0.6056,0.9407
271,0.0014,0,0.1465,1.8067,1.4270,0.0337,0.0494,0.0511,0.0356,79.0069,0.8362,0.0549,804,656,55.0080,0.0337,1.4358,0.6965,0.9465
272,0.0006,0,0.0913,2.5079,1.4270,0.0270,0.0292,0.0312,0.0239,63.1996,0.8831,0.0343,1117,648,58.3925,0.0267,1.3050,0.7663,0.9098
273,0.0045,0,0.2729,1.0719,1.4315,0.0472,0.1011,0.1104,0.0521,88.8976,0.7624,0.1045,479,681,71.1753,0.0472,2.1191,0.4719,0.9808
274,0.0030,0,0.2489,1.6449,1.4337,0.0404,0.0944,0.0997,0.0387,85.3424,0.6145,0.0981,733,679,69.9048,0.0387,2.5752,0.3883,0.9077
275,0.0007,0,0.0977,3.2697,1.4472,0.0315,0.0292,0.0320,0.0269,28.8993,0.8917,0.0351,1456,656,39.8056,0.0286,1.1896,0.8406,0.8993
276,0.0012,0,0.1325,2.0944,1.4629,0.0315,0.0427,0.0470,0.0328,88.2258,0.8673,0.0493,935,670,59.9314,0.0315,1.4312,0.6987,0.9619
277,0.0010,0,0.1254,0.8944,1.4697,0.0270,0.0449,0.0480,0.0278,90.2760,0.8355,0.0476,400,674,70.7100,0.0270,1.7277,0.5788,0.9495
278,0.0021,0,0.1913,1.7213,1.4854,0.0360,0.0674,0.0737,0.0361,89.9628,0.7182,0.0718,769,691,69.8637,0.0360,2.0431,0.4894,0.9159
279,0.0038,0,0.2767,2.2562,1.4899,0.0427,0.1034,0.1153,0.0422,88.6183,0.6276,0.1074,1006,709,74.2192,0.0427,2.7294,0.3664,0.9226
280,0.0012,0,0.1394,1.2000,1.4966,0.0247,0.0539,0.0566,0.0267,86.6430,0.7672,0.0556,537,690,75.9638,0.0247,2.1172,0.4723,0.9592
281,0.0007,0,0.1093,0.6787,1.5034,0.0427,0.0202,0.0448,0.0211,2.4190,0.7812,0.0448,302,676,17.5256,0.0202,2.1261,0.4704,0.9363
282,0.0009,0,0.1106,0.3056,1.5056,0.0382,0.0270,0.0406,0.0272,3.2465,0.8924,0.0413,136,679,22.3801,0.0270,1.4932,0.6697,0.9451
283,0.0009,0,0.1132,3.0202,1.5146,0.0270,0.0382,0.0416,0.0261,79.8798,0.8366,0.0424,1344,690,57.9946,0.0270,1.5904,0.6288,0.9286
284,0.0027,0,0.1947,3.2989,1.5169,0.0472,0.0607,0.0665,0.0521,89.1339,0.9026,0.0692,1470,701,54.2461,0.0472,1.2757,0.7839,0.9836
285,0.0017,0,0.1632,0.0854,1.5281,0.0360,0.0562,0.0610,0.0363,86.8012,0.8219,0.0605,42,705,68.1986,0.0352,1.6798,0.5953,0.9426
286,0.0034,0,0.2536,0.7483,1.5348,0.0382,0.0966,0.1055,0.0410,88.2760,0.6629,0.1002,334,726,70.3462,0.0382,2.5741,0.3885,0.9566
287,0.0029,0,0.2246,1.3326,1.5596,0.0427,0.0764,0.0837,0.0441,89.2667,0.7222,0.0826,596,728,67.6199,0.0427,1.8981,0.5268,0.9456
288,0.0017,0,0.1672,2.6112,1.5596,0.0382,0.0539,0.0601,0.0366,83.3146,0.7767,0.0624,1163,718,59.7436,0.0364,1.6439,0.6083,0.9383
289,0.0010,0,0.1291,3.0270,1.5618,0.0270,0.0472,0.0505,0.0244,82.8314,0.7309,0.0491,1351,716,74.0546,0.0250,2.0686,0.4834,0.9014
290,0.0005,0,0.0849,1.5124,1.5663,0.0247,0.0270,0.0273,0.0236,118.2652,0.8795,0.0306,673,697,126.0274,0.0247,1.1584,0.8632,0.9174
291,0.0007,0,0.1098,1.6360,1.5685,0.0270,0.0404,0.0414,0.0230,103.5713,0.7787,0.0420,731,698,105.5241,0.0256,1.8001,0.5555,0.8757
292,0.0015,0,0.1529,1.5483,1.5775,0.0315,0.0539,0.0580,0.0321,85.6946,0.7872,0.0584,690,726,67.3801,0.0315,1.8066,0.5535,0.9446
293,0.0005,0,0.0849,2.3528,1.5843,0.0270,0.0247,0.0278,0.0247,25.7533,0.9411,0.0312,1047,714,30.2564,0.0247,1.1255,0.8885,0.9224
294,0.0023,0,0.2023,0.6225,1.6090,0.0382,0.0697,0.0771,0.0387,86.6131,0.7192,0.0774,278,747,64.1790,0.0378,1.9931,0.5017,0.9383
295,0.0008,0,0.1080,0.9865,1.6090,0.0315,0.0337,0.0380,0.0271,54.1440,0.8712,0.0414,439,729,40.6013,0.0289,1.4005,0.7140,0.9169
296,0.0012,0,0.1389,2.6135,1.6157,0.0315,0.0427,0.0467,0.0335,90.3095,0.7996,0.0486,1163,719,123.6901,0.0315,1.3951,0.7168,0.9474
297,0.0005,0,0.0831,1.8157,1.6202,0.0202,0.0292,0.0304,0.0211,84.9639,0.9194,0.0313,809,734,68.9625,0.0202,1.4391,0.6949,0.9390
298,0.0007,0,0.1035,1.0899,1.6225,0.0404,0.0225,0.0404,0.0234,0.5766,0.8714,0.0410,485,726,170.5377,0.0225,1.7283,0.5786,0.9363
299,0.0007,0,0.0990,2.6899,1.6315,0.0360,0.0247,0.0341,0.0250,173.3287,0.8617,0.0377,1197,729,162.6460,0.0247,1.3629,0.7337,0.9110
300,0.0005,0,0.0855,2.1685,1.6337,0.0315,0.0225,0.0309,0.0222,3.1529,0.9291,0.0322,965,732,167.9052,0.0225,1.3907,0.7191,0.9145
301,0.0021,0,0.1926,2.4472,1.6404,0.0337,0.0719,0.0786,0.0334,87.5255,0.6998,0.0741,1092,762,75.9638,0.0337,2.3510,0.4254,0.9150
302,0.0007,0,0.1029,0.9573,1.6607,0.0337,0.0270,0.0357,0.0266,178.2863,0.8867,0.0382,426,749,28.0725,0.0264,1.3428,0.7447,0.9221
303,0.0010,0,0.1246,2.6000,1.6652,0.0270,0.0427,0.0445,0.0282,84.0871,0.7968,0.0449,1157,758,53.1301,0.0270,1.5820,0.6321,0.9264
304,0.0026,0,0.2188,0.0652,1.6697,0.0382,0.0787,0.0811,0.0402,94.4104,0.6722,0.0831,31,743,108.9246,0.0382,2.0189,0.4953,0.9218
305,0.0010,0,0.1194,2.8090,1.6742,0.0382,0.0360,0.0409,0.0302,27.1492,0.8553,0.0436,1250,759,34.5085,0.0326,1.3569,0.7370,0.8993
306,0.0055,0,0.2888,3.1461,1.6742,0.0607,0.0989,0.1077,0.0651,89.0559,0.8299,0.1048,1405,788,67.2856,0.0607,1.6534,0.6048,0.9737
307,0.0012,0,0.1553,0.6787,1.6764,0.0292,0.0539,0.0577,0.0256,97.0759,0.6051,0.0568,306,770,71.5651,0.0292,2.2479,0.4449,0.8379
308,0.0011,0,0.1355,2.7011,1.6809,0.0292,0.0449,0.0487,0.0290,83.9708,0.7607,0.0493,1202,767,59.9314,0.0292,1.6765,0.5965,0.9148
309,0.0007,0,0.1016,1.3798,1.6831,0.0247,0.0360,0.0380,0.0242,75.6001,0.8791,0.0393,616,765,59.0362,0.0247,1.5716,0.6363,0.9316
310,0.0008,0,0.1080,2.0112,1.6831,0.0315,0.0315,0.0341,0.0291,148.1229,0.8385,0.0383,898,749,130.2364,0.0313,1.1712,0.8538,0.9139
311,0.0007,0,0.1003,2.3730,1.6989,0.0247,0.0360,0.0369,0.0237,84.7553,0.8581,0.0371,1058,756,104.0362,0.0242,1.5564,0.6425,0.9128
