label,area,bbox-0,bbox-1,bbox-2,bbox-3,major_axis_length,minor_axis_length,eccentricity,perimeter,solidity,area_um2,area_nm2,equiv_diameter_nm,major_axis_length_nm,minor_axis_length_nm,bbox_height_px,bbox_width_px,bbox_height_nm,bbox_width_nm,bbox_major_nm,bbox_minor_nm,aspect_ratio,fraction_of_total_grain_area,sample_id,field_of_view_area_um2,masked_area_um2,masked_area_fraction,grain_area_fraction_of_total_grain_area,grain_area_fraction_of_fov,area_rank
1,5.0,0,2,2,5,3.098386676965933,1.7888543819998317,0.816496580927726,5.207106781186548,1.0,0.00030517578125,305.17578125,19.7119728282825,24.20614591379635,13.975424859373685,2,3,15.625,23.4375,23.4375,15.625,1.5,0.0006888001102080177,230728B-JC-37-Center,1.890625,0.43927001953125,0.2323411673553719,0.0006947339169098236,0.00016141528925619835,178
2,36.0,0,22,7,30,9.45337066564475,4.874139908542922,0.8568305574694313,21.31370849898476,0.9473684210526315,0.002197265625,2197.265625,52.89277345760215,73.85445832534961,38.07921803549158,7,8,54.6875,62.5,62.5,54.6875,1.1428571428571428,0.004959360793497727,230728B-JC-37-Center,1.890625,0.43927001953125,0.2323411673553719,0.005002084201750729,0.0011621900826446281,83
3,65.0,0,41,10,56,18.528292577289086,5.9377347277393016,0.9472591619107208,44.17766952966369,0.6989247311827957,0.00396728515625,3967.28515625,71.07252877292547,144.75228576007098,46.388552560463296,10,15,78.125,117.1875,117.1875,78.125,1.5,0.008954401432704229,230728B-JC-37-Center,1.890625,0.43927001953125,0.2323411673553719,0.009031540919827706,0.0020983987603305785,28
4,65.0,0,60,15,68,16.108576920395375,5.910708205722602,0.9302488475174854,36.72792206135785,0.8227848101265823,0.00396728515625,3967.28515625,71.07252877292547,125.84825719058887,46.17740785720783,15,8,117.1875,62.5,117.1875,62.5,1.875,0.008954401432704229,230728B-JC-37-Center,1.890625,0.43927001953125,0.2323411673553719,0.009031540919827706,0.0020983987603305785,29
5,72.0,0,70,11,86,18.58437763082151,9.308859150954268,0.8655068961998188,47.97056274847714,0.5538461538461539,0.00439453125,4394.53125,74.80167757526863,145.19045024079304,72.72546211683022,11,16,85.9375,125.0,125.0,85.9375,1.4545454545454546,0.009918721586995454,230728B-JC-37-Center,1.890625,0.43927001953125,0.2323411673553719,0.010004168403501459,0.0023243801652892563,20
6,4.0,0,99,2,102,3.4641016151377544,1.4142135623730951,0.9128709291752769,3.2071067811865475,0.8,0.000244140625,244.140625,17.630924485867386,27.063293868263706,11.048543456039805,2,3,15.625,23.4375,23.4375,15.625,1.5,0.0005510400881664141,230728B-JC-37-Center,1.890625,0.43927001953125,0.2323411673553719,0.0005557871335278589,0.00012913223140495868,186
7,26.0,0,109,9,112,10.03079444075773,3.2195358994696512,0.9470909899414479,19.414213562373096,1.0,0.0015869140625,1586.9140625,44.95021399805931,78.36558156841976,25.15262421460665,9,3,70.3125,23.4375,70.3125,23.4375,3.0,0.0035817605730816917,230728B-JC-37-Center,1.890625,0.43927001953125,0.2323411673553719,0.0036126163679310822,0.0008393595041322314,117
8,23.0,0,116,7,121,8.116814123851961,3.833014175030254,0.8814746407848173,18.035533905932738,0.7931034482758621,0.00140380859375,1403.80859375,42.277471717234455,63.412610342593446,29.94542324242386,7,5,54.6875,39.0625,54.6875,39.0625,1.4,0.003168480506956881,230728B-JC-37-Center,1.890625,0.43927001953125,0.2323411673553719,0.0031957760177851883,0.0007425103305785124,125
10,45.0,0,143,8,150,8.592388247889474,7.004760286167305,0.5791393591013082,23.65685424949238,0.9183673469387755,0.00274658203125,2746.58203125,59.1359184848475,67.12803318663651,54.72468973568207,8,7,62.5,54.6875,62.5,54.6875,1.1428571428571428,0.006199200991872158,230728B-JC-37-Center,1.890625,0.43927001953125,0.2323411673553719,0.006252605252188412,0.001452737603305785,60
13,24.0,4,170,10,176,6.259766593468924,5.326431990633695,0.5253285784665691,16.65685424949238,0.8888888888888888,0.00146484375,1464.84375,43.18676868391694,48.90442651147597,41.61274992682574,6,6,46.875,46.875,46.875,46.875,1.0,0.0033062405289984846,230728B-JC-37-Center,1.890625,0.43927001953125,0.2323411673553719,0.003334722801167153,0.0007747933884297521,123
14,10.0,5,0,9,3,4.09878030638384,2.9933259094191533,0.6831300510639732,8.82842712474619,1.0,0.0006103515625,610.3515625,27.87693931488705,32.02172114362375,23.385358667337137,4,3,31.25,23.4375,31.25,23.4375,1.3333333333333333,0.0013776002204160353,230728B-JC-37-Center,1.890625,0.43927001953125,0.2323411673553719,0.0013894678338196471,0.0003228305785123967,159
15,38.0,5,89,14,95,9.04569185032274,5.557391494509179,0.7890189412588927,22.485281374238568,0.8636363636363636,0.0023193359375,2319.3359375,54.34215889298475,70.66946758064641,43.41712105085296,9,6,70.3125,46.875,70.3125,46.875,1.5,0.005234880837580934,230728B-JC-37-Center,1.890625,0.43927001953125,0.2323411673553719,0.005279977768514659,0.0012267561983471075,77
16,46.0,8,19,14,29,11.174496094933113,5.817012235954734,0.8538241883197425,27.692388155425117,0.8846153846153846,0.0028076171875,2807.6171875,59.78937388535791,87.30075074166494,45.44540809339636,6,10,46.875,78.125,78.125,46.875,1.6666666666666667,0.006336961013913762,230728B-JC-37-Center,1.890625,0.43927001953125,0.2323411673553719,0.0063915520355703765,0.0014850206611570248,58
17,21.0,9,39,17,44,9.25675309858344,3.025148647494789,0.9450919601642668,16.86396103067893,0.8076923076923077,0.00128173828125,1281.73828125,40.397523014268835,72.31838358268313,23.63397380855304,8,5,62.5,39.0625,62.5,39.0625,1.6,0.0028929604628736743,230728B-JC-37-Center,1.890625,0.43927001953125,0.2323411673553719,0.0029178824510212586,0.0006779442148760331,126
18,160.0,9,120,43,130,39.9081850324387,8.785706711280293,0.9754664846056874,93.76955262170047,0.5734767025089605,0.009765625,9765.625,111.5077572595482,311.7826955659274,68.63833368187728,34,10,265.625,78.125,265.625,78.125,3.4,0.022041603526656565,230728B-JC-37-Center,1.890625,0.43927001953125,0.2323411673553719,0.022231485341114354,0.005165289256198347,2
19,13.0,10,0,17,2,7.554371880072024,1.9753176197160076,0.9652088777670543,13.207106781186548,1.0,0.00079345703125,793.45703125,31.784601133814213,59.01853031306268,15.43216890403131,7,2,54.6875,15.625,54.6875,15.625,3.5,0.0017908802865408459,230728B-JC-37-Center,1.890625,0.43927001953125,0.2323411673553719,0.0018063081839655411,0.0004196797520661157,147
20,75.0,10,100,25,111,18.040627227747034,7.084100531513051,0.9196773699227303,43.45584412271571,0.7575757575757576,0.00457763671875,4577.63671875,76.34414248483124,140.9424002167737,55.34453540244571,15,11,117.1875,85.9375,117.1875,85.9375,1.3636363636363635,0.010332001653120265,230728B-JC-37-Center,1.890625,0.43927001953125,0.2323411673553719,0.010421008753647354,0.0024212293388429754,17
21,53.0,10,161,19,170,10.422862743467634,6.561082646586712,0.7770089900651244,26.14213562373095,0.9137931034482759,0.00323486328125,3234.86328125,64.17753385336059,81.4286151833409,51.25845817645869,9,9,70.3125,70.3125,70.3125,70.3125,1.0,0.007301281168204987,230728B-JC-37-Center,1.890625,0.43927001953125,0.2323411673553719,0.00736417951924413,0.0017110020661157024,41
22,5.0,11,97,15,99,4.743365517193277,1.349252967497849,0.9586907114045357,4.207106781186548,0.8333333333333334,0.00030517578125,305.17578125,19.7119728282825,37.05754310307248,10.541038808576946,4,2,31.25,15.625,31.25,15.625,2.0,0.0006888001102080177,230728B-JC-37-Center,1.890625,0.43927001953125,0.2323411673553719,0.0006947339169098236,0.00016141528925619835,179
23,14.0,11,146,16,150,4.5929853357921715,3.9026934695723883,0.5272545807975708,11.242640687119284,0.875,0.0008544921875,854.4921875,32.98443941909962,35.88269793587634,30.489792731034285,5,4,39.0625,31.25,39.0625,31.25,1.25,0.0019286403085824494,230728B-JC-37-Center,1.890625,0.43927001953125,0.2323411673553719,0.001945254967347506,0.0004519628099173554,142
25,49.0,14,57,27,63,13.803336126565771,5.220839612011214,0.925711542252865,31.556349186104043,0.8032786885245902,0.00299072265625,2990.72265625,61.708235700535845,107.83856348879509,40.78780946883761,13,6,101.5625,46.875,101.5625,46.875,2.1666666666666665,0.006750241080038573,230728B-JC-37-Center,1.890625,0.43927001953125,0.2323411673553719,0.0068083923857162705,0.0015818698347107437,49
26,8.0,14,141,17,144,3.4641016151377544,2.7386127875258306,0.6123724356957945,7.414213562373095,1.0,0.00048828125,488.28125,24.933892525089544,27.063293868263706,21.395412402545553,3,3,23.4375,23.4375,23.4375,23.4375,1.0,0.0011020801763328282,230728B-JC-37-Center,1.890625,0.43927001953125,0.2323411673553719,0.0011115742670557178,0.00025826446280991736,167
