label,area,bbox-0,bbox-1,bbox-2,bbox-3,major_axis_length,minor_axis_length,eccentricity,perimeter,solidity,area_um2,area_nm2,equiv_diameter_nm,major_axis_length_nm,minor_axis_length_nm,bbox_height_px,bbox_width_px,bbox_height_nm,bbox_width_nm,bbox_major_nm,bbox_minor_nm,aspect_ratio,fraction_of_total_grain_area,sample_id,field_of_view_area_um2,masked_area_um2,masked_area_fraction,grain_area_fraction_of_total_grain_area,grain_area_fraction_of_fov,area_rank
35,19.0,5,429,10,434,5.173981358924004,4.679181214924815,0.4267542680489714,13.65685424949238,0.9047619047619048,0.00013937704013671875,139.37704013671876,13.321424816070175,14.013405136810732,12.673269871797928,5,5,13.5421875,13.5421875,13.5421875,13.5421875,1.0,0.00019914472580915649,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,0.00020065688728363378,7.2479248046875e-05,2056
36,5.0,6,1,8,4,3.098386676965933,1.7888543819998317,0.816496580927726,5.207106781186548,1.0,3.6678168457031246e-05,36.67816845703125,6.833746740108977,8.39178666539492,4.845000290247669,2,3,5.416875,8.1253125,8.1253125,5.416875,1.5,5.240650679188328e-05,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,5.280444402200888e-05,1.9073486328125e-05,2855
37,32.0,6,39,15,44,9.451646474120789,4.791998949106735,0.8619451711127253,20.86396103067893,0.8421052631578947,0.000234740278125,234.740278125,17.288163721196085,25.599193747251526,12.978829653721272,9,5,24.3759375,13.5421875,24.3759375,13.5421875,1.7999999999999998,0.000335401643468053,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,0.0003379484417408569,0.0001220703125,1122
38,19.0,6,57,11,62,5.127073205848132,4.711757099842152,0.3942680667296091,13.65685424949238,0.95,0.00013937704013671875,139.37704013671876,13.321424816070175,13.886357335964298,12.761499620103729,5,5,13.5421875,13.5421875,13.5421875,13.5421875,1.0,0.00019914472580915649,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,0.00020065688728363378,7.2479248046875e-05,2057
39,32.0,6,89,12,97,7.0790702257331946,5.818549195386921,0.5695785243999365,19.31370849898476,0.9142857142857143,0.000234740278125,234.740278125,17.288163721196085,19.17321926450925,15.759176836380764,6,8,16.250625,21.6675,21.6675,16.250625,1.3333333333333335,0.000335401643468053,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,0.0003379484417408569,0.0001220703125,1123
40,112.0,6,156,21,178,26.296435180770132,10.321739829606521,0.9197456913403572,70.45584412271572,0.5833333333333334,0.0008215909734375,821.5909734375,32.343192745585306,71.2222511599171,27.95578721974991,15,22,40.6265625,59.58562499999999,59.58562499999999,40.6265625,1.4666666666666666,0.0011739057521381855,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,0.001182819546092999,0.00042724609375,20
41,26.0,6,211,12,217,6.017223646743644,5.485332950080133,0.4110666397770881,16.485281374238568,0.9285714285714286,0.0001907264759765625,190.7264759765625,15.583340188847204,16.29727417072724,14.856681461982662,6,6,16.250625,16.250625,16.250625,16.250625,1.0,0.00027251383531779307,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,0.00027458310891444627,9.918212890625e-05,1518
42,25.0,6,254,11,260,6.402487289320216,4.897035481808672,0.6441911507451396,15.65685424949238,1.0,0.00018339084228515624,183.39084228515625,15.280722251901262,17.34073666766822,13.263314537761175,5,6,13.5421875,16.250625,16.250625,13.5421875,1.2,0.00026203253395941644,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,0.00026402222011004444,9.5367431640625e-05,1581
43,45.0,6,324,16,333,11.337642486972985,6.266121814222209,0.8333915917672745,28.106601717798213,0.7894736842105263,0.00033010351611328123,330.1035161132812,20.50124022032693,30.707296073310896,16.971399301207462,10,9,27.084375,24.3759375,27.084375,24.3759375,1.1111111111111112,0.00047165856112694956,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,0.00047523999619808,0.000171661376953125,607
45,42.0,6,411,14,420,11.21806542987585,5.088415221095027,0.8912098893436975,26.14213562373095,0.8571428571428571,0.0003080966150390625,308.0966150390625,19.806079719792624,30.383429087729372,13.781654600384563,8,9,21.6675,24.3759375,24.3759375,21.6675,1.125,0.00044021465705181955,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,0.00044355732978487467,0.00016021728515625,712
46,30.0,6,492,14,498,9.317079314882216,4.5059010365636105,0.8752795419616776,18.48528137423857,0.8823529411764706,0.0002200690107421875,220.06901074218752,16.73919254467492,25.234727006901302,12.203951338717754,8,6,21.6675,16.250625,21.6675,16.250625,1.3333333333333335,0.0003144390407512997,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,0.00031682666413205337,0.00011444091796875,1233
47,22.0,7,73,13,79,5.78399044384977,4.898979485566356,0.5316095330711949,15.31370849898476,0.9166666666666666,0.0001613839412109375,161.3839412109375,14.334588094360448,15.66557661776436,13.268579750438628,6,6,16.250625,16.250625,16.250625,16.250625,1.0,0.00023058862988428646,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,0.0002323395536968391,8.392333984375e-05,1812
48,45.0,7,178,16,187,10.6563672156036,5.585020595320971,0.8516556619710022,25.556349186104043,0.9,0.00033010351611328123,330.1035161132812,20.50124022032693,28.862104580511378,15.126679218639643,9,9,24.3759375,24.3759375,24.3759375,24.3759375,1.0,0.00047165856112694956,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,0.00047523999619808,0.000171661376953125,608
49,8.0,7,286,10,289,3.4641016151377544,2.7386127875258306,0.6123724356957945,7.414213562373095,1.0,5.868506953125e-05,58.68506953125,8.644081860598043,9.382302718249662,7.417361571714492,3,3,8.1253125,8.1253125,8.1253125,8.1253125,1.0,8.385041086701326e-05,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,8.448711043521423e-05,3.0517578125e-05,2687
50,20.0,7,350,12,355,5.215361924162119,4.79583152331272,0.39295262399668773,13.65685424949238,0.9523809523809523,0.00014671267382812498,146.712673828125,13.667493480217955,14.12548181147284,12.989209941422295,5,5,13.5421875,13.5421875,13.5421875,13.5421875,1.0,0.00020962602716753312,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,0.00021121777608803553,7.62939453125e-05,1982
51,47.0,8,4,15,15,11.36071322039836,5.845050566833923,0.8574923005937343,27.556349186104047,0.8392857142857143,0.00034477478349609374,344.77478349609373,20.951870760739496,30.769781712872682,15.830954144609255,7,11,18.959062499999998,29.792812499999997,29.792812499999997,18.959062499999998,1.5714285714285714,0.0004926211638437029,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,0.0004963617738068835,0.000179290771484375,550
53,23.0,8,365,13,370,5.897678246195885,4.86335007099463,0.5656854249492381,14.82842712474619,1.0,0.00016871957490234376,168.71957490234377,14.65675389493084,15.973492924931168,13.17207970790952,5,5,13.5421875,13.5421875,13.5421875,13.5421875,1.0,0.00024106993124266312,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,0.0002429004425012409,8.7738037109375e-05,1719
54,25.0,8,372,14,378,5.993871251740861,5.298443867547757,0.4675305328410966,15.899494936611665,0.9615384615384616,0.00018339084228515624,183.39084228515625,15.280722251901262,16.234025668386888,14.350504062511378,6,6,16.250625,16.250625,16.250625,16.250625,1.0,0.00026203253395941644,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,0.00026402222011004444,9.5367431640625e-05,1582
55,20.0,8,380,13,385,5.215361924162119,4.79583152331272,0.39295262399668773,13.65685424949238,0.9523809523809523,0.00014671267382812498,146.712673828125,13.667493480217955,14.12548181147284,12.989209941422295,5,5,13.5421875,13.5421875,13.5421875,13.5421875,1.0,0.00020962602716753312,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,0.00021121777608803553,7.62939453125e-05,1983
56,69.0,8,389,15,403,16.47624842854918,6.5831368333623,0.91671003401175,38.17766952966369,0.8023255813953488,0.0005061587247070312,506.1587247070312,25.386242420053247,44.62488910319867,17.830014667109705,7,14,18.959062499999998,37.918124999999996,37.918124999999996,18.959062499999998,2.0,0.0007232097937279892,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,0.0007287013275037226,0.000263214111328125,182
59,39.0,9,104,16,112,7.892442467516878,6.374253987379321,0.5896755647351749,21.899494936611664,0.8863636363636364,0.00028608971396484374,286.0897139648437,19.085615975441048,21.376187145615244,17.26426853394268,7,8,18.959062499999998,21.6675,21.6675,18.959062499999998,1.142857142857143,0.0004087707529766896,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,0.00041187466337166934,0.000148773193359375,816
60,60.0,9,188,18,198,12.07160839730164,6.376052735037119,0.8491287938153046,28.14213562373095,0.9523809523809523,0.000440138021484375,440.13802148437503,23.672793119853875,32.69519686856666,17.269140329552098,9,10,24.3759375,27.084375,27.084375,24.3759375,1.1111111111111112,0.0006288780815025994,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,0.0006336533282641067,0.0002288818359375,299
61,100.0,9,270,32,284,27.754209816621096,8.703093556602337,0.9495626364688704,62.62741699796952,0.5649717514124294,0.000733563369140625,733.563369140625,30.561444503802523,75.1705426502047,23.571784954710143,23,14,62.294062499999995,37.918124999999996,62.294062499999995,37.918124999999996,1.6428571428571428,0.0010481301358376658,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,0.0010560888804401777,0.0003814697265625,37
62,5.0,9,422,12,425,2.5298221281347035,2.5298221281347035,0.0,5.656854249492381,1.0,3.6678168457031246e-05,36.67816845703125,6.833746740108977,6.851865120169836,6.851865120169836,3,3,8.1253125,8.1253125,8.1253125,8.1253125,1.0,5.240650679188328e-05,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,5.280444402200888e-05,1.9073486328125e-05,2856
63,22.0,9,436,14,442,5.752469825293227,4.851514205136848,0.537318610054862,14.48528137423857,1.0,0.0001613839412109375,161.3839412109375,14.334588094360448,15.580204992442626,13.140023004975331,5,6,13.5421875,16.250625,16.250625,13.5421875,1.2,0.00023058862988428646,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,0.0002323395536968391,8.392333984375e-05,1813
64,6.0,9,473,12,475,3.265986323710904,2.0,0.7905694150420949,6.0,1.0,4.40138021484375e-05,44.0138021484375,7.4859944836701615,8.845719833625752,5.416875,3,2,8.1253125,5.416875,8.1253125,5.416875,1.5,6.288780815025994e-05,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,6.336533282641067e-05,2.288818359375e-05,2787
65,15.0,10,223,15,227,4.618802153517007,4.061745656460751,0.47609522856952347,11.65685424949238,0.9375,0.00011003450537109375,110.03450537109376,11.836396559926937,12.509736957666219,11.000984251420414,5,4,13.5421875,10.83375,13.5421875,10.83375,1.25,0.00015721952037564985,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,0.00015841333206602668,5.7220458984375e-05,2318
66,22.0,10,296,15,301,5.502816709244202,4.972652484064489,0.4282593998234223,14.242640687119284,1.0,0.0001613839412109375,161.3839412109375,14.334588094360448,14.904035130943594,13.468118462308414,5,5,13.5421875,13.5421875,13.5421875,13.5421875,1.0,0.00023058862988428646,230728F-JC-41_230818,1.9229923584,0.6946038186055664,0.3612098693847656,0.0002323395536968391,8.392333984375e-05,1814
