#	z_max	A_0	V_L	D_min	D_max	M_min	M_max
7.11066e-09	4.00543e-15	1.56829e-23	6.83594e-08	8.40071e-08	6.82838e-08	7.93799e-08
8.82414e-09	3.14713e-15	1.62667e-23	4.88281e-08	7.8733e-08	4.86522e-08	7.42586e-08
4.62929e-09	3.91006e-15	1.13275e-23	5.85937e-08	8.40071e-08	5.88947e-08	7.93799e-08
5.19637e-09	2.95639e-15	9.89678e-24	4.88281e-08	7.6272e-08	4.86522e-08	7.3405e-08
7.77543e-09	3.52859e-15	1.51393e-23	5.85937e-08	7.8733e-08	5.80412e-08	7.76728e-08
3.68201e-09	1.71661e-15	3.12844e-24	4.80405e-08	5.69429e-08	3.32883e-08	5.54805e-08
3.90343e-09	1.71661e-15	3.04159e-24	3.90625e-08	6.25305e-08	3.67025e-08	6.23089e-08
5.34772e-09	2.19345e-15	6.40579e-24	4.88281e-08	6.55098e-08	4.5238e-08	6.31625e-08
3.21259e-09	1.52588e-15	1.8936e-24	3.90625e-08	5.25895e-08	3.67025e-08	5.03593e-08
2.88499e-09	5.72205e-16	1.77359e-25	1.95312e-08	3.52105e-08	1.96316e-08	3.32883e-08
5.49412e-09	3.24249e-15	1.15082e-23	5.85937e-08	7.8733e-08	5.29199e-08	7.59657e-08
6.37283e-09	3.43323e-15	1.35259e-23	5.85937e-08	7.8733e-08	5.88947e-08	7.76728e-08
4.41993e-09	4.1008e-15	1.19852e-23	6.83594e-08	8.40071e-08	6.82838e-08	8.02334e-08
6.0074e-09	4.86374e-15	1.85525e-23	7.8125e-08	9.00346e-08	7.3405e-08	8.53547e-08
3.62911e-09	2.67029e-15	5.11817e-24	5.52427e-08	7.04209e-08	4.5238e-08	6.74302e-08
3.94077e-09	2.00272e-15	4.25731e-24	4.88281e-08	5.69429e-08	4.18238e-08	5.71876e-08
8.29298e-09	3.52859e-15	1.50772e-23	5.85937e-08	8.40071e-08	5.80412e-08	7.93799e-08
6.82382e-09	3.33786e-15	1.28664e-23	5.85937e-08	7.6272e-08	5.88947e-08	7.3405e-08
3.89337e-09	1.33514e-15	2.69181e-24	3.90625e-08	5.52427e-08	2.8167e-08	5.54805e-08
4.95198e-09	3.43323e-15	1.15273e-23	5.85937e-08	7.8733e-08	5.88947e-08	7.59657e-08
3.14224e-09	1.90735e-16	7.47829e-26	9.76562e-09	2.18366e-08	9.38902e-09	2.13387e-08
3.94449e-09	5.72205e-16	7.38202e-25	1.95312e-08	3.52105e-08	1.96316e-08	3.32883e-08
3.94763e-09	2.86102e-16	2.05292e-25	1.95312e-08	2.76214e-08	1.36568e-08	2.47529e-08
2.62215e-09	9.53674e-17	6.59113e-27	9.76562e-09	1.38107e-08	9.38902e-09	1.45103e-08
8.60733e-09	2.76566e-15	1.00059e-23	5.85937e-08	7.04209e-08	5.4627e-08	6.74302e-08
6.15949e-09	4.3869e-15	1.41898e-23	6.83594e-08	8.40071e-08	6.74302e-08	8.1087e-08
6.60066e-09	2.57492e-15	1.12825e-23	4.88281e-08	7.04209e-08	4.86522e-08	6.4016e-08
6.30343e-09	2.76566e-15	1.14149e-23	5.85937e-08	7.04209e-08	4.95057e-08	6.91373e-08
7.97957e-09	4.00543e-15	1.55519e-23	6.83594e-08	8.34375e-08	6.06018e-08	8.1087e-08
5.84282e-09	2.86102e-15	9.92334e-24	5.85937e-08	7.04209e-08	5.20664e-08	6.91373e-08
7.91283e-09	3.05176e-15	1.36251e-23	5.85937e-08	7.04209e-08	5.54805e-08	6.74302e-08
6.48859e-09	3.91006e-15	1.50255e-23	6.83594e-08	8.40071e-08	6.06018e-08	7.93799e-08
7.12984e-09	3.8147e-15	1.52883e-23	6.83594e-08	8.40071e-08	5.88947e-08	7.93799e-08
8.01733e-09	2.09808e-15	8.29694e-24	4.88281e-08	6.25305e-08	4.18238e-08	5.71876e-08
3.99605e-09	3.8147e-16	2.42697e-25	1.95312e-08	2.76214e-08	1.96316e-08	2.8167e-08
7.66892e-09	4.673e-15	2.1092e-23	6.83594e-08	9.00346e-08	6.91373e-08	8.79153e-08
5.39437e-09	2.00272e-15	6.28009e-24	4.88281e-08	5.69429e-08	4.18238e-08	5.71876e-08
5.53694e-09	3.71933e-15	1.33267e-23	6.83594e-08	8.40071e-08	6.06018e-08	8.02334e-08
5.68647e-09	3.52859e-15	1.37428e-23	6.83594e-08	7.8733e-08	5.4627e-08	7.42586e-08
4.11443e-09	1.62125e-15	3.17413e-24	3.90625e-08	5.69429e-08	3.75561e-08	5.29199e-08
7.35645e-09	4.29153e-15	1.68891e-23	6.83594e-08	8.73464e-08	6.74302e-08	8.45011e-08
3.99811e-09	7.62939e-16	1.00875e-24	2.92969e-08	4.1432e-08	2.8167e-08	4.18238e-08
6.84728e-09	4.29153e-15	1.67629e-23	6.83594e-08	8.73464e-08	6.74302e-08	8.1087e-08
6.98721e-09	4.57764e-15	1.89254e-23	5.85937e-08	9.95902e-08	5.80412e-08	9.81579e-08
4.06095e-09	1.43051e-15	2.58654e-24	3.90625e-08	5.25895e-08	3.75561e-08	5.03593e-08
5.54725e-09	3.14713e-15	1.08659e-23	5.85937e-08	7.6272e-08	5.63341e-08	7.25515e-08
3.91234e-09	2.28882e-15	3.75176e-24	4.88281e-08	6.55098e-08	4.86522e-08	6.4016e-08
3.50828e-09	5.72205e-16	5.61734e-25	1.95312e-08	3.52105e-08	1.96316e-08	3.32883e-08
5.71396e-09	3.71933e-15	1.37249e-23	6.83594e-08	7.8733e-08	5.88947e-08	7.42586e-08
6.61801e-09	2.86102e-15	1.16577e-23	5.85937e-08	7.04209e-08	5.63341e-08	6.74302e-08
8.4446e-09	3.14713e-15	1.31264e-23	5.85937e-08	7.43728e-08	5.03593e-08	7.08444e-08
6.14766e-09	4.19617e-15	1.58248e-23	6.83594e-08	8.73464e-08	5.88947e-08	8.36476e-08
5.07343e-09	2.76566e-15	9.76962e-24	4.88281e-08	7.6272e-08	4.86522e-08	7.42586e-08
3.79207e-09	1.04904e-15	1.27518e-24	3.90625e-08	4.36732e-08	2.90206e-08	4.26773e-08
3.78389e-09	5.72205e-16	6.17121e-25	1.95312e-08	3.52105e-08	1.96316e-08	3.32883e-08
5.88583e-09	3.05176e-15	1.17438e-23	5.85937e-08	7.04209e-08	5.54805e-08	6.74302e-08
8.04056e-09	4.86374e-15	2.07569e-23	7.8125e-08	8.73464e-08	7.3405e-08	8.45011e-08
4.33691e-09	1.43051e-15	2.79113e-24	3.90625e-08	5.25895e-08	3.75561e-08	5.03593e-08
4.64875e-09	2.67029e-15	8.9066e-24	4.88281e-08	7.04209e-08	4.86522e-08	6.4016e-08
5.77095e-09	4.19617e-15	1.6854e-23	6.83594e-08	8.73464e-08	5.97483e-08	8.45011e-08
4.60116e-09	2.09808e-15	5.8627e-24	4.88281e-08	6.25305e-08	4.18238e-08	5.71876e-08
3.94838e-09	2.47955e-15	4.93539e-24	4.88281e-08	7.04209e-08	4.86522e-08	6.31625e-08
7.44915e-09	3.14713e-15	1.32931e-23	5.85937e-08	7.6272e-08	5.71876e-08	7.3405e-08
7.22335e-09	2.76566e-15	1.07111e-23	5.85937e-08	7.10948e-08	5.03593e-08	7.08444e-08
4.01666e-09	2.00272e-15	3.44992e-24	4.83374e-08	6.55098e-08	4.09703e-08	6.23089e-08
4.04497e-09	2.09808e-15	5.28672e-24	4.88281e-08	6.25305e-08	4.18238e-08	5.71876e-08
4.14477e-09	1.90735e-15	3.43502e-24	4.83374e-08	6.25305e-08	3.92632e-08	5.97483e-08
4.27749e-09	1.81198e-15	3.99723e-24	3.90625e-08	6.25305e-08	3.92632e-08	5.88947e-08
4.06943e-09	1.04904e-15	1.99762e-24	2.92969e-08	4.88281e-08	2.98741e-08	4.69451e-08
3.98527e-09	1.33514e-15	1.67878e-24	3.90625e-08	4.88281e-08	3.84096e-08	4.5238e-08
6.57481e-09	3.05176e-15	1.18346e-23	5.85937e-08	7.04209e-08	5.54805e-08	6.74302e-08
5.534e-09	3.24249e-15	1.14351e-23	5.85937e-08	7.8733e-08	5.29199e-08	7.3405e-08
5.3008e-09	4.00543e-15	1.40822e-23	5.85937e-08	8.84315e-08	5.80412e-08	8.79153e-08
5.3425e-09	2.38419e-15	8.992e-24	3.90625e-08	7.43728e-08	3.92632e-08	7.08444e-08
3.67344e-09	1.14441e-15	1.05898e-24	2.92969e-08	4.88281e-08	2.98741e-08	4.86522e-08
8.58029e-09	3.33786e-15	1.34827e-23	5.85937e-08	7.8733e-08	5.4627e-08	7.68192e-08
5.64683e-09	3.05176e-15	9.6891e-24	5.85937e-08	7.10948e-08	5.63341e-08	6.91373e-08
7.97313e-09	4.19617e-15	1.69069e-23	6.83594e-08	8.73464e-08	6.14554e-08	8.1087e-08
7.96961e-09	3.52859e-15	1.30628e-23	5.85937e-08	7.8733e-08	5.88947e-08	7.68192e-08
3.97933e-09	5.72205e-16	5.55933e-25	2.76214e-08	3.52105e-08	2.04851e-08	3.15812e-08
7.01942e-09	4.1008e-15	1.77068e-23	6.83594e-08	8.40071e-08	6.82838e-08	8.02334e-08
4.11794e-09	1.62125e-15	3.77094e-24	3.90625e-08	5.69429e-08	3.75561e-08	5.29199e-08
6.58387e-09	5.05447e-15	1.87657e-23	6.83594e-08	9.61803e-08	6.82838e-08	9.13295e-08
3.45276e-09	9.53674e-16	6.19228e-25	3.90625e-08	4.36732e-08	2.73135e-08	4.26773e-08
3.32855e-09	1.90735e-16	7.48247e-26	9.76562e-09	2.18366e-08	9.38902e-09	2.13387e-08
5.3571e-09	4.3869e-15	1.50842e-23	6.83594e-08	9.21287e-08	5.88947e-08	9.0476e-08
4.70287e-09	3.05176e-15	9.34336e-24	5.85937e-08	7.04209e-08	5.54805e-08	6.74302e-08
7.17492e-09	3.33786e-15	1.28958e-23	6.83594e-08	7.43728e-08	6.06018e-08	7.16979e-08
5.72865e-09	2.76566e-15	9.61084e-24	5.85937e-08	7.10948e-08	4.86522e-08	6.91373e-08
3.7123e-09	7.62939e-16	1.07482e-24	2.92969e-08	4.1432e-08	2.8167e-08	4.18238e-08
4.70276e-09	2.57492e-15	7.76067e-24	5.85937e-08	7.04209e-08	4.95057e-08	6.48696e-08
7.58824e-09	4.29153e-15	1.90958e-23	6.83594e-08	8.40071e-08	6.74302e-08	8.1087e-08
4.19027e-09	2.09808e-15	4.61614e-24	4.88281e-08	6.55098e-08	3.92632e-08	6.14554e-08
3.55929e-09	1.52588e-15	2.26088e-24	3.90625e-08	5.25895e-08	3.67025e-08	5.03593e-08
4.55118e-09	4.00543e-15	1.20088e-23	5.85937e-08	8.73464e-08	5.88947e-08	8.45011e-08
4.7493e-09	3.71933e-15	1.10185e-23	6.83594e-08	8.05294e-08	5.97483e-08	7.85263e-08
2.6259e-09	9.53674e-17	8.76334e-27	9.76562e-09	1.38107e-08	9.38902e-09	1.45103e-08
6.76487e-09	4.673e-15	2.05446e-23	6.83594e-08	9.00346e-08	6.74302e-08	8.62082e-08
2.85208e-09	6.67572e-16	3.21358e-25	2.76214e-08	4.1432e-08	1.45103e-08	4.18238e-08
3.03995e-09	1.43051e-15	9.94617e-25	3.90625e-08	5.25895e-08	3.41419e-08	5.03593e-08
7.5398e-09	3.8147e-15	1.59618e-23	5.85937e-08	8.34375e-08	5.88947e-08	7.85263e-08
7.20426e-09	4.57764e-15	1.88177e-23	6.83594e-08	9.26449e-08	6.74302e-08	8.87689e-08
4.60206e-09	2.28882e-15	6.73896e-24	4.88281e-08	6.90534e-08	4.86522e-08	6.91373e-08
6.33588e-09	4.19617e-15	1.58049e-23	6.83594e-08	8.73464e-08	6.31625e-08	8.45011e-08
3.89522e-09	2.86102e-15	5.71124e-24	4.88281e-08	7.43728e-08	4.86522e-08	7.3405e-08
7.05003e-09	3.62396e-15	1.32294e-23	6.83594e-08	7.8733e-08	6.06018e-08	7.59657e-08
3.81454e-09	2.38419e-15	5.07465e-24	4.88281e-08	6.55098e-08	4.95057e-08	6.31625e-08
5.20588e-09	2.47955e-15	8.50424e-24	4.88281e-08	6.55098e-08	4.86522e-08	6.4016e-08
7.63387e-09	3.52859e-15	1.46279e-23	6.83594e-08	7.8733e-08	5.37735e-08	7.68192e-08
6.08258e-09	2.95639e-15	1.17287e-23	5.85937e-08	7.10948e-08	5.29199e-08	6.91373e-08
2.96282e-09	1.90735e-16	3.13928e-26	9.76562e-09	2.18366e-08	9.38902e-09	2.13387e-08
6.04944e-09	4.57764e-15	1.72102e-23	7.8125e-08	9.00346e-08	6.57231e-08	8.62082e-08
6.15408e-09	4.29153e-15	1.67252e-23	6.83594e-08	8.40071e-08	6.74302e-08	8.1087e-08
4.71055e-09	1.14441e-15	4.09593e-24	2.92969e-08	4.88281e-08	2.98741e-08	4.86522e-08
5.5085e-09	4.86374e-15	1.90604e-23	6.83594e-08	9.26449e-08	6.82838e-08	9.0476e-08
7.8277e-09	3.8147e-15	1.60253e-23	6.83594e-08	7.8733e-08	6.14554e-08	7.42586e-08
