#	z_max	r_eq	V_L
8.33545e-09	4.80321e-08	2.78241e-23
8.26289e-09	4.57667e-08	2.76918e-23
7.052e-09	3.69599e-08	1.63603e-23
5.94738e-09	2.69917e-08	7.16233e-24
9.23743e-09	3.89592e-08	1.79093e-23
9.32612e-09	4.0111e-08	2.25263e-23
7.91485e-09	3.73684e-08	1.82353e-23
9.03134e-09	4.19604e-08	2.25326e-23
8.35991e-09	3.6547e-08	1.56805e-23
7.14419e-09	2.69917e-08	5.96839e-24
8.11816e-09	3.39638e-08	1.31401e-23
8.91226e-09	3.93469e-08	1.88342e-23
6.45939e-09	3.57067e-08	1.41839e-23
8.00717e-09	3.44078e-08	1.38639e-23
7.89468e-09	3.81721e-08	1.75147e-23
7.2547e-09	3.21266e-08	1.2717e-23
6.7545e-09	3.21266e-08	1.16302e-23
7.63829e-09	3.81721e-08	1.67447e-23
7.40843e-09	2.69917e-08	6.7374e-24
8.3561e-09	3.52791e-08	1.21391e-23
9.61295e-09	3.77724e-08	1.97149e-23
9.5731e-09	3.61293e-08	1.53255e-23
8.37284e-09	4.23205e-08	2.38075e-23
8.18477e-09	3.85676e-08	1.95012e-23
1.00166e-08	4.23205e-08	2.30296e-23
7.7446e-09	3.52791e-08	1.47087e-23
9.53612e-09	4.08608e-08	2.31788e-23
7.48737e-09	3.01777e-08	1.02551e-23
6.65696e-09	2.52485e-08	6.99099e-24
7.23391e-09	3.73684e-08	1.57592e-23
8.12359e-09	3.16506e-08	1.15735e-23
7.90785e-09	3.44078e-08	1.5114e-23
7.52872e-09	3.69599e-08	1.62915e-23
7.7271e-09	3.61293e-08	1.43911e-23
8.13761e-09	4.54339e-08	2.71024e-23
7.03294e-09	3.11674e-08	1.02687e-23
9.21808e-09	3.52791e-08	1.51307e-23
7.75214e-09	2.75483e-08	8.40037e-24
8.63104e-09	4.0111e-08	2.15328e-23
8.03007e-09	3.73684e-08	1.71656e-23
9.87623e-09	3.89592e-08	2.0057e-23
8.47898e-09	3.77724e-08	1.69578e-23
8.42355e-09	4.98921e-08	3.66456e-23
7.93532e-09	4.26777e-08	2.5138e-23
7.2897e-09	3.52791e-08	1.46697e-23
8.75972e-09	3.73684e-08	1.73916e-23
7.94368e-09	2.75483e-08	8.54838e-24
6.67271e-09	2.69917e-08	8.00786e-24
7.78106e-09	3.6547e-08	1.62698e-23
6.63717e-09	3.21266e-08	1.2079e-23
7.47192e-09	4.04876e-08	1.99427e-23
8.2882e-09	3.25956e-08	1.16509e-23
1.0597e-08	4.9587e-08	3.56254e-23
7.50723e-09	3.85676e-08	1.73622e-23
7.47977e-09	3.48462e-08	1.48515e-23
7.38337e-09	3.61293e-08	1.36638e-23
7.22689e-09	3.06765e-08	1.1217e-23
9.02259e-09	4.15971e-08	2.04372e-23
8.44839e-09	3.81721e-08	1.87392e-23
7.74001e-09	3.01777e-08	1.00918e-23
7.8176e-09	3.6547e-08	1.48935e-23
6.32145e-09	1.10193e-08	4.74666e-25
7.75427e-09	3.6547e-08	1.7113e-23
7.2728e-09	3.52791e-08	1.17857e-23
9.02601e-09	4.15971e-08	2.22101e-23
9.942e-09	4.33831e-08	2.6425e-23
7.48297e-09	3.48462e-08	1.33813e-23
7.73312e-09	3.57067e-08	1.56522e-23
7.86969e-09	3.21266e-08	1.18589e-23
7.58082e-09	3.06765e-08	1.00364e-23
8.42619e-09	3.52791e-08	1.4989e-23
7.72212e-09	1.74231e-08	2.80908e-24
8.29522e-09	3.61293e-08	1.67843e-23
7.94274e-09	3.25956e-08	1.23427e-23
6.7111e-09	2.86291e-08	8.74709e-24
8.01885e-09	4.04876e-08	2.05514e-23
9.44231e-09	4.0111e-08	1.97684e-23
7.4513e-09	2.69917e-08	8.11381e-24
8.59098e-09	3.3058e-08	1.43618e-23
8.9844e-09	3.48462e-08	1.48213e-23
8.47477e-09	3.11674e-08	1.29646e-23
1.05661e-08	4.6751e-08	3.09726e-23
1.1633e-08	4.64253e-08	3.21412e-23
7.89993e-09	3.48462e-08	1.47505e-23
7.62583e-09	4.12305e-08	2.19113e-23
7.69285e-09	3.97308e-08	1.89047e-23
8.40459e-09	4.30319e-08	2.40853e-23
7.85891e-09	3.06765e-08	1.07855e-23
7.32935e-09	4.0111e-08	1.96095e-23
7.36474e-09	3.11674e-08	1.09798e-23
8.61867e-09	3.77724e-08	1.71058e-23
6.65209e-09	2.58426e-08	6.90746e-24
7.12125e-09	3.57067e-08	1.42724e-23
9.20873e-09	3.93469e-08	1.95662e-23
9.41003e-09	3.48462e-08	1.35097e-23
7.41035e-09	3.3514e-08	1.2378e-23
7.30815e-09	3.06765e-08	1.01507e-23
7.09346e-09	3.89592e-08	1.72114e-23
7.26906e-09	3.3514e-08	1.21532e-23
9.76387e-09	3.93469e-08	2.1141e-23
7.63198e-09	4.08608e-08	2.11555e-23
7.4866e-09	2.86291e-08	8.83774e-24
7.66813e-09	3.81721e-08	1.95073e-23
8.00454e-09	4.19604e-08	2.062e-23
9.8636e-09	4.12305e-08	2.38935e-23
7.65039e-09	3.73684e-08	1.80547e-23
4.45771e-09	3.11674e-08	7.5702e-24
7.09897e-09	3.16506e-08	1.178e-23
7.26085e-09	3.11674e-08	1.21248e-23
9.84987e-09	4.8971e-08	3.56337e-23
7.41836e-09	2.91544e-08	9.61452e-24
8.07841e-09	3.39638e-08	1.51653e-23
9.79258e-09	3.57067e-08	1.52687e-23
6.46952e-09	2.52485e-08	7.03623e-24
9.47964e-09	4.26777e-08	2.49529e-23
7.22112e-09	3.81721e-08	1.71322e-23
8.79201e-09	3.85676e-08	1.94189e-23
8.59546e-09	3.52791e-08	1.54409e-23
7.84583e-09	3.16506e-08	1.17709e-23
6.87448e-09	3.3514e-08	1.16282e-23
9.25182e-09	4.0111e-08	2.16359e-23
8.91222e-09	4.83471e-08	3.3952e-23
8.14557e-09	3.21266e-08	1.29751e-23
7.4812e-09	3.77724e-08	1.57815e-23
7.8025e-09	4.23205e-08	2.12845e-23
7.32885e-09	3.44078e-08	1.40393e-23
8.23639e-09	3.81721e-08	1.90349e-23
8.39745e-09	3.73684e-08	1.58656e-23
9.62553e-09	3.81721e-08	2.03326e-23
8.59286e-09	3.57067e-08	1.62532e-23
7.35789e-09	2.86291e-08	9.06986e-24
7.76015e-09	4.37316e-08	2.43839e-23
7.81107e-09	3.77724e-08	1.42035e-23
7.45604e-09	3.97308e-08	2.00575e-23
9.12532e-09	4.50985e-08	2.71285e-23
8.42622e-09	3.25956e-08	1.35037e-23
8.42811e-09	4.19604e-08	1.98353e-23
8.65278e-09	3.93469e-08	1.89402e-23
1.02568e-08	3.77724e-08	1.64809e-23
7.62569e-09	4.19604e-08	2.10458e-23
8.59096e-09	4.26777e-08	2.10342e-23
8.39587e-09	3.93469e-08	1.9896e-23
9.10351e-09	4.19604e-08	2.12348e-23
9.18153e-09	4.40773e-08	2.36606e-23
6.1078e-09	1.98654e-08	4.00722e-24
