#	z_max	r_eq	V_L
6.57472e-09	5.34182e-08	2.59463e-23
3.29862e-09	3.3058e-08	4.60891e-24
7.62465e-09	5.42639e-08	3.21904e-23
6.37412e-09	4.92799e-08	2.57624e-23
3.34378e-09	2.52485e-08	2.65342e-24
6.06662e-09	4.8971e-08	2.6564e-23
4.45121e-09	4.47607e-08	1.55863e-23
4.27768e-09	3.25956e-08	7.21767e-24
5.48958e-09	5.45429e-08	3.18924e-23
8.1871e-09	5.83088e-08	3.87071e-23
6.0447e-09	5.25588e-08	2.90528e-23
2.91517e-09	1.98654e-08	1.38086e-24
5.02412e-09	4.37316e-08	1.56884e-23
5.42914e-09	4.64253e-08	2.13675e-23
6.54485e-09	5.04969e-08	2.90449e-23
7.22134e-09	5.31333e-08	3.35844e-23
5.06822e-09	4.6751e-08	1.89082e-23
7.43147e-09	5.72581e-08	4.11199e-23
5.51275e-09	5.28468e-08	3.07146e-23
3.56266e-09	3.69599e-08	8.54849e-24
5.74277e-09	4.60972e-08	1.85925e-23
5.9475e-09	3.69599e-08	6.81354e-24
4.70454e-09	3.81721e-08	1.12267e-23
5.72829e-09	4.9587e-08	2.78411e-23
5.67147e-09	4.23205e-08	1.10357e-23
3.23492e-09	2.20387e-08	1.68009e-24
3.56938e-09	3.69599e-08	7.13593e-24
9.16742e-09	6.15999e-08	5.10936e-23
4.96279e-09	4.40773e-08	1.8655e-23
6.90461e-09	5.56449e-08	3.61848e-23
2.87354e-09	1.98654e-08	1.11796e-24
6.60326e-09	5.77858e-08	4.12809e-23
4.77063e-09	4.04876e-08	1.31261e-23
3.24686e-09	3.61293e-08	7.74355e-24
5.22007e-09	3.69599e-08	7.35865e-24
4.51072e-09	4.19604e-08	1.36544e-23
5.09719e-09	5.75226e-08	3.36005e-23
5.23626e-09	3.52791e-08	8.27845e-24
4.37846e-09	4.08608e-08	1.18182e-23
7.57102e-09	5.77858e-08	4.48702e-23
3.6587e-09	2.33755e-08	2.61774e-24
5.91307e-09	4.73959e-08	2.10928e-23
2.80463e-09	1.6529e-08	8.85169e-25
2.35731e-09	1.34959e-08	2.0997e-25
7.98927e-09	5.5917e-08	3.67894e-23
6.0315e-09	5.34182e-08	3.11372e-23
3.90269e-09	4.44203e-08	1.46681e-23
6.49848e-09	5.01954e-08	3.07977e-23
2.88221e-09	1.9086e-08	1.29637e-24
4.66885e-09	4.70746e-08	2.00994e-23
3.29286e-09	2.06153e-08	1.51977e-24
6.87336e-09	5.22693e-08	3.32053e-23
3.76248e-09	1.34959e-08	7.80609e-25
7.68406e-09	5.48205e-08	3.79513e-23
5.58479e-09	4.8971e-08	2.64374e-23
4.91591e-09	4.73959e-08	2.10776e-23
7.85455e-09	5.67255e-08	3.70842e-23
4.09714e-09	3.06765e-08	4.75326e-24
5.77709e-09	4.64253e-08	2.16838e-23
3.28921e-09	2.69917e-08	3.22405e-24
6.1104e-09	5.37016e-08	2.63772e-23
4.00277e-09	3.97308e-08	1.19337e-23
8.09163e-09	6.28198e-08	5.19392e-23
6.08011e-09	4.866e-08	2.42525e-23
4.61878e-09	4.33831e-08	1.69088e-23
5.05963e-09	5.34182e-08	2.63297e-23
3.06341e-09	1.10193e-08	3.23829e-25
4.77851e-09	2.80939e-08	3.20327e-24
4.39389e-09	3.3058e-08	4.36427e-24
3.35836e-09	1.10193e-08	4.01656e-25
6.98461e-09	5.61878e-08	3.6783e-23
5.28943e-09	4.866e-08	2.2496e-23
4.13794e-09	2.69917e-08	4.61196e-24
5.43157e-09	5.04969e-08	3.01172e-23
5.50668e-09	5.04969e-08	2.80744e-23
4.67885e-09	2.91544e-08	3.84557e-24
3.04468e-09	2.58426e-08	3.35021e-24
4.54125e-09	3.25956e-08	5.18477e-24
5.40555e-09	5.01954e-08	2.301e-23
4.24439e-09	4.0111e-08	1.50985e-23
4.19947e-09	3.44078e-08	8.93318e-24
7.29359e-09	5.95961e-08	4.84476e-23
7.01871e-09	5.61878e-08	3.13344e-23
4.84571e-09	5.34182e-08	2.69961e-23
6.41341e-09	3.44078e-08	5.32293e-24
4.22681e-09	2.52485e-08	4.50823e-24
5.8456e-09	4.866e-08	2.70743e-23
6.01733e-09	3.3514e-08	2.98294e-24
6.03148e-09	3.21266e-08	9.57003e-24
3.74508e-09	2.464e-08	4.47285e-24
