label,area,perimeter,solidity,major_axis_length,minor_axis_length,aspect_ratio,circularity,length_um,width_um,area_um2,length_nm,width_nm,area_nm2,scan_width,scan_height
1,850.0,120.52691193458118,0.9381898454746137,48.37738238821572,23.17756381218301,2.08725053160189,0.7352935066900768,0.10876493372812987,0.052109189616378566,0.004296472073459999,108.76493372812986,52.109189616378565,4296.472073459999,3.4533273599999994,2.2797356399999997
2,685.0,97.45584412271572,0.9771754636233951,34.23847102352954,25.86323424587098,1.3238278978583529,0.9063264624372828,0.07697698486336052,0.058147275025621885,0.003462451023905999,76.97698486336051,58.14727502562188,3462.451023905999,3.4533273599999994,2.2797356399999997
3,603.0,92.8700576850888,0.9663461538461539,31.740557519419152,24.712715279757845,1.2843816294609198,0.8785687375831803,0.07136102584860929,0.055560609254868366,0.0030479678356427993,71.36102584860929,55.56060925486837,3047.9678356427994,3.4533273599999994,2.2797356399999997
4,721.0,103.698484809835,0.9549668874172186,38.26369935411261,24.560631898852346,1.5579281311528703,0.8425589714364373,0.0860267447098772,0.05521868627291377,0.003644419252899599,86.0267447098772,55.21868627291377,3644.419252899599,3.4533273599999994,2.2797356399999997
5,522.0,91.21320343559643,0.9405405405405406,34.70020708320706,19.90109796089502,1.7436327961096312,0.7884332840542385,0.0780150875768911,0.04474284250156183,0.0026385393204071995,78.01508757689109,44.74284250156183,2638.5393204071993,3.4533273599999994,2.2797356399999997
6,1011.0,118.18376618407356,0.973051010587103,39.64138630000836,32.84838666839948,1.206798577360386,0.9095893534787692,0.08912414316285677,0.0738517138110958,0.005110274430903599,89.12414316285678,73.8517138110958,5110.274430903599,3.4533273599999994,2.2797356399999997
7,411.0,74.8700576850888,0.9647887323943662,27.03436103859945,19.546317913078585,1.3830922611010312,0.9213727219156764,0.060780272548641594,0.043945204711258054,0.0020774706143435995,60.78027254864159,43.94520471125806,2077.4706143435997,3.4533273599999994,2.2797356399999997
8,683.0,97.4558441227157,0.9799139167862266,34.998045255254524,25.245118865524873,1.3863291926523031,0.9036802537878311,0.07868470522557852,0.056757590940604945,0.003452341677850799,78.68470522557853,56.75759094060494,3452.3416778507994,3.4533273599999994,2.2797356399999997
9,745.0,102.2842712474619,0.9687906371911573,34.53142895580908,27.95684356909813,1.2351690873278025,0.8948462578235951,0.07763563046418732,0.06285425312266055,0.0037657314055619994,77.63563046418732,62.85425312266055,3765.731405561999,3.4533273599999994,2.2797356399999997
10,301.0,64.62741699796952,0.9585987261146497,21.878803187149632,17.86871493990159,1.2244195097820576,0.9056132384130262,0.04918923805354103,0.04017351705078315,0.0015214565813075997,49.189238053541025,40.17351705078315,1521.4565813075997,3.4533273599999994,2.2797356399999997
