#Acq. time (s)=	60
#Accumulations=	1
#Range (cm-¹)=	10...600
#Windows=	1
#Auto scanning=	Off
#Autofocus=	Off
#Macrospot=	Off
#AutoExposure=	Off
#Spike filter=	Off
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Detector Gain=	Best Dynamic Range
#Detector ADC=	45 kHz       
#Detector temperature (°C)=	-60.1
#Instrument=	LabRAM Soleil
#Detector=	Syncerity
#Objective=	100x BD
#Grating=	1800 (500nm)
#ND Filter=	1% (0.60mW)
#Laser=	532nm_Edge
#Hole (µm)=	50 
#Laser mode=	Low frequency
#E-Cal_Neon=	0
#StageXY=	75x50mm Scan+
#StageZ=	Marzhauser
#X (µm)=	0
#Y (µm)=	0
#Z (µm)=	-0.2
#Spectral res.(cm-¹)=	2.7
#Full time(mm:ss)=	1:03
#AC=	Calibrated 2026-06-13 10:52
#Project=	Raman_Soleil-MBE2-260612B-EW
#Sample=	
#Site=	
#Title=	_11_29_28_2026_06_13_1_60 s_532nm_Edge_1800 (500nm)_100x BD_50 µm_1% (0_60mW)_
#Remark=	
#Date=	13.06.2026 11:30
#Acquired=	13.06.2026 11:30:28
#AxisType[0]=Intens
#AxisUnit[0]=Cnt
#AxisType[1]=Spectr
#AxisUnit[1]=1/cm
11.7768	106
13.0146	110
14.25	102
15.4853	76
16.7205	76
17.9554	66
19.1902	72
20.4249	92
21.6593	132
22.8937	216
24.1278	324
25.3596	432
26.5935	514
27.8271	546
29.0606	626
30.294	636
31.525	694
32.758	604
33.9909	470
35.2214	344
36.454	314
37.6863	280
38.9164	310
40.1485	300
41.3782	322
42.6099	332
43.8393	342
45.0707	396
46.2998	400
47.5288	396
48.7597	370
49.9883	394
51.2167	418
52.4472	416
53.6753	428
54.9033	448
56.1311	480
57.3587	554
58.5883	548
59.8157	568
61.0428	620
62.2698	676
63.4967	684
64.7233	744
65.9499	782
67.1762	896
68.4024	942
69.6263	940
70.8522	896
72.0779	816
73.3035	678
74.5289	538
75.752	502
76.977	496
78.2019	458
79.4267	446
80.6491	440
81.8736	444
83.0957	436
84.3198	412
85.5416	460
86.7654	478
87.9869	486
89.2104	496
90.4316	492
91.6547	486
92.8756	498
94.0963	514
95.319	546
96.5394	534
97.7596	522
98.9796	536
100.202	512
101.421	502
102.641	510
103.86	480
105.08	452
106.299	494
107.518	474
108.737	476
109.955	464
111.174	430
112.392	428
113.61	406
114.828	446
116.046	428
117.261	412
118.479	448
119.696	418
120.914	388
122.128	414
123.345	372
124.562	356
125.777	364
126.993	316
128.207	308
129.423	292
130.637	292
131.853	286
133.066	296
134.282	248
135.495	248
136.708	232
137.923	240
139.136	218
140.348	212
141.563	218
142.775	224
143.987	208
145.199	200
146.411	224
147.622	208
148.834	216
150.045	208
151.256	226
152.467	234
153.678	260
154.888	244
156.099	250
157.309	246
158.519	254
159.73	230
160.939	216
162.147	220
163.357	198
164.566	200
165.773	202
166.982	184
168.191	176
169.398	186
170.606	198
171.813	194
173.021	182
174.227	212
175.435	196
176.641	200
177.848	212
179.054	206
180.259	184
181.466	232
182.671	240
183.876	232
185.081	236
186.285	238
187.491	218
188.696	226
189.9	210
191.103	196
192.307	194
193.511	204
194.714	170
195.917	170
197.12	162
198.323	152
199.526	146
200.729	170
201.929	152
203.131	150
204.333	154
205.535	142
206.735	146
207.937	142
209.138	138
210.337	146
211.539	162
212.738	140
213.938	142
215.137	140
