#	z_max	A_0	V_L	D_min	D_max	M_min	M_max
9.37182e-09	5.14984e-15	3.82885e-23	5.85938e-08	1.05631e-07	5.88947e-08	1.01572e-07
1.36106e-08	3.43323e-15	2.92846e-23	5.85938e-08	8.34375e-08	5.03593e-08	8.1087e-08
2.72985e-09	3.8147e-16	3.70454e-25	1.95313e-08	3.08816e-08	1.96316e-08	2.98741e-08
4.39425e-09	8.58307e-16	2.2269e-24	2.92969e-08	4.1432e-08	2.98741e-08	4.18238e-08
1.42642e-08	3.8147e-15	3.46501e-23	5.85938e-08	9.26449e-08	4.86522e-08	8.87689e-08
1.40867e-08	4.673e-15	4.4032e-23	5.85938e-08	1.00543e-07	5.03593e-08	9.47437e-08
3.17834e-09	5.72205e-16	7.10798e-25	2.62039e-08	4.1432e-08	1.96316e-08	4.09703e-08
5.11536e-09	1.90735e-15	6.06133e-24	3.90625e-08	6.25305e-08	3.84096e-08	6.23089e-08
1.67399e-08	4.3869e-15	4.82099e-23	5.85938e-08	9.21287e-08	5.88947e-08	8.62082e-08
2.82948e-09	2.86102e-16	2.96847e-25	1.95313e-08	2.76214e-08	1.36568e-08	2.47529e-08
2.98043e-09	9.53674e-17	1.39733e-25	9.76563e-09	1.38107e-08	9.38902e-09	1.45103e-08
3.56374e-09	1.14441e-15	2.47044e-24	2.92969e-08	4.88281e-08	2.98741e-08	4.86522e-08
2.61922e-09	1.90735e-16	1.37002e-25	9.76563e-09	2.18366e-08	9.38902e-09	2.13387e-08
2.63822e-09	7.62939e-16	7.15283e-25	2.92969e-08	4.36732e-08	2.30458e-08	4.09703e-08
2.57083e-09	6.67572e-16	6.34488e-25	2.62039e-08	4.36732e-08	1.36568e-08	4.09703e-08
5.05472e-09	5.24521e-15	1.85345e-23	5.85938e-08	1.23526e-07	5.12128e-08	1.17789e-07
2.73521e-09	6.67572e-16	7.90369e-25	2.92969e-08	4.1432e-08	1.8778e-08	3.75561e-08
3.27355e-09	4.95911e-15	7.27179e-24	5.85938e-08	1.09183e-07	5.88947e-08	1.084e-07
5.53941e-09	6.58035e-15	3.26196e-23	7.8125e-08	1.17594e-07	7.85263e-08	1.10961e-07
9.4211e-09	4.76837e-15	3.58029e-23	6.83594e-08	1.05631e-07	5.80412e-08	1.01572e-07
2.73759e-09	1.90735e-16	1.95064e-25	9.76563e-09	2.18366e-08	9.38902e-09	2.13387e-08
3.80018e-09	5.05447e-15	1.21264e-23	5.85938e-08	1.18804e-07	5.88947e-08	1.17789e-07
1.14598e-08	2.57492e-15	1.9977e-23	4.88281e-08	7.6272e-08	4.86522e-08	7.3405e-08
6.91242e-09	2.95639e-15	1.36707e-23	4.88281e-08	8.34375e-08	4.35309e-08	7.93799e-08
4.61178e-09	1.52588e-15	4.47778e-24	3.90625e-08	5.69429e-08	3.92632e-08	5.20664e-08
3.56796e-09	8.58307e-16	1.76376e-24	2.92969e-08	4.1432e-08	2.98741e-08	4.18238e-08
3.16799e-09	2.76566e-15	4.70602e-24	4.88281e-08	8.05294e-08	4.86522e-08	7.85263e-08
1.6343e-08	4.19617e-15	4.20888e-23	5.85938e-08	9.26449e-08	4.86522e-08	9.0476e-08
