label,area,perimeter,solidity,major_axis_length,minor_axis_length,aspect_ratio,circularity,length_um,width_um,area_um2,length_nm,width_nm,area_nm2
1,301.0,67.698484809835,0.9318885448916409,23.33355411327875,16.867818443492315,1.3833178363548813,0.8253125749126919,0.05245989637072008,0.037923241493766024,0.0015214565813075997,52.45989637072008,37.92324149376603,1521.4565813075997
2,462.0,80.04163056034261,0.9808917197452229,29.055393721068818,20.529836068224306,1.4152764602947907,0.9061915018297506,0.06532407948733017,0.04615640923874597,0.0023352589387511994,65.32407948733017,46.15640923874597,2335.2589387511994
3,382.0,75.21320343559643,0.9526184538653366,25.74963191105477,19.52225125630017,1.3189888590715129,0.8485648818400158,0.057891867440347994,0.043891096609489415,0.0019308850965431997,57.89186744034799,43.891096609489416,1930.8850965431996
4,358.0,70.2842712474619,0.9623655913978495,21.82990490658346,21.46770420790918,1.01687188789106,0.9107026459425048,0.04907930200527533,0.04826498066247389,0.0018095729438807997,49.07930200527532,48.26498066247388,1809.5729438807996
5,534.0,92.2842712474619,0.9552772808586762,35.89982128382316,19.42090354634935,1.84851447298246,0.7879447151648115,0.08071213219956824,0.043663240607115385,0.0026991953967383992,80.71213219956825,43.663240607115384,2699.1953967383993
6,1280.0,140.5269119345812,0.9696969696969697,53.63715223453778,31.195156120836987,1.7194064369086626,0.81451826611916,0.1205902638828219,0.07013482170023295,0.006469981475327999,120.59026388282189,70.13482170023296,6469.981475327999
7,439.0,80.5269119345812,0.9564270152505446,27.813508636524613,20.45291395400134,1.3598800004281675,0.8507310702080445,0.06253199892715282,0.04598346832622305,0.0022190014591163994,62.53199892715282,45.98346832622305,2219.0014591163995
8,360.0,74.52691193458118,0.9625668449197861,27.45034003774295,17.24944993819545,1.5913748053472518,0.81449066670173,0.06171550149325596,0.0387812483180473,0.0018196822899359997,61.71550149325596,38.7812483180473,1819.6822899359995
9,787.0,107.79898987322332,0.971604938271605,39.75882095861697,25.949599243186466,1.5321554905729948,0.8510502697908795,0.08938816680842018,0.058341445994486395,0.003978027672721199,89.38816680842018,58.3414459944864,3978.027672721199
10,811.0,109.69848480983501,0.9620403321470937,39.59807929303798,26.696451791621065,1.483271245262122,0.846894788209233,0.08902677775136557,0.06002056470502997,0.004099339825383599,89.02677775136557,60.02056470502997,4099.339825383599
11,525.0,91.21320343559643,0.9597806215722121,35.58862158440063,19.43170171162085,1.8314722051912398,0.7929645098246652,0.08001247436334455,0.04368751769016869,0.0026537033394899994,80.01247436334454,43.68751769016868,2653.7033394899995
12,1424.0,144.0416305603426,0.9888888888888889,50.40499498179832,36.98589854797684,1.362816558759947,0.8624695984477104,0.11332353401777788,0.0831539162694744,0.0071978543913023985,113.32353401777787,83.1539162694744,7197.854391302399
13,412.0,77.94112549695427,0.9493087557603687,27.753718838132905,19.263425665272358,1.4407467976044699,0.8522631959643284,0.062397575915020674,0.043309189386205225,0.0020825252873711998,62.397575915020674,43.309189386205226,2082.5252873711997
14,735.0,108.04163056034263,0.9595300261096605,42.30734746639249,22.90876011210286,1.8467759607837186,0.791252223180085,0.09511791701479158,0.05150484900963637,0.0037151846752859993,95.11791701479157,51.504849009636374,3715.184675285999
15,371.0,136.88225099390857,0.6122112211221122,38.25008327906243,22.193531505795974,1.7234789005559206,0.24882241260558624,0.08599613223298488,0.04989682914322085,0.0018752836932395996,85.99613223298489,49.89682914322085,1875.2836932395996
