label,area,perimeter,solidity,major_axis_length,minor_axis_length,aspect_ratio,circularity,length_um,width_um,area_um2,length_nm,width_nm,area_nm2,scan_width,scan_height
1,661.0,101.94112549695427,0.9538239538239538,35.521080909770866,24.39392797190414,1.4561443712829887,0.799304899653971,0.07986062536620143,0.054843892502113196,0.0033411388712435994,79.86062536620143,54.8438925021132,3341.138871243599,3.4533273599999994,2.2797356399999997
2,227.0,59.45584412271571,0.9190283400809717,20.57721605632148,14.642075085251921,1.405348349637113,0.8069499935647483,0.046262931770785325,0.03291919173116848,0.0011474107772651997,46.26293177078532,32.91919173116848,1147.4107772651998,3.4533273599999994,2.2797356399999997
3,420.0,76.38477631085024,0.974477958236659,28.48843182606401,19.084065141922363,1.492786343695866,0.9045769813393293,0.06404940173726666,0.04290594029597836,0.0021229626715919994,64.04940173726666,42.90594029597837,2122.9626715919994,3.4533273599999994,2.2797356399999997
4,311.0,64.72792206135786,0.9841772151898734,22.757137470081624,17.836427000607994,1.275879831162704,0.9327965315894718,0.0511639618884857,0.04010092536838693,0.0015720033115835996,51.1639618884857,40.100925368386925,1572.0033115835997,3.4533273599999994,2.2797356399999997
5,301.0,64.62741699796952,0.9555555555555556,20.472377101590244,19.466959274526456,1.0516473997240765,0.9056132384130262,0.04602722654242128,0.04376678585854685,0.0015214565813075997,46.027226542421275,43.76678585854685,1521.4565813075997,3.4533273599999994,2.2797356399999997
6,304.0,64.62741699796952,0.9559748427672956,22.229917190765295,17.619858609699158,1.2616399304435082,0.9146392839786045,0.049978633623309975,0.03961402331784222,0.0015366206003903998,49.978633623309975,39.614023317842225,1536.6206003903997,3.4533273599999994,2.2797356399999997
7,440.0,83.21320343559643,0.967032967032967,33.14267277561203,17.291583534292524,1.916693905441555,0.7985057687498042,0.0745133454944975,0.038875975596808506,0.0022240561321439996,74.51334549449749,38.8759755968085,2224.0561321439995,3.4533273599999994,2.2797356399999997
9,1152.0,133.94112549695427,0.9680672268907563,51.08979457241512,29.515808408504196,1.7309298754526052,0.8069273862251207,0.11486314154537801,0.06635921141250363,0.005822983327795198,114.86314154537801,66.35921141250364,5822.983327795198,3.4533273599999994,2.2797356399999997
10,451.0,80.8700576850888,0.9698924731182795,28.45945205166966,20.50606859678373,1.3878551082255415,0.8665844666119948,0.06398424766968683,0.046102973783404985,0.0022796575354475995,63.98424766968682,46.102973783404984,2279.6575354475995,3.4533273599999994,2.2797356399999997
11,315.0,69.45584412271572,0.9487951807228916,25.545551746046883,16.29005925821167,1.568168128864823,0.8205458062296247,0.05743304216856736,0.036624288627866965,0.0015922220036939997,57.433042168567354,36.62428862786697,1592.2220036939996,3.4533273599999994,2.2797356399999997
12,499.0,88.2842712474619,0.9541108986615678,32.74316947208077,19.89152960833217,1.6460860535514223,0.8045327670833116,0.07361515819730031,0.04472133035722888,0.0025222818407723995,73.6151581973003,44.72133035722888,2522.2818407723994,3.4533273599999994,2.2797356399999997
13,664.0,98.97056274847714,0.9707602339181286,36.61413891265176,23.82401451288737,1.5368584875922442,0.8518553671397838,0.08231810395175844,0.05356257886874415,0.0033563028903263992,82.31810395175843,53.562578868744154,3356.3028903263994,3.4533273599999994,2.2797356399999997
