label,area,perimeter,solidity,major_axis_length,minor_axis_length,aspect_ratio,circularity,length_um,width_um,area_um2,length_nm,width_nm,area_nm2,scan_width,scan_height
2,488.0,82.76955262170047,0.9663366336633663,28.520554239655546,22.33891355220192,1.2767207399325071,0.8951348597379482,0.06412162127484797,0.050223685782873485,0.0024666804374687996,64.12162127484797,50.22368578287348,2466.6804374687995,3.4533273599999994,2.2797356399999997
3,646.0,94.76955262170047,0.9584569732937686,31.21967496483345,26.591808202212935,1.1740335492580527,0.9038673963150675,0.07018994643643645,0.059785298708707246,0.0032653187758295995,70.18994643643644,59.785298708707245,3265.3187758295994,3.4533273599999994,2.2797356399999997
4,151.0,51.4558441227157,0.8988095238095238,20.57606332693131,10.027707580127407,2.051920956262057,0.7166669833416915,0.04626034013540658,0.02254489384409724,0.0007632556271675999,46.26034013540658,22.544893844097242,763.2556271675999,3.4533273599999994,2.2797356399999997
5,560.0,90.5269119345812,0.9427609427609428,30.9392737086886,23.63702594321196,1.3089325951166748,0.8587020094597109,0.06955953150829622,0.05314217994708571,0.0028306168954559995,69.55953150829622,53.142179947085715,2830.6168954559994,3.4533273599999994,2.2797356399999997
6,179.0,61.79898987322333,0.817351598173516,27.901244979720108,9.222804263459317,3.0252452706022006,0.5889794499526104,0.06272925303810552,0.02073526191336504,0.0009047864719403998,62.72925303810552,20.73526191336504,904.7864719403998,3.4533273599999994,2.2797356399999997
7,280.0,77.35533905932738,0.8022922636103151,29.390315504101828,15.52697348454488,1.8928553934452284,0.5880135139120797,0.06607707073525197,0.03490867340636287,0.0014153084477279997,66.07707073525197,34.908673406362865,1415.3084477279997,3.4533273599999994,2.2797356399999997
9,608.0,93.59797974644667,0.9382716049382716,30.118319416231046,26.369392322726323,1.1421696430324535,0.872128529469058,0.0677138128107356,0.059285249983492674,0.0030732412007807995,67.7138128107356,59.285249983492676,3073.2412007807993,3.4533273599999994,2.2797356399999997
10,511.0,84.8700576850888,0.9605263157894737,28.454996383446975,23.221198695884517,1.2253887818672358,0.8915008661051309,0.06397423016904849,0.05220729218000932,0.0025829379171035997,63.97423016904849,52.20729218000932,2582.9379171035994,3.4533273599999994,2.2797356399999997
11,633.0,91.94112549695427,0.9693721286370597,29.374231832620783,27.58342865635975,1.0649231536286239,0.941009357925914,0.066040910460008,0.06201471931094737,0.003199608026470799,66.04091046000799,62.01471931094736,3199.6080264707994,3.4533273599999994,2.2797356399999997
12,665.0,95.94112549695427,0.9582132564841499,31.3290498791814,27.398190059352668,1.1434715144070946,0.9078662918440754,0.07043584968136837,0.06159825478284022,0.0033613575633539994,70.43584968136837,61.59825478284022,3361.3575633539995,3.4533273599999994,2.2797356399999997
13,489.0,81.698484809835,0.9625984251968503,26.67819679065046,23.55974730905416,1.1323634519797188,0.9206418626717204,0.0599795227165478,0.0529684374850541,0.0024717351104963994,59.9795227165478,52.968437485054096,2471.7351104963996,3.4533273599999994,2.2797356399999997
14,382.0,78.5269119345812,0.9204819277108434,28.920404198743046,17.307402683502396,1.6709846490317284,0.7784597968276415,0.06502058794386603,0.03891154115721109,0.0019308850965431997,65.02058794386603,38.91154115721109,1930.8850965431996,3.4533273599999994,2.2797356399999997
16,672.0,96.2842712474619,0.9725036179450073,33.07166408276141,26.225139630308707,1.2610672259125015,0.9108952590718469,0.07435369949070916,0.058960932425237846,0.0033967402745471993,74.35369949070916,58.96093242523784,3396.740274547199,3.4533273599999994,2.2797356399999997
17,744.0,101.698484809835,0.9649805447470817,32.71218627054096,29.454111859837887,1.110615265746499,0.9039696186573575,0.07354549990460642,0.06622050152999912,0.003760676732534399,73.54549990460642,66.22050152999913,3760.676732534399,3.4533273599999994,2.2797356399999997
19,643.0,96.2842712474619,0.9625748502994012,32.65307920385588,25.487020546432205,1.2811650206177911,0.8715857910464249,0.07341261185086101,0.057301448813721664,0.0032501547567467992,73.41261185086101,57.30144881372166,3250.154756746799,3.4533273599999994,2.2797356399999997
20,664.0,97.35533905932738,0.9637155297532656,33.021874584227774,25.99774686498313,1.2701821721599105,0.8803561371264766,0.07424175975273593,0.05844969436666697,0.0033563028903263992,74.24175975273593,58.44969436666697,3356.3028903263994,3.4533273599999994,2.2797356399999997
21,542.0,85.45584412271572,0.9678571428571429,27.201677504928124,25.759302754109815,1.0559943242480887,0.9326648589476954,0.0611564434672297,0.05791361000995492,0.0027396327809591993,61.1564434672297,57.91361000995492,2739.6327809591994,3.4533273599999994,2.2797356399999997
22,517.0,89.01219330881975,0.9281867145421903,32.147064425077645,20.857319739982557,1.541284538274261,0.8199764930408551,0.07227495906432506,0.04689267767861318,0.0026132659552691993,72.27495906432506,46.892677678613175,2613.2659552691994,3.4533273599999994,2.2797356399999997
23,555.0,88.2842712474619,0.955249569707401,28.816001599734214,24.92073738956145,1.1563061377069996,0.8948210134894548,0.06478586375661843,0.05602829704345542,0.0028053435303179992,64.78586375661844,56.02829704345542,2805.3435303179995,3.4533273599999994,2.2797356399999997
24,535.0,87.35533905932738,0.9587813620071685,28.788224576569583,24.034580768369224,1.1977835125984975,0.8810179129225175,0.06472341378651832,0.05403598655829379,0.0027042500697659995,64.72341378651832,54.035986558293786,2704.2500697659993,3.4533273599999994,2.2797356399999997
25,579.0,89.11269837220809,0.9633943427620633,29.132464094327304,25.625855571913256,1.1368386906175105,0.9162399811050644,0.0654973537247123,0.05761358604810969,0.0029266556829803995,65.4973537247123,57.61358604810969,2926.6556829803994,3.4533273599999994,2.2797356399999997
26,441.0,76.62741699796952,0.9756637168141593,24.42493363554288,23.338484713854875,1.046551819237992,0.943800234233402,0.05491360129544563,0.05247098164277136,0.0022291108051715994,54.91360129544563,52.470981642771356,2229.1108051715996,3.4533273599999994,2.2797356399999997
27,582.0,93.35533905932738,0.9432739059967585,29.82979783326975,25.752771810254007,1.1583140662704272,0.8391788456363385,0.06706514127662705,0.05789892675012167,0.0029418197020631993,67.06514127662705,57.89892675012167,2941.819702063199,3.4533273599999994,2.2797356399999997
28,584.0,89.698484809835,0.9668874172185431,29.90405844229556,25.105545831216247,1.1911335703808057,0.9121210891392224,0.06723209843347541,0.056443794470490236,0.0029519290481183993,67.23209843347541,56.44379447049023,2951.9290481183994,3.4533273599999994,2.2797356399999997
29,545.0,88.04163056034261,0.9578207381370826,30.382519545480736,23.29591280579201,1.3041995734945746,0.8835481295570861,0.06830780339332251,0.05237526892474994,0.0027547968000419996,68.30780339332252,52.37526892474994,2754.7968000419996,3.4533273599999994,2.2797356399999997
